{{{1.98019255e+00,1.81812876e+00,1.66656381e+00,1.42837665e+00,1.24972119e+00,1.11075433e+00,9.99570101e-01,6.65921053e-01,3.31895914e-01,1.79607790e-01},
  {1.97988013e+00,1.81516900e+00,1.66096470e+00,1.41824691e+00,1.23582045e+00,1.09365310e+00,9.79714120e-01,6.36606296e-01,2.92336359e-01,1.39195723e-01},
  {1.97602642e+00,1.78052401e+00,1.59895391e+00,1.31700234e+00,1.10928083e+00,9.50768556e-01,8.26436002e-01,4.72799717e-01,1.70623887e-01,6.61904584e-02},
  {1.96897941e+00,1.72160855e+00,1.50096782e+00,1.17630704e+00,9.51651833e-01,7.88880676e-01,6.66666667e-01,3.47127995e-01,1.11641940e-01,4.05717606e-02},
  {1.96109992e+00,1.66056674e+00,1.40646522e+00,1.05522914e+00,8.27320298e-01,6.69718505e-01,5.55510413e-01,2.73877407e-01,8.33929863e-02,2.94981271e-02},
  {1.95253824e+00,1.59895391e+00,1.31700234e+00,9.50768556e-01,7.26729443e-01,5.77765102e-01,4.72799717e-01,2.24700883e-01,6.61904584e-02,2.30565007e-02},
  {1.94388227e+00,1.54094910e+00,1.23750583e+00,8.64853692e-01,6.47999874e-01,5.08244091e-01,4.11846482e-01,1.90840485e-01,5.50263451e-02,1.89852853e-02},
  {1.93458487e+00,1.48285392e+00,1.16199050e+00,7.88463222e-01,5.80726464e-01,4.50399008e-01,3.62089653e-01,1.64508221e-01,4.66843193e-02,1.59955858e-02},
  {1.92504675e+00,1.42726985e+00,1.09323341e+00,7.22849806e-01,5.24834327e-01,4.03364556e-01,3.22239200e-01,1.44188582e-01,4.04340526e-02,1.37835563e-02},
  {1.91748630e+00,1.38580851e+00,1.04400086e+00,6.77971553e-01,4.87551108e-01,3.72482610e-01,2.96358513e-01,1.31334033e-01,3.65592617e-02,1.24238809e-02},
  {1.90788075e+00,1.33612866e+00,9.87164590e-01,6.28180129e-01,4.47041604e-01,3.39358637e-01,2.68841608e-01,1.17946537e-01,3.25862053e-02,1.10387530e-02},
  {1.89990397e+00,1.29720325e+00,9.44179030e-01,5.91870285e-01,4.18046130e-01,3.15916816e-01,2.49516088e-01,1.08709726e-01,2.98808378e-02,1.01007151e-02}},
 {{1.93909458e-03,1.93620680e-02,3.85502871e-02,7.57439538e-02,1.10396012e-01,1.41619038e-01,1.68877921e-01,2.46772812e-01,2.30049743e-01,1.51871100e-01},
  {1.77537072e-03,1.77260782e-02,3.52858366e-02,6.92741074e-02,1.00832928e-01,1.29117502e-01,1.53622610e-01,2.20784501e-01,1.91477543e-01,1.11738657e-01},
  {9.59032959e-04,9.57371371e-03,1.90474335e-02,3.73156191e-02,5.41291313e-02,6.89918366e-02,8.16183850e-02,1.12789245e-01,8.57660631e-02,4.32318554e-02},
  {5.47582378e-04,5.46611063e-03,1.08737728e-02,2.12922075e-02,3.08613639e-02,3.92932109e-02,4.64239786e-02,6.36057075e-02,4.71821274e-02,2.32622892e-02},
  {3.78046367e-04,3.77371956e-03,7.50685770e-03,1.46975947e-02,2.12988449e-02,2.71109703e-02,3.20207913e-02,4.37809312e-02,3.22873916e-02,1.58388859e-02},
  {2.85361462e-04,2.84851274e-03,5.66632613e-03,1.10935186e-02,1.60748242e-02,2.04593215e-02,2.41615478e-02,3.30087431e-02,2.42886370e-02,1.18922275e-02},
  {2.29496477e-04,2.29085748e-03,4.55700041e-03,8.92148887e-03,1.29270353e-02,1.64521787e-02,1.94281761e-02,2.65322423e-02,1.95027620e-02,9.54051037e-03},
  {1.89908575e-04,1.89568496e-03,3.77090660e-03,7.38241719e-03,1.06967379e-02,1.36133190e-02,1.60752701e-02,2.19485957e-02,1.61238593e-02,7.88358497e-03},
  {1.61427765e-04,1.61138585e-03,3.20537115e-03,6.27520392e-03,9.09233231e-03,1.15712653e-02,1.36636419e-02,1.86534292e-02,1.36982366e-02,6.69555879e-03},
  {1.44269091e-04,1.44010601e-03,2.86465815e-03,5.60816265e-03,8.12578400e-03,1.03411086e-02,1.22109145e-02,1.66690536e-02,1.22386948e-02,5.98119416e-03},
  {1.27064181e-04,1.26836479e-03,2.52302835e-03,4.93933400e-03,7.15666339e-03,9.10770804e-03,1.07543995e-02,1.46798870e-02,1.07764104e-02,5.26581083e-03},
  {1.15571188e-04,1.15364062e-03,2.29481806e-03,4.49255712e-03,6.50930055e-03,8.28382383e-03,9.78150130e-03,1.33513879e-02,9.80018765e-03,4.78838127e-03}},
 {{8.95864159e-04,8.95255592e-03,1.78683410e-02,3.54458427e-02,5.24589252e-02,6.86663191e-02,8.38701827e-02,1.41361077e-01,1.75548252e-01,1.33709547e-01},
  {7.67046920e-04,7.66490571e-03,1.52961974e-02,3.03265743e-02,4.48413451e-02,5.86207283e-02,7.14852375e-02,1.18994329e-01,1.38907136e-01,9.42281654e-02},
  {3.28663147e-04,3.28400171e-03,6.55211688e-03,1.29786670e-02,1.91619914e-02,2.49992031e-02,3.04071990e-02,4.96531634e-02,5.34631851e-02,3.25109533e-02},
  {1.76303541e-04,1.76160639e-03,3.51458022e-03,6.96093461e-03,1.02751635e-02,1.34014468e-02,1.62947787e-02,2.65394374e-02,2.82894377e-02,1.70011223e-02},
  {1.19836126e-04,1.19738727e-03,2.38889081e-03,4.73128150e-03,6.98362493e-03,9.10788836e-03,1.10734196e-02,1.80254131e-02,1.91732861e-02,1.14944793e-02},
  {8.99077656e-05,8.98346172e-04,1.79227353e-03,3.54962474e-03,5.23935026e-03,6.83289036e-03,8.30723091e-03,1.35197980e-02,1.43693885e-02,8.60671583e-03},
  {7.21015941e-05,7.20429052e-04,1.43731278e-03,2.84660658e-03,4.20164319e-03,5.47950975e-03,6.66174379e-03,1.08407861e-02,1.15178545e-02,6.89589616e-03},
  {5.95665303e-05,5.95180317e-04,1.18743089e-03,2.35170784e-03,3.47114869e-03,4.52681963e-03,5.50346495e-03,8.95541223e-03,9.51276017e-03,5.69407111e-03},
  {5.05833550e-05,5.05421638e-04,1.00835497e-03,1.99704469e-03,2.94765407e-03,3.84410243e-03,4.67343326e-03,7.60451212e-03,8.07678463e-03,4.83385144e-03},
  {4.51833296e-05,4.51465327e-04,9.00707800e-04,1.78384826e-03,2.63297087e-03,3.43371060e-03,4.17449340e-03,6.79253276e-03,7.21391089e-03,4.31711313e-03},
  {3.97766634e-05,3.97442673e-04,7.92928334e-04,1.57039031e-03,2.31790286e-03,3.02281907e-03,3.67494930e-03,5.97960903e-03,6.35019199e-03,3.79997708e-03},
  {3.61689166e-05,3.61394575e-04,7.21009560e-04,1.42795494e-03,2.10766614e-03,2.74864287e-03,3.34161939e-03,5.43719024e-03,5.77395916e-03,3.45502198e-03}},
