0	0	0	0
0.09482	0.00013421	-0.05948	-0.022386
0.01407	0.0043397	-0.05043	-0.029596
0.16172	0.012961	0.07997	0.0067463
0.08341	-0.0025785	-0.05744	-0.013598
0.08778	0.0060316	0.14919	0.024788
-0.00668	-0.01182	0.06221	0.011722
0.0213	0.0060908	0.01447	0.0209
-0.0404	-0.012163	0.10013	0.022104
-0.04114	-0.015931	-0.06983	-0.013732
0.01364	0.020809	-0.03611	-0.0036894
0.11385	0.013103	-0.00515	0.01066
0.0394	-0.0059347	-0.03395	-0.011377
0.0014	0.0025113	-0.03773	0.012528
0.01617	0.0040105	-0.14045	-0.018689
0.07196	0.0087523	-0.10358	-0.0030525
-0.00906	0.0071217	-0.05718	0.011393
0.01019	-0.0093097	-0.08286	-0.00013506
-0.01682	0.0042522	0.12647	0.025437
-0.03498	-0.011195	-0.02469	0.019175
-0.09516	-0.0039775	0.02681	0.001269
0.02602	0.0044448	-0.06113	-0.0082826
-0.06543	-0.0024512	-0.04086	-0.0066133
0.00078568	-0.00096556	-0.14262	-0.017032
0.07016	-0.0059125	0.11031	0.01813
0.06003	0.01002	0.11544	0.018605
0.06778	0.00094423	0.08886	0.019224
0.02851	-0.02149	0.11256	0.015423
-0.05873	-0.0030771	0.10211	0.004088
0.08819	0.0045445	0.01645	0.0064114
0.09855	0.010634	-0.07053	-0.014868
0.00855	0.011969	-0.07356	-0.0074352
0.00168	-0.013282	-0.13918	0.0041281
-0.12486	-0.016476	0.0426	0.0061532
-0.01409	0.014385	-0.00791	-0.0079827
0.06622	-0.0013985	-0.08505	-0.00074891
0.06607	0.0084951	-0.07444	-0.017063
-0.11619	-0.0053607	0.1314	0.018449
-0.04273	-0.0029655	-0.04812	0.0024317
-0.18177	-0.016556	-0.01516	0.0076981
0.01236	0.010974	-0.12699	-0.023252
-0.094	-0.022953	-0.06057	-0.006587
0.05455	0.0029974	-0.03321	-0.0060954
0.10177	0.00777	-0.06046	-0.0096497
-0.04286	-0.0042199	0.12929	0.019921
-0.09598	-0.011683	-0.07154	0.0011454
0.01273	-0.0015659	0.07141	0.022747
0.00070524	0.023127	0.01607	0.00089504
0.02551	0.016893	-0.03137	-0.012886
0.0258	-0.0035438	-0.07463	-0.021391
-0.09989	-0.014062	-0.04667	-0.0022819
0.00703	-0.01743	-0.02285	-0.009313
-0.08397	0.00089307	-0.00041803	0.0065483
-0.03041	-0.0018134	0.00715	-0.018953
-0.03136	0.0045456	-0.03937	-0.0073026
-0.01519	0.0015541	0.11797	-0.0054496
-0.01015	-0.00062949	-0.01918	-0.010089
0.016	-0.00024344	0.06359	0.022187
0.05573	-0.0012294	-0.07773	0.005828
0.13532	0.013726	0.0399	0.014912
-0.02219	-0.0087555	-0.00572	0.0058412
0.09567	-0.0037976	0.00473	-0.00076756
0.06748	-0.0056615	-0.03457	-0.0030626
-0.06821	-0.024349	-0.04707	-0.0057338
0.03062	0.026684	-0.00059213	0.010839
-0.03084	-0.0032814	-0.01359	-0.027756
-0.0976	0.0018827	-0.1537	-0.011639
0.07989	0.012098	0.13291	0.019685
-0.03295	-0.0081726	-0.00546	-0.0078983
-0.04262	0.0063215	-0.11213	0.0029444
0.07675	-0.013912	-0.06206	0.0012905
-0.05315	-0.012145	-0.05831	-0.010497
0.07323	0.0090449	0.04653	-0.011638
0.03548	0.015003	-0.13706	-0.011902
0.04346	0.018125	0.10867	0.015942
-0.01572	-0.018604	0.04947	0.0069396
0.05487	0.0050932	0.10098	0.026482
-0.01226	0.0057851	0.06782	-0.01521
0.0015	0.0061908	0.03864	0.0053564
-0.00743	0.0091803	0.07744	0.015288
0.07859	0.010173	-0.06869	0.017209
-0.06366	-0.00031183	-0.14832	-0.0069866
-0.00148	0.004695	-0.07904	-0.0061138
0.12008	0.0047545	-0.0949	-0.014785
0.02257	0.023172	0.07338	0.010717
0.03843	0.0035232	0.07843	0.012193
0.0256	0.0095612	-0.13023	-0.0076075
-0.03298	0.00048455	0.06702	0.016197
0.03253	0.021945	0.08904	0.013816
0.08591	0.023634	0.10626	0.019099
-0.02901	0.0028165	-0.007	0.019273
-0.04598	0.00032998	0.09901	0.014538
0.00945	-0.010875	0.04026	-0.012443
-0.03909	0.0077361	0.05897	0.009247
0.03421	-0.014707	-0.01646	-0.0062312
0.07542	0.020773	-0.06824	-0.00029302
0.06562	0.0064297	-0.03616	-0.022051
