-0.5	-0.5	2.27318E-15	125	125	3.8432
-0.4	-0.5	2.27318E-15	100	125	3.8432
-0.3	-0.5	2.27318E-15	75	125	3.8432
-0.2	-0.5	2.27318E-15	50	125	3.8432
-0.1	-0.5	2.27318E-15	25	125	3.8432
0	-0.5	2.27318E-15	-3.82702E-15	125	3.8432
0.1	-0.5	2.27318E-15	-25	125	3.8432
0.2	-0.5	2.27318E-15	-50	125	3.8432
0.3	-0.5	2.27318E-15	-75	125	3.8432
0.4	-0.5	2.27318E-15	-100	125	3.8432
0.5	-0.5	2.27318E-15	-125	125	3.8432
-0.5	-0.4	2.27318E-15	125	100	3.8432
-0.4	-0.4	2.27318E-15	100	100	3.8432
-0.3	-0.4	2.27318E-15	75	100	3.8432
-0.2	-0.4	2.27318E-15	50	100	3.8432
-0.1	-0.4	2.27318E-15	25	100	3.8432
0	-0.4	2.27318E-15	1.16415E-06	100	3.8432
0.1	-0.4	2.27318E-15	-25	100	3.8432
0.2	-0.4	2.27318E-15	-50	100	3.8432
0.3	-0.4	2.27318E-15	-75	100	3.8432
0.4	-0.4	2.27318E-15	-100	100	3.8432
0.5	-0.4	2.27318E-15	-125	100	3.8432
-0.5	-0.3	2.27318E-15	125	75	3.8432
-0.4	-0.3	2.27318E-15	100	75	3.8432
-0.3	-0.3	2.27318E-15	75	75	3.8432
-0.2	-0.3	2.27318E-15	50	75	3.8432
-0.1	-0.3	2.27318E-15	25	75	3.8432
0	-0.3	2.27318E-15	1.16415E-06	75	3.8432
0.1	-0.3	2.27318E-15	-25	75	3.8432
0.2	-0.3	2.27318E-15	-50	75	3.8432
0.3	-0.3	2.27318E-15	-75	75	3.8432
0.4	-0.3	2.27318E-15	-100	75	3.8432
0.5	-0.3	2.27318E-15	-125	75	3.8432
-0.5	-0.2	2.27318E-15	125	50	3.8432
-0.4	-0.2	2.27318E-15	100	50	3.8432
-0.3	-0.2	2.27318E-15	75	50	3.8432
-0.2	-0.2	2.27318E-15	50	50	3.8432
-0.1	-0.2	2.27318E-15	25	50	3.8432
0	-0.2	2.27318E-15	0	50	3.8432
0.1	-0.2	2.27318E-15	-25	50	3.8432
0.2	-0.2	2.27318E-15	-50	50	3.8432
0.3	-0.2	2.27318E-15	-75	50	3.8432
0.4	-0.2	2.27318E-15	-100	50	3.8432
0.5	-0.2	2.27318E-15	-125	50	3.8432
-0.5	-0.1	2.27318E-15	125	25	3.8432
-0.4	-0.1	2.27318E-15	100	25	3.8432
-0.3	-0.1	2.27318E-15	75	25	3.8432
-0.2	-0.1	2.27318E-15	50	25	3.8432
-0.1	-0.1	2.27318E-15	25	25	3.8432
0	-0.1	2.27318E-15	8.73115E-07	25	3.8432
0.1	-0.1	2.27318E-15	-25	25	3.8432
0.2	-0.1	2.27318E-15	-50	25	3.8432
0.3	-0.1	2.27318E-15	-75	25	3.8432
0.4	-0.1	2.27318E-15	-100	25	3.8432
0.5	-0.1	2.27318E-15	-125	25	3.8432
-0.5	0	2.27318E-15	125	-2.29621E-14	3.8432
-0.4	0	2.27318E-15	100	-2.06659E-14	3.8432
-0.3	0	2.27318E-15	75	-1.83697E-14	3.8432
-0.2	0	2.27318E-15	50	-2.97242E-15	3.8432
-0.1	0	2.27318E-15	25	-6.76206E-16	3.8432
0	0	2.27318E-15	8.67643E-15	-1.75024E-14	3.8432
0.1	0	2.27318E-15	-25	1.45627E-06	3.8432
0.2	0	2.27318E-15	-50	2.91255E-06	3.8432
0.3	0	2.27318E-15	-75	-4.59243E-15	3.8432
0.4	0	2.27318E-15	-100	-2.29621E-15	3.8432
0.5	0	2.27318E-15	-125	0	3.8432
-0.5	0.1	2.27318E-15	125	-25	3.8432
-0.4	0.1	2.27318E-15	100	-25	3.8432
-0.3	0.1	2.27318E-15	75	-25	3.8432
-0.2	0.1	2.27318E-15	50	-25	3.8432
-0.1	0.1	2.27318E-15	25	-25	3.8432
0	0.1	2.27318E-15	2.91038E-07	-25	3.8432
0.1	0.1	2.27318E-15	-25	-25	3.8432
0.2	0.1	2.27318E-15	-50	-25	3.8432
0.3	0.1	2.27318E-15	-75	-25	3.8432
0.4	0.1	2.27318E-15	-100	-25	3.8432
0.5	0.1	2.27318E-15	-125	-25	3.8432
-0.5	0.2	2.27318E-15	125	-50	3.8432
-0.4	0.2	2.27318E-15	100	-50	3.8432
-0.3	0.2	2.27318E-15	75	-50	3.8432
-0.2	0.2	2.27318E-15	50	-50	3.8432
-0.1	0.2	2.27318E-15	25	-50	3.8432
0	0.2	2.27318E-15	5.82077E-07	-50	3.8432
0.1	0.2	2.27318E-15	-25	-50	3.8432
0.2	0.2	2.27318E-15	-50	-50	3.8432
0.3	0.2	2.27318E-15	-75	-50	3.8432
0.4	0.2	2.27318E-15	-100	-50	3.8432
0.5	0.2	2.27318E-15	-125	-50	3.8432
-0.5	0.3	2.27318E-15	125	-75	3.8432
-0.4	0.3	2.27318E-15	100	-75	3.8432
-0.3	0.3	2.27318E-15	75	-75	3.8432
-0.2	0.3	2.27318E-15	50	-75	3.8432
-0.1	0.3	2.27318E-15	25	-75	3.8432
0	0.3	2.27318E-15	1.16415E-06	-75	3.8432
0.1	0.3	2.27318E-15	-25	-75	3.8432
0.2	0.3	2.27318E-15	-50	-75	3.8432
0.3	0.3	2.27318E-15	-75	-75	3.8432
0.4	0.3	2.27318E-15	-100	-75	3.8432
0.5	0.3	2.27318E-15	-125	-75	3.8432
-0.5	0.4	2.27318E-15	125	-100	3.8432
-0.4	0.4	2.27318E-15	100	-100	3.8432
-0.3	0.4	2.27318E-15	75	-100	3.8432
-0.2	0.4	2.27318E-15	50	-100	3.8432
-0.1	0.4	2.27318E-15	25	-100	3.8432
0	0.4	2.27318E-15	1.16415E-06	-100	3.8432
