0.5	26	3.19E-15	1.04E+02	8.24E+01
0.4	26	-1.16E-06	8.33E+01	8.24E+01
0.3	26	-1.16E-06	6.25E+01	8.24E+01
0.2	26	-5.82E-07	4.17E+01	8.24E+01
0.1	26	-2.91E-07	2.08E+01	8.24E+01
0	26	6.16E-16	1.45E-14	8.24E+01
-0.1	26	0.00E+00	-2.08E+01	8.24E+01
-0.2	26	0.00E+00	-4.17E+01	8.24E+01
-0.3	26	0.00E+00	-6.25E+01	8.24E+01
-0.4	26	0.00E+00	-8.33E+01	8.24E+01
-0.5	26	3.19E-15	-1.04E+02	8.24E+01
0.5	25.9	3.19E-15	1.04E+02	1.15E+02
0.4	25.9	3.19E-15	8.33E+01	1.15E+02
0.3	25.9	3.19E-15	6.25E+01	1.15E+02
0.2	25.9	3.19E-15	4.17E+01	1.15E+02
0.1	25.9	3.19E-15	2.08E+01	1.15E+02
0	25.9	3.19E-15	6.38E-15	1.15E+02
-0.1	25.9	3.19E-15	-2.08E+01	1.15E+02
-0.2	25.9	3.19E-15	-4.17E+01	1.15E+02
-0.3	25.9	3.19E-15	-6.25E+01	1.15E+02
-0.4	25.9	3.19E-15	-8.33E+01	1.15E+02
-0.5	25.9	3.19E-15	-1.04E+02	1.15E+02
0.5	25.8	3.19E-15	1.04E+02	1.47E+02
0.4	25.8	3.19E-15	8.33E+01	1.47E+02
0.3	25.8	3.19E-15	6.25E+01	1.47E+02
0.2	25.8	3.19E-15	4.17E+01	1.47E+02
0.1	25.8	3.19E-15	2.08E+01	1.47E+02
0	25.8	3.19E-15	6.38E-15	1.47E+02
-0.1	25.8	3.19E-15	-2.08E+01	1.47E+02
-0.2	25.8	3.19E-15	-4.17E+01	1.47E+02
-0.3	25.8	3.19E-15	-6.25E+01	1.47E+02
-0.4	25.8	3.19E-15	-8.33E+01	1.47E+02
-0.5	25.8	3.19E-15	-1.04E+02	1.47E+02
0.5	25.7	3.19E-15	1.04E+02	1.79E+02
0.4	25.7	3.19E-15	8.33E+01	1.79E+02
0.3	25.7	3.19E-15	6.25E+01	1.79E+02
0.2	25.7	3.19E-15	4.17E+01	1.79E+02
0.1	25.7	3.19E-15	2.08E+01	1.79E+02
0	25.7	3.19E-15	6.38E-15	1.79E+02
-0.1	25.7	3.19E-15	-2.08E+01	1.79E+02
-0.2	25.7	3.19E-15	-4.17E+01	1.79E+02
-0.3	25.7	3.19E-15	-6.25E+01	1.79E+02
-0.4	25.7	3.19E-15	-8.33E+01	1.79E+02
-0.5	25.7	3.19E-15	-1.04E+02	1.79E+02
0.5	25.6	3.19E-15	1.04E+02	2.12E+02
0.4	25.6	3.19E-15	8.33E+01	2.12E+02
0.3	25.6	3.19E-15	6.25E+01	2.12E+02
0.2	25.6	3.19E-15	4.17E+01	2.12E+02
0.1	25.6	3.19E-15	2.08E+01	2.12E+02
0	25.6	3.19E-15	6.38E-15	2.12E+02
-0.1	25.6	3.19E-15	-2.08E+01	2.12E+02
-0.2	25.6	3.19E-15	-4.17E+01	2.12E+02
-0.3	25.6	3.19E-15	-6.25E+01	2.12E+02
-0.4	25.6	3.19E-15	-8.33E+01	2.12E+02
-0.5	25.6	3.19E-15	-1.04E+02	2.12E+02
0.5	25.5	3.19E-15	1.04E+02	2.44E+02
0.4	25.5	3.19E-15	8.33E+01	2.44E+02
0.3	25.5	3.19E-15	6.25E+01	2.44E+02
0.2	25.5	3.19E-15	4.17E+01	2.44E+02
0.1	25.5	3.19E-15	2.08E+01	2.44E+02
0	25.5	3.19E-15	6.38E-15	2.44E+02
-0.1	25.5	3.19E-15	-2.08E+01	2.44E+02
-0.2	25.5	3.19E-15	-4.17E+01	2.44E+02
-0.3	25.5	3.19E-15	-6.25E+01	2.44E+02
-0.4	25.5	3.19E-15	-8.33E+01	2.44E+02
-0.5	25.5	3.19E-15	-1.04E+02	2.44E+02
0.5	25.4	3.19E-15	1.04E+02	2.76E+02
0.4	25.4	3.19E-15	8.33E+01	2.76E+02
0.3	25.4	3.19E-15	6.25E+01	2.76E+02
0.2	25.4	3.19E-15	4.17E+01	2.76E+02
0.1	25.4	3.19E-15	2.08E+01	2.76E+02
0	25.4	3.19E-15	6.38E-15	2.76E+02
-0.1	25.4	3.19E-15	-2.08E+01	2.76E+02
-0.2	25.4	3.19E-15	-4.17E+01	2.76E+02
-0.3	25.4	3.19E-15	-6.25E+01	2.76E+02
-0.4	25.4	3.19E-15	-8.33E+01	2.76E+02
-0.5	25.4	3.19E-15	-1.04E+02	2.76E+02
0.5	25.3	3.19E-15	1.04E+02	3.09E+02
0.4	25.3	3.19E-15	8.33E+01	3.09E+02
0.3	25.3	3.19E-15	6.25E+01	3.09E+02
0.2	25.3	3.19E-15	4.17E+01	3.09E+02
0.1	25.3	3.19E-15	2.08E+01	3.09E+02
0	25.3	3.19E-15	6.38E-15	3.09E+02
-0.1	25.3	3.19E-15	-2.08E+01	3.09E+02
-0.2	25.3	3.19E-15	-4.17E+01	3.09E+02
-0.3	25.3	3.19E-15	-6.25E+01	3.09E+02
-0.4	25.3	3.19E-15	-8.33E+01	3.09E+02
-0.5	25.3	3.19E-15	-1.04E+02	3.09E+02
0.5	25.2	3.19E-15	1.04E+02	3.41E+02
0.4	25.2	3.19E-15	8.33E+01	3.41E+02
0.3	25.2	3.19E-15	6.25E+01	3.41E+02
0.2	25.2	3.19E-15	4.17E+01	3.41E+02
0.1	25.2	3.19E-15	2.08E+01	3.41E+02
0	25.2	3.19E-15	6.38E-15	3.41E+02
-0.1	25.2	3.19E-15	-2.08E+01	3.41E+02
-0.2	25.2	3.19E-15	-4.17E+01	3.41E+02
-0.3	25.2	3.19E-15	-6.25E+01	3.41E+02
-0.4	25.2	3.19E-15	-8.33E+01	3.41E+02
-0.5	25.2	3.19E-15	-1.04E+02	3.41E+02
0.5	25.1	3.19E-15	1.04E+02	3.74E+02
0.4	25.1	3.19E-15	8.33E+01	3.74E+02
0.3	25.1	3.19E-15	6.25E+01	3.74E+02
0.2	25.1	3.19E-15	4.17E+01	3.74E+02
0.1	25.1	3.19E-15	2.08E+01	3.74E+02
0	25.1	3.19E-15	6.38E-15	3.74E+02
-0.1	25.1	3.19E-15	-2.08E+01	3.74E+02
-0.2	25.1	3.19E-15	-4.17E+01	3.74E+02
-0.3	25.1	3.19E-15	-6.25E+01	3.74E+02
-0.4	25.1	3.19E-15	-8.33E+01	3.74E+02
-0.5	25.1	3.19E-15	-1.04E+02	3.74E+02
0.5	25	3.19E-15	1.04E+02	4.06E+02
0.4	25	3.19E-15	8.33E+01	4.06E+02
0.3	25	3.19E-15	6.25E+01	4.06E+02
0.2	25	3.19E-15	4.17E+01	4.06E+02
0.1	25	3.19E-15	2.08E+01	4.06E+02
0	25	3.19E-15	6.38E-15	4.06E+02
-0.1	25	3.19E-15	-2.08E+01	4.06E+02
-0.2	25	3.19E-15	-4.17E+01	4.06E+02
-0.3	25	3.19E-15	-6.25E+01	4.06E+02
-0.4	25	3.19E-15	-8.33E+01	4.06E+02
-0.5	25	3.19E-15	-1.04E+02	4.06E+02
0.5	24.9	3.19E-15	1.04E+02	4.38E+02
0.4	24.9	3.19E-15	8.33E+01	4.38E+02
0.3	24.9	3.19E-15	6.25E+01	4.38E+02
0.2	24.9	3.19E-15	4.17E+01	4.38E+02
0.1	24.9	3.19E-15	2.08E+01	4.38E+02
0	24.9	3.19E-15	6.38E-15	4.38E+02
-0.1	24.9	3.19E-15	-2.08E+01	4.38E+02
-0.2	24.9	3.19E-15	-4.17E+01	4.38E+02
-0.3	24.9	3.19E-15	-6.25E+01	4.38E+02
-0.4	24.9	3.19E-15	-8.33E+01	4.38E+02
-0.5	24.9	3.19E-15	-1.04E+02	4.38E+02
0.5	24.8	3.19E-15	1.04E+02	4.71E+02
0.4	24.8	3.19E-15	8.33E+01	4.71E+02
0.3	24.8	3.19E-15	6.25E+01	4.71E+02
0.2	24.8	3.19E-15	4.17E+01	4.71E+02
0.1	24.8	3.19E-15	2.08E+01	4.71E+02
0	24.8	3.19E-15	6.38E-15	4.71E+02
-0.1	24.8	3.19E-15	-2.08E+01	4.71E+02
-0.2	24.8	3.19E-15	-4.17E+01	4.71E+02
-0.3	24.8	3.19E-15	-6.25E+01	4.71E+02
-0.4	24.8	3.19E-15	-8.33E+01	4.71E+02
-0.5	24.8	3.19E-15	-1.04E+02	4.71E+02
0.5	24.7	3.17E-15	1.03E+02	5.00E+02
0.4	24.7	3.17E-15	8.28E+01	5.00E+02
0.3	24.7	3.17E-15	6.21E+01	5.00E+02
0.2	24.7	3.17E-15	4.14E+01	5.00E+02
0.1	24.7	3.17E-15	2.07E+01	5.00E+02
0	24.7	3.17E-15	6.33E-15	5.00E+02
-0.1	24.7	3.17E-15	-2.07E+01	5.00E+02
-0.2	24.7	3.17E-15	-4.14E+01	5.00E+02
-0.3	24.7	3.17E-15	-6.21E+01	5.00E+02
-0.4	24.7	3.17E-15	-8.28E+01	5.00E+02
-0.5	24.7	3.17E-15	-1.03E+02	5.00E+02
0.5	24.6	2.92E-15	9.54E+01	5.00E+02
0.4	24.6	2.92E-15	7.64E+01	5.00E+02
0.3	24.6	2.92E-15	5.73E+01	5.00E+02
0.2	24.6	2.92E-15	3.82E+01	5.00E+02
0.1	24.6	2.92E-15	1.91E+01	5.00E+02
0	24.6	2.92E-15	5.84E-15	5.00E+02
-0.1	24.6	2.92E-15	-1.91E+01	5.00E+02
-0.2	24.6	2.92E-15	-3.82E+01	5.00E+02
-0.3	24.6	2.92E-15	-5.73E+01	5.00E+02
-0.4	24.6	2.92E-15	-7.64E+01	5.00E+02
-0.5	24.6	2.92E-15	-9.54E+01	5.00E+02
0.5	24.5	2.68E-15	8.74E+01	5.00E+02
0.4	24.5	2.68E-15	6.99E+01	5.00E+02
0.3	24.5	2.68E-15	5.25E+01	5.00E+02
0.2	24.5	2.68E-15	3.50E+01	5.00E+02
0.1	24.5	2.68E-15	1.75E+01	5.00E+02
0	24.5	2.68E-15	5.35E-15	5.00E+02
-0.1	24.5	2.68E-15	-1.75E+01	5.00E+02
-0.2	24.5	2.68E-15	-3.50E+01	5.00E+02
-0.3	24.5	2.68E-15	-5.25E+01	5.00E+02
-0.4	24.5	2.68E-15	-6.99E+01	5.00E+02
-0.5	24.5	2.68E-15	-8.74E+01	5.00E+02
0.5	24.4	2.43E-15	7.94E+01	5.00E+02
0.4	24.4	2.43E-15	6.35E+01	5.00E+02
0.3	24.4	2.43E-15	4.77E+01	5.00E+02
0.2	24.4	2.43E-15	3.18E+01	5.00E+02
0.1	24.4	2.43E-15	1.59E+01	5.00E+02
0	24.4	2.43E-15	4.86E-15	5.00E+02
-0.1	24.4	2.43E-15	-1.59E+01	5.00E+02
-0.2	24.4	2.43E-15	-3.18E+01	5.00E+02
-0.3	24.4	2.43E-15	-4.77E+01	5.00E+02
-0.4	24.4	2.43E-15	-6.35E+01	5.00E+02
-0.5	24.4	2.43E-15	-7.94E+01	5.00E+02
0.5	24.3	2.19E-15	7.14E+01	5.00E+02
0.4	24.3	2.19E-15	5.71E+01	5.00E+02
0.3	24.3	2.19E-15	4.29E+01	5.00E+02
0.2	24.3	2.19E-15	2.86E+01	5.00E+02
0.1	24.3	2.19E-15	1.43E+01	5.00E+02
0	24.3	2.19E-15	4.37E-15	5.00E+02
-0.1	24.3	2.19E-15	-1.43E+01	5.00E+02
-0.2	24.3	2.19E-15	-2.86E+01	5.00E+02
-0.3	24.3	2.19E-15	-4.29E+01	5.00E+02
-0.4	24.3	2.19E-15	-5.71E+01	5.00E+02
-0.5	24.3	2.19E-15	-7.14E+01	5.00E+02
0.5	24.2	1.94E-15	6.34E+01	5.00E+02
0.4	24.2	1.94E-15	5.07E+01	5.00E+02
0.3	24.2	1.94E-15	3.80E+01	5.00E+02
0.2	24.2	1.94E-15	2.54E+01	5.00E+02
0.1	24.2	1.94E-15	1.27E+01	5.00E+02
0	24.2	1.94E-15	3.88E-15	5.00E+02
-0.1	24.2	1.94E-15	-1.27E+01	5.00E+02
-0.2	24.2	1.94E-15	-2.54E+01	5.00E+02
-0.3	24.2	1.94E-15	-3.80E+01	5.00E+02
-0.4	24.2	1.94E-15	-5.07E+01	5.00E+02
-0.5	24.2	1.94E-15	-6.34E+01	5.00E+02
0.5	24.1	1.70E-15	5.54E+01	5.00E+02
0.4	24.1	1.70E-15	4.43E+01	5.00E+02
0.3	24.1	1.70E-15	3.32E+01	5.00E+02
0.2	24.1	1.70E-15	2.22E+01	5.00E+02
0.1	24.1	1.70E-15	1.11E+01	5.00E+02
0	24.1	1.70E-15	3.39E-15	5.00E+02
-0.1	24.1	1.70E-15	-1.11E+01	5.00E+02
-0.2	24.1	1.70E-15	-2.22E+01	5.00E+02
-0.3	24.1	1.70E-15	-3.32E+01	5.00E+02
-0.4	24.1	1.70E-15	-4.43E+01	5.00E+02
-0.5	24.1	1.70E-15	-5.54E+01	5.00E+02
0.5	24	1.45E-15	4.74E+01	5.00E+02
0.4	24	1.45E-15	3.79E+01	5.00E+02
0.3	24	1.45E-15	2.84E+01	5.00E+02
0.2	24	1.45E-15	1.90E+01	5.00E+02
0.1	24	1.45E-15	9.48E+00	5.00E+02
0	24	1.45E-15	2.90E-15	5.00E+02
-0.1	24	1.45E-15	-9.48E+00	5.00E+02
-0.2	24	1.45E-15	-1.90E+01	5.00E+02
-0.3	24	1.45E-15	-2.84E+01	5.00E+02
-0.4	24	1.45E-15	-3.79E+01	5.00E+02
-0.5	24	1.45E-15	-4.74E+01	5.00E+02
0.5	23.9	1.21E-15	3.94E+01	5.00E+02
0.4	23.9	1.21E-15	3.15E+01	5.00E+02
0.3	23.9	1.21E-15	2.36E+01	5.00E+02
0.2	23.9	1.21E-15	1.58E+01	5.00E+02
0.1	23.9	1.21E-15	7.88E+00	5.00E+02
0	23.9	1.21E-15	2.41E-15	5.00E+02
-0.1	23.9	1.21E-15	-7.88E+00	5.00E+02
-0.2	23.9	1.21E-15	-1.58E+01	5.00E+02
-0.3	23.9	1.21E-15	-2.36E+01	5.00E+02
-0.4	23.9	1.21E-15	-3.15E+01	5.00E+02
-0.5	23.9	1.21E-15	-3.94E+01	5.00E+02
0.5	23.8	9.61E-16	3.14E+01	5.00E+02
0.4	23.8	9.61E-16	2.51E+01	5.00E+02
0.3	23.8	9.61E-16	1.88E+01	5.00E+02
0.2	23.8	9.61E-16	1.26E+01	5.00E+02
0.1	23.8	9.61E-16	6.28E+00	5.00E+02
0	23.8	9.61E-16	1.92E-15	5.00E+02
-0.1	23.8	9.61E-16	-6.28E+00	5.00E+02
-0.2	23.8	9.61E-16	-1.26E+01	5.00E+02
-0.3	23.8	9.61E-16	-1.88E+01	5.00E+02
-0.4	23.8	9.61E-16	-2.51E+01	5.00E+02
-0.5	23.8	9.61E-16	-3.14E+01	5.00E+02
0.5	23.7	7.16E-16	2.34E+01	5.00E+02
0.4	23.7	7.16E-16	1.87E+01	5.00E+02
0.3	23.7	7.16E-16	1.40E+01	5.00E+02
0.2	23.7	7.16E-16	9.35E+00	5.00E+02
0.1	23.7	7.16E-16	4.68E+00	5.00E+02
0	23.7	7.16E-16	1.43E-15	5.00E+02
-0.1	23.7	7.16E-16	-4.68E+00	5.00E+02
-0.2	23.7	7.16E-16	-9.35E+00	5.00E+02
-0.3	23.7	7.16E-16	-1.40E+01	5.00E+02
-0.4	23.7	7.16E-16	-1.87E+01	5.00E+02
-0.5	23.7	7.16E-16	-2.34E+01	5.00E+02
0.5	23.6	4.71E-16	1.54E+01	5.00E+02
0.4	23.6	4.71E-16	1.23E+01	5.00E+02
0.3	23.6	4.71E-16	9.22E+00	5.00E+02
0.2	23.6	4.71E-16	6.15E+00	5.00E+02
0.1	23.6	4.71E-16	3.07E+00	5.00E+02
0	23.6	4.71E-16	9.41E-16	5.00E+02
-0.1	23.6	4.71E-16	-3.07E+00	5.00E+02
-0.2	23.6	4.71E-16	-6.15E+00	5.00E+02
-0.3	23.6	4.71E-16	-9.22E+00	5.00E+02
-0.4	23.6	4.71E-16	-1.23E+01	5.00E+02
-0.5	23.6	4.71E-16	-1.54E+01	5.00E+02
0.5	23.5	2.26E-16	7.37E+00	5.00E+02
0.4	23.5	2.26E-16	5.89E+00	5.00E+02
0.3	23.5	2.26E-16	4.42E+00	5.00E+02
0.2	23.5	2.26E-16	2.95E+00	5.00E+02
0.1	23.5	2.26E-16	1.47E+00	5.00E+02
0	23.5	2.26E-16	4.51E-16	5.00E+02
-0.1	23.5	2.26E-16	-1.47E+00	5.00E+02
-0.2	23.5	2.26E-16	-2.95E+00	5.00E+02
-0.3	23.5	2.26E-16	-4.42E+00	5.00E+02
-0.4	23.5	2.26E-16	-5.89E+00	5.00E+02
-0.5	23.5	2.26E-16	-7.37E+00	5.00E+02
0.5	23.4	0.00E+00	0.00E+00	5.00E+02
0.4	23.4	0.00E+00	0.00E+00	5.00E+02
0.3	23.4	0.00E+00	0.00E+00	5.00E+02
0.2	23.4	0.00E+00	0.00E+00	5.00E+02
0.1	23.4	0.00E+00	0.00E+00	5.00E+02
0	23.4	0.00E+00	0.00E+00	5.00E+02
-0.1	23.4	0.00E+00	0.00E+00	5.00E+02
-0.2	23.4	0.00E+00	0.00E+00	5.00E+02
-0.3	23.4	0.00E+00	0.00E+00	5.00E+02
-0.4	23.4	0.00E+00	0.00E+00	5.00E+02
-0.5	23.4	0.00E+00	0.00E+00	5.00E+02
0.5	23.3	0.00E+00	0.00E+00	5.00E+02
0.4	23.3	0.00E+00	0.00E+00	5.00E+02
0.3	23.3	0.00E+00	0.00E+00	5.00E+02
0.2	23.3	0.00E+00	0.00E+00	5.00E+02
0.1	23.3	0.00E+00	0.00E+00	5.00E+02
0	23.3	0.00E+00	0.00E+00	5.00E+02
-0.1	23.3	0.00E+00	0.00E+00	5.00E+02
