{{{9.96372729e-06,9.79301507e-04,3.84760571e-03,1.48972747e-02,3.25579187e-02,5.63742540e-02,8.59797440e-02,3.11547010e-01,1.60284159e+00,5.22321319e+00},
  {5.39352548e-05,5.22321319e-03,2.02014302e-02,7.59411411e-02,1.61484120e-01,2.72529335e-01,4.05717606e-01,1.32380917e+00,5.43548632e+00,1.39195723e+01},
  {1.25068856e-04,1.16770260e-02,4.34838905e-02,1.52672388e-01,3.05725914e-01,4.89161644e-01,6.94255990e-01,1.89119887e+00,5.91870285e+00,1.27321259e+01},
  {1.55102931e-04,1.39195723e-02,4.99032175e-02,1.64738593e-01,3.14504450e-01,4.84447730e-01,6.66666667e-01,1.65287200e+00,4.72089515e+00,9.79714120e+00},
  {1.68194288e-04,1.45475370e-02,5.04751344e-02,1.58810755e-01,2.93247350e-01,4.40855585e-01,5.95616046e-01,1.40582800e+00,3.86434915e+00,7.92087178e+00},
  {1.75263144e-04,1.46168179e-02,4.92157176e-02,1.48701083e-01,2.67587164e-01,3.95229230e-01,5.27200283e-01,1.20573815e+00,3.24300811e+00,6.60499633e+00},
  {1.79215152e-04,1.44405308e-02,4.73496228e-02,1.38376591e-01,2.44127510e-01,3.55940528e-01,4.70522814e-01,1.05360187e+00,2.79581247e+00,5.67298765e+00},
  {1.81661781e-04,1.41335907e-02,4.51846671e-02,1.28165482e-01,2.22355224e-01,3.20789218e-01,4.21020829e-01,9.27637064e-01,2.43761072e+00,4.93334449e+00},
  {1.83082703e-04,1.37640450e-02,4.29905425e-02,1.18818869e-01,2.03302031e-01,2.90825357e-01,3.79546048e-01,8.26009758e-01,2.15509458e+00,4.35355383e+00},
  {1.83720632e-04,1.34553959e-02,4.13240802e-02,1.12181376e-01,1.90181380e-01,2.70558609e-01,3.51820743e-01,7.59770038e-01,1.97365263e+00,3.98264068e+00},
  {1.84118759e-04,1.30586875e-02,3.93239452e-02,1.04623444e-01,1.75598909e-01,2.48347376e-01,3.21709692e-01,6.89202084e-01,1.78246160e+00,3.59290353e+00},
  {1.84201011e-04,1.27321259e-02,3.77671612e-02,9.90004662e-02,1.64972771e-01,2.32354038e-01,3.00193565e-01,6.39581566e-01,1.64922693e+00,3.32192940e+00}},
 {{6.91215603e-06,6.91120031e-04,2.76332516e-03,1.10350264e-02,2.47618624e-02,4.38600050e-02,6.82212795e-02,2.64311768e-01,1.46536605e+00,4.94012795e+00},
  {2.39724409e-05,2.39648457e-03,9.57676255e-03,3.81620415e-02,8.53346841e-02,1.50435747e-01,2.32622892e-01,8.64637108e-01,4.10155567e+00,1.11738657e+01},
  {1.33802008e-05,1.33730299e-03,5.34055516e-03,2.12257939e-02,4.72623885e-02,8.28438403e-02,1.27211415e-01,4.51156980e-01,1.85395698e+00,4.41569003e+00},
  {4.90214820e-06,4.89931122e-04,1.95630026e-03,7.77127043e-03,1.72896788e-02,3.02729355e-02,4.64239786e-02,1.63236770e-01,6.55796522e-01,1.53622610e+00},
  {2.40438154e-06,2.40296544e-04,9.59477031e-04,3.81099361e-03,8.47711090e-03,1.48388993e-02,2.27484537e-02,7.98266083e-02,3.19038539e-01,7.44625423e-01},
  {1.38529635e-06,1.38447498e-04,5.52798662e-04,2.19558474e-03,4.88345210e-03,8.54745544e-03,1.31018902e-02,4.59400174e-02,1.83241931e-01,4.27088506e-01},
  {9.00663396e-07,9.00127719e-05,3.59404570e-04,1.42743822e-03,3.17481734e-03,5.55658859e-03,8.51688298e-03,2.98524953e-02,1.18963937e-01,2.77096430e-01},
  {6.18588620e-07,6.18220054e-05,2.46843195e-04,9.80368663e-04,2.18042943e-03,3.81610034e-03,5.84895158e-03,2.04968698e-02,8.16381346e-02,1.90085800e-01},
  {4.47768597e-07,4.47501524e-05,1.78678276e-04,7.09637777e-04,1.57827996e-03,2.76219748e-03,4.23354738e-03,1.48340436e-02,5.90646155e-02,1.37495524e-01},
  {3.57976730e-07,3.57763094e-05,1.42847399e-04,5.67329788e-04,1.26176979e-03,2.20824425e-03,3.38448299e-03,1.18582058e-02,4.72079081e-02,1.09881868e-01},
  {2.77920270e-07,2.77754328e-05,1.10901455e-04,4.40452383e-04,9.79582538e-04,1.71437066e-03,2.62751966e-03,9.20549824e-03,3.66419865e-02,8.52797557e-02},
  {2.30033739e-07,2.29896348e-05,9.17927223e-05,3.64560033e-04,8.10792368e-04,1.41896400e-03,2.17475457e-03,7.61897341e-03,3.03242406e-02,7.05716732e-02}},
 {{6.16795615e-06,6.16751590e-04,2.46647346e-03,9.85741112e-03,2.21477086e-02,3.92966334e-02,6.12493635e-02,2.40421059e-01,1.37664200e+00,4.74471940e+00},
  {1.72869450e-05,1.72840049e-03,6.91004397e-03,2.75835846e-02,6.18534954e-02,1.09449753e-01,1.70011223e-01,6.50219066e-01,3.30615798e+00,9.42281654e+00},
  {5.44281777e-06,5.44141947e-04,2.17487609e-03,8.67262889e-03,1.94141344e-02,3.42723394e-02,5.30788748e-02,1.98612653e-01,9.25888999e-01,2.37988657e+00},
  {1.67261036e-06,1.67216292e-04,6.68323878e-04,2.66469751e-03,5.96381808e-03,1.05250891e-02,1.62947787e-02,6.08143980e-02,2.80821049e-01,7.14852375e-01},
  {7.83725580e-07,7.83514177e-05,3.13149924e-04,1.24853750e-03,2.79420922e-03,4.93099000e-03,7.63350698e-03,2.84737871e-02,1.31222999e-01,3.33377901e-01},
  {4.43478035e-07,4.43358041e-05,1.77198054e-04,7.06486519e-04,1.58108085e-03,2.79009838e-03,4.31914037e-03,1.61075783e-02,7.41781578e-02,1.88314958e-01},
  {2.85902745e-07,2.85825278e-05,1.14236395e-04,4.55457053e-04,1.01928202e-03,1.79868589e-03,2.78437384e-03,1.03829336e-02,4.77991201e-02,1.21306297e-01},
  {1.95404308e-07,1.95351320e-05,7.80764248e-05,3.11287528e-04,6.96637395e-04,1.22932070e-03,1.90297999e-03,7.09583772e-03,3.26602989e-02,8.28706393e-02},
  {1.41027873e-07,1.40989612e-05,5.63495577e-05,2.24663041e-04,5.02777202e-04,8.87222312e-04,1.37340800e-03,5.12100502e-03,2.35679482e-02,5.97933222e-02},
  {1.12573032e-07,1.12542482e-05,4.49800359e-05,1.79333144e-04,4.01332123e-04,7.08206651e-04,1.09629169e-03,4.08765777e-03,1.88111365e-02,4.77221536e-02},
  {8.72773905e-08,8.72537005e-06,3.48728212e-05,1.39036085e-04,3.11150406e-04,5.49067504e-04,8.49945297e-04,3.16907830e-03,1.45831161e-02,3.69940885e-02},
  {7.21798121e-08,7.21602175e-06,2.88403824e-05,1.14985022e-04,2.57326081e-04,4.54086667e-04,7.02916044e-04,2.62084675e-03,1.20599412e-02,3.05923948e-02}},
 {{5.39847525e-06,5.39827614e-04,2.15906926e-03,8.63242697e-03,1.94085949e-02,3.44686790e-02,5.37867114e-02,2.12906292e-01,1.25608404e+00,4.45641146e+00},
  {1.11511997e-05,1.11502031e-03,4.45887427e-03,1.78162402e-02,4.00147627e-02,7.09603119e-02,1.10524025e-01,4.31057862e-01,2.34801959e+00,7.13468154e+00},
  {1.93857716e-06,1.93834506e-04,7.75056945e-04,3.09574519e-03,6.94873347e-03,1.23121845e-02,1.91563042e-02,7.40884579e-02,3.87143953e-01,1.10164353e+00},
  {5.36980794e-07,5.36915219e-05,2.14686673e-04,8.57480251e-04,1.92461469e-03,3.40992218e-03,5.30498992e-03,2.05040289e-02,1.06807564e-01,3.02546468e-01},
  {2.45922867e-07,2.45892720e-05,9.83205781e-05,3.92700088e-04,8.81407184e-04,1.56160648e-03,2.42943077e-03,9.38865511e-03,4.88765156e-02,1.38326620e-01},
  {1.37964822e-07,1.37947885e-05,5.51586429e-05,2.20307480e-04,4.94473858e-04,8.76064901e-04,1.36290812e-03,5.26677791e-03,2.74122394e-02,7.75549476e-02},
  {8.85919758e-08,8.85810933e-06,3.54192580e-05,1.41466862e-04,3.17517839e-04,5.62548710e-04,8.75163577e-04,3.38188133e-03,1.76000373e-02,4.97868535e-02},
  {6.04123092e-08,6.04048855e-06,2.41529637e-05,9.64684844e-05,2.16520230e-04,3.83610022e-04,5.96785642e-04,2.30612159e-03,1.20008557e-02,3.39450879e-02},
  {4.35417286e-08,4.35363769e-06,1.74080695e-05,6.95289225e-05,1.56055217e-04,2.76483639e-04,4.30127738e-04,1.66210372e-03,8.64914267e-03,2.44633567e-02},
  {3.47317247e-08,3.47274553e-06,1.38858117e-05,5.54607942e-05,1.24479764e-04,2.20541200e-04,3.43097485e-04,1.32579554e-03,6.89896005e-03,1.95126061e-02},
  {2.69103585e-08,2.69070502e-06,1.07588136e-05,4.29713633e-05,9.64476603e-05,1.70876573e-04,2.65833763e-04,1.02722999e-03,5.34524714e-03,1.51178271e-02},
  {2.22469190e-08,2.22441839e-06,8.89436118e-06,3.55246225e-05,7.97337099e-05,1.41264394e-04,2.19765853e-04,8.49213504e-04,4.41888635e-03,1.24976518e-02}},
 {{4.61848688e-06,4.61839824e-04,1.84725188e-03,7.38729077e-03,1.66149811e-02,2.95218126e-02,4.60959720e-02,1.83346404e-01,1.10670200e+00,4.05524480e+00},
  {6.21688960e-06,6.21660609e-04,2.48629890e-03,9.93970660e-03,2.23438155e-02,3.96714762e-02,6.18850874e-02,2.44252200e-01,1.40698455e+00,4.61593285e+00},
  {6.37233087e-07,6.37198105e-05,2.54836856e-04,1.01867026e-03,2.28947677e-03,4.06391064e-03,6.33734302e-03,2.49454089e-02,1.41471486e-01,4.49279224e-01},
