#Parameters = {kz=1; eps0=8.854e-012; rho=1.9428093639147; V=1.7157284678805e-009; Q=3.3333333333333e-009; Lx=10; Ly=10; Lz=50; Rx=1.6; Ry=1.6; Rz=0.16; iy=10}
#"Z / mm"	"E-Field (Es)_Z (Z)"
#-----------------------------
11.040000000000	179890.26562500
11.120000000000	176238.00000000
11.200000000000	172791.98437500
11.280000000000	169389.59375000
11.360000000000	165987.20312500
11.440000000000	162747.95312500
11.520000000000	159574.93750000
11.600000000000	156401.96875000
11.680000000000	153354.92187500
11.760000000000	150392.95312500
11.840000000000	147430.96875000
11.920000000000	144562.82812500
12.000000000000	141795.26562500
12.080000000000	139027.71875000
12.160000000000	136326.28125000
12.240000000000	133738.25000000
12.320000000000	131150.21875000
12.400000000000	128604.35937500
12.480000000000	126182.30468750
12.560000000000	123760.21875000
12.640000000000	121359.64843750
12.720000000000	119091.22656250
12.800000000000	116822.81250000
12.880000000000	114558.03906250
12.960000000000	112432.03125000
13.040000000000	110306.03125000
13.120000000000	108180.02343750
13.200000000000	106174.47656250
13.280000000000	104180.64843750
13.360000000000	102186.82812500
13.440000000000	100290.92968750
13.520000000000	98419.945312500
13.600000000000	96548.984375000
13.680000000000	94756.078125000
13.760000000000	92999.445312500
13.840000000000	91242.812500000
13.920000000000	89546.710937500
14.000000000000	87896.562500000
14.080000000000	86246.414062500
14.160000000000	84641.351562500
14.240000000000	83090.468750000
14.320000000000	81539.593750000
14.400000000000	80020.195312500
14.480000000000	78561.945312500
14.560000000000	77103.671875000
14.640000000000	75664.945312500
14.720000000000	74293.210937500
14.800000000000	72921.468750000
14.880000000000	71558.742187500
14.960000000000	70267.898437500
15.040000000000	68977.046875000
15.120000000000	67686.203125000
15.200000000000	66470.812500000
15.280000000000	65255.636718750
15.360000000000	64040.460937500
15.440000000000	62887.839843750
15.520000000000	61743.503906250
15.600000000000	60599.179687500
15.680000000000	59505.871093750
15.760000000000	58427.917968750
15.840000000000	57349.960937500
15.920000000000	56312.722656250
16.000000000000	55296.984375000
16.080000000000	54281.250000000
16.160000000000	53297.031250000
16.240000000000	52339.656250000
16.320000000000	51382.277343750
16.400000000000	50448.222656250
16.480000000000	49545.625000000
16.560000000000	48643.023437500
16.640000000000	47756.449218750
16.720000000000	46905.292968750
16.800000000000	46054.140625000
16.880000000000	45212.519531250
16.960000000000	44409.691406250
17.040000000000	43606.847656250
17.120000000000	42807.792968750
17.200000000000	42050.386718750
17.280000000000	41292.984375000
17.360000000000	40535.578125000
17.440000000000	39819.546875000
17.520000000000	39104.847656250
17.600000000000	38390.148437500
17.680000000000	37709.792968750
17.760000000000	37035.281250000
17.840000000000	36360.769531250
17.920000000000	35714.257812500
18.000000000000	35077.570312500
18.080000000000	34440.878906250
18.160000000000	33826.480468750
18.240000000000	33225.394531250
18.320000000000	32624.310546875
18.400000000000	32040.382812500
18.480000000000	31472.826171875
18.560000000000	30905.267578125
18.640000000000	30350.261718750
18.720000000000	29814.283203125
18.800000000000	29278.302734375
18.880000000000	28750.750000000
18.960000000000	28244.527343750
19.040000000000	27738.292968750
19.120000000000	27236.806640625
19.200000000000	26758.628906250
19.280000000000	26280.451171875
19.360000000000	25803.718750000
19.440000000000	25351.988281250
19.520000000000	24900.257812500
19.600000000000	24448.525390625
19.680000000000	24020.250000000
19.760000000000	23593.460937500
19.840000000000	23166.671875000
19.920000000000	22759.320312500
20.000000000000	22356.060546875
20.080000000000	21952.800781250
20.160000000000	21565.337890625
20.240000000000	21184.271484375
20.320000000000	20803.205078125
20.400000000000	20434.650390625
20.480000000000	20074.521484375
20.560000000000	19714.392578125
20.640000000000	19363.814453125
20.720000000000	19023.443359375
20.800000000000	18683.074218750
20.880000000000	18349.585937500
20.960000000000	18027.867187500
21.040000000000	17706.142578125
21.120000000000	17388.910156250
21.200000000000	17084.800781250
21.280000000000	16780.693359375
21.360000000000	16478.919921875
21.440000000000	16191.440429688
21.520000000000	15903.959960938
21.600000000000	15616.892578125
21.680000000000	15345.117187500
21.760000000000	15073.341796875
21.840000000000	14801.566406250
21.920000000000	14543.319335938
22.000000000000	14286.375976563
22.080000000000	14029.433593750
22.160000000000	13783.666992188
22.240000000000	13540.734375000
22.320000000000	13297.802734375
22.400000000000	13063.913085938
22.480000000000	12834.211914063
22.560000000000	12604.510742188
22.640000000000	12381.925781250
22.720000000000	12164.726562500
22.800000000000	11947.527343750
22.880000000000	11735.702148438
22.960000000000	11530.315429688
23.040000000000	11324.923828125
23.120000000000	11123.340820313
23.200000000000	10929.118164063
23.280000000000	10734.894531250
23.360000000000	10543.060546875
23.440000000000	10359.388671875
23.520000000000	10175.715820313
23.600000000000	9993.1621093750
23.680000000000	9819.4609375000
23.760000000000	9645.7597656250
23.840000000000	9472.0585937500
23.920000000000	9307.7636718750
24.000000000000	9143.4873046875
24.080000000000	8979.2119140625
24.160000000000	8822.8076171875
24.240000000000	8667.4414062500
24.320000000000	8512.0742187500
24.400000000000	8363.1845703125
24.480000000000	8216.2373046875
24.560000000000	8069.2905273438
24.640000000000	7927.5576171875
24.720000000000	7788.5703125000
24.800000000000	7649.5834960938
24.880000000000	7514.6665039063
24.960000000000	7383.2055664063
25.040000000000	7251.7416992188
25.120000000000	7123.3164062500
25.200000000000	6998.9716796875
25.280000000000	6874.6274414063
25.360000000000	6752.3842773438
25.440000000000	6634.7680664063
25.520000000000	6517.1523437500
25.600000000000	6400.7963867188
25.680000000000	6289.5434570313
25.760000000000	6178.2905273438
25.840000000000	6067.5410156250
25.920000000000	5962.3046875000
26.000000000000	5857.0683593750
26.080000000000	5751.8315429688
26.160000000000	5652.1113281250
26.240000000000	5552.5644531250
26.320000000000	5453.0175781250
26.400000000000	5358.0722656250
26.480000000000	5263.9057617188
26.560000000000	5169.7392578125
26.640000000000	5079.3427734375
26.720000000000	4990.2646484375
26.800000000000	4901.1860351563
26.880000000000	4815.1230468750
26.960000000000	4730.8569335938
27.040000000000	4646.5883789063
27.120000000000	4564.6542968750
27.200000000000	4484.9394531250
27.280000000000	4405.2246093750
27.360000000000	4327.2236328125
27.440000000000	4251.8134765625
27.520000000000	4176.4028320313
27.600000000000	4102.1484375000
27.680000000000	4030.8090820313
27.760000000000	3959.4702148438
27.840000000000	3888.7841796875
27.920000000000	3821.2956542969
28.000000000000	3753.8071289063
28.080000000000	3686.5200195313
28.160000000000	3622.6740722656
28.240000000000	3558.8281250000
28.320000000000	3494.9824218750
28.400000000000	3434.3791503906
28.480000000000	3373.9792480469
28.560000000000	3313.5791015625
28.640000000000	3255.8740234375
28.720000000000	3198.7331542969
28.800000000000	3141.5922851563
28.880000000000	3086.6484375000
28.960000000000	3032.5908203125
29.040000000000	2978.5322265625
29.120000000000	2926.2197265625
29.200000000000	2875.0791015625
29.280000000000	2823.9387207031
29.360000000000	2774.1333007813
29.440000000000	2725.7517089844
29.520000000000	2677.3698730469
29.600000000000	2629.9531250000
29.680000000000	2584.1806640625
29.760000000000	2538.4084472656
29.840000000000	2493.2668457031
29.920000000000	2449.9628906250
30.000000000000	2406.6591796875
30.080000000000	2363.6850585938
30.160000000000	2322.7158203125
30.240000000000	2281.7468261719
30.320000000000	2240.8374023438
30.400000000000	2202.0771484375
30.480000000000	2163.3168945313
30.560000000000	2124.5566406250
30.640000000000	2087.7036132813
30.720000000000	2051.0332031250
30.800000000000	2014.3625488281
30.880000000000	1979.2702636719
30.960000000000	1944.5766601563
31.040000000000	1909.8820800781
31.120000000000	1876.4682617188
31.200000000000	1843.6452636719
31.280000000000	1810.8222656250
31.360000000000	1779.0079345703
31.440000000000	1747.9548339844
31.520000000000	1716.9017333984
31.600000000000	1686.6116943359
31.680000000000	1657.2330322266
31.760000000000	1627.8543701172
31.840000000000	1599.0164794922
31.920000000000	1571.2219238281
32.000000000000	1543.4273681641
32.080000000000	1515.9725341797
32.160000000000	1489.6770019531
32.240000000000	1463.3802490234
32.320000000000	1437.2446289063
32.400000000000	1412.3654785156
32.480000000000	1387.4875488281
32.560000000000	1362.6085205078
32.640000000000	1339.0698242188
32.720000000000	1315.5319824219
32.800000000000	1291.9951171875
32.880000000000	1269.5792236328
32.960000000000	1247.3112792969
33.040000000000	1225.0421142578
33.120000000000	1203.6984863281
33.200000000000	1182.6298828125
33.280000000000	1161.5622558594
33.360000000000	1141.2382812500
33.440000000000	1121.3062744141
33.520000000000	1101.3734130859
33.600000000000	1082.0233154297
33.680000000000	1063.1649169922
33.760000000000	1044.3076171875
33.840000000000	1025.8837890625
33.920000000000	1008.0431518555
34.000000000000	990.20178222656
34.080000000000	972.66149902344
34.160000000000	955.78308105469
34.240000000000	938.90386962891
34.320000000000	922.20635986328
34.400000000000	906.23754882813
34.480000000000	890.26953125000
34.560000000000	874.37347412109
34.640000000000	859.26684570313
34.720000000000	844.15948486328
34.800000000000	829.05285644531
34.880000000000	814.73657226563
34.960000000000	800.44531250000
35.040000000000	786.15332031250
35.120000000000	772.52227783203
35.200000000000	759.00177001953
35.280000000000	745.48193359375
35.360000000000	732.50280761719
35.440000000000	719.71289062500
35.520000000000	706.92236328125
35.600000000000	694.56585693359
35.680000000000	682.46618652344
35.760000000000	670.36712646484
35.840000000000	658.60290527344
35.920000000000	647.15753173828
36.000000000000	635.71160888672
36.080000000000	624.51245117188
36.160000000000	613.68579101563
36.240000000000	602.85864257813
36.320000000000	592.19854736328
36.400000000000	581.95690917969
36.480000000000	571.71569824219
36.560000000000	561.56842041016
36.640000000000	551.88140869141
36.720000000000	542.19390869141
36.800000000000	532.53631591797
36.880000000000	523.37341308594
36.960000000000	514.21093750000
37.040000000000	505.04800415039
37.120000000000	496.35317993164
37.200000000000	487.68682861328
37.280000000000	479.02087402344
37.360000000000	470.74343872070
37.440000000000	462.54745483398
37.520000000000	454.35107421875
37.600000000000	446.47235107422
37.680000000000	438.72082519531
37.760000000000	430.96966552734
37.840000000000	423.47036743164
37.920000000000	416.14035034180
38.000000000000	408.80993652344
38.080000000000	401.67282104492
38.160000000000	394.74142456055
38.240000000000	387.80972290039
38.320000000000	381.01815795898
38.400000000000	374.46386718750
38.480000000000	367.90988159180
38.560000000000	361.44714355469
38.640000000000	355.25045776367
38.720000000000	349.05349731445
38.800000000000	342.90487670898
38.880000000000	337.04632568359
38.960000000000	331.18801879883
39.040000000000	325.33834838867
39.120000000000	319.80047607422
39.200000000000	314.26232910156
39.280000000000	308.72445678711
39.360000000000	303.46350097656
39.440000000000	298.22903442383
39.520000000000	292.99435424805
39.600000000000	287.98956298828
39.680000000000	283.04226684570
39.760000000000	278.09518432617
39.840000000000	273.33435058594
39.920000000000	268.65951538086
40.000000000000	263.98443603516
40.080000000000	259.45654296875
40.160000000000	255.03958129883
40.240000000000	250.62240600586
40.320000000000	246.31694030762
40.400000000000	242.14408874512
40.480000000000	237.97145080566
40.560000000000	233.87779235840
40.640000000000	229.93666076660
40.720000000000	225.99534606934
40.800000000000	222.10420227051
40.880000000000	218.38229370117
40.960000000000	214.66058349609
41.040000000000	210.96231079102
41.120000000000	207.44857788086
41.200000000000	203.93466186523
41.280000000000	200.42092895508
41.360000000000	197.10401916504
41.440000000000	193.78739929199
41.520000000000	190.47062683105
41.600000000000	187.31942749023
41.680000000000	184.18955993652
41.760000000000	181.05982971191
41.840000000000	178.06657409668
41.920000000000	175.11408996582
42.000000000000	172.16145324707
42.080000000000	169.31921386719
42.160000000000	166.53485107422
42.240000000000	163.75036621094
42.320000000000	161.05250549316
42.400000000000	158.42753601074
42.480000000000	155.80268859863
42.560000000000	153.24253845215
42.640000000000	150.76910400391
42.720000000000	148.29557800293
42.800000000000	145.86726379395
42.880000000000	143.53753662109
42.960000000000	141.20793151855
43.040000000000	138.90547180176
43.120000000000	136.71252441406
43.200000000000	134.51947021484
43.280000000000	132.33760070801
43.360000000000	130.27449035645
43.440000000000	128.21150207520
43.520000000000	126.14839935303
43.600000000000	124.20542907715
43.680000000000	122.26595306396
43.760000000000	120.32657623291
43.840000000000	118.48792266846
43.920000000000	116.66623687744
44.000000000000	114.84445953369
44.080000000000	113.10592651367
44.160000000000	111.39636993408
44.240000000000	109.68672943115
44.320000000000	108.04433441162
44.400000000000	106.44161987305
44.480000000000	104.83898162842
44.560000000000	103.28868865967
44.640000000000	101.78806304932
44.720000000000	100.28737640381
44.800000000000	98.825683593750
44.880000000000	97.422431945801
44.960000000000	96.019248962402
45.040000000000	94.642578125000
45.120000000000	93.332542419434
45.200000000000	92.022445678711
45.280000000000	90.727661132813
45.360000000000	89.506721496582
45.440000000000	88.285842895508
45.520000000000	87.069763183594
45.600000000000	85.934303283691
45.680000000000	84.798797607422
45.760000000000	83.663345336914
45.840000000000	82.605110168457
45.920000000000	81.551643371582
46.000000000000	80.498130798340
46.080000000000	79.509880065918
46.160000000000	78.535202026367
46.240000000000	77.560485839844
46.320000000000	76.639961242676
46.400000000000	75.741096496582
46.480000000000	74.842269897461
46.560000000000	73.987236022949
46.640000000000	73.161499023438
46.720000000000	72.335723876953
46.800000000000	71.544235229492
46.880000000000	70.789009094238
46.960000000000	70.033813476563
47.040000000000	69.303924560547
47.120000000000	68.616973876953
47.200000000000	67.929985046387
47.280000000000	67.260047912598
47.360000000000	66.639274597168
47.440000000000	66.018531799316
47.520000000000	65.406951904297
47.600000000000	64.850685119629
47.680000000000	64.294387817383
47.760000000000	63.739906311035
47.840000000000	63.246608734131
47.920000000000	62.753334045410
48.000000000000	62.260036468506
48.080000000000	61.823062896729
48.160000000000	61.391395568848
48.240000000000	60.959712982178
48.320000000000	60.576190948486
48.400000000000	60.204692840576
48.480000000000	59.833217620850
48.560000000000	59.501983642578
48.640000000000	59.189231872559
48.720000000000	58.876464843750
48.800000000000	58.596626281738
48.880000000000	58.341476440430
48.960000000000	58.086334228516
49.040000000000	57.857387542725
49.120000000000	57.659576416016
49.200000000000	57.461750030518
49.280000000000	57.283302307129
49.360000000000	57.141971588135
49.440000000000	57.000644683838
49.520000000000	56.870124816895
49.600000000000	56.776115417480
49.680000000000	56.682102203369
49.760000000000	56.594577789307
49.840000000000	56.557334899902
49.920000000000	56.520095825195
50.000000000000	56.482856750488
#Parameters = {kz=0.2; eps0=8.854e-012; rho=0.30791453351183; V=1.0825514779429e-008; Q=3.3333333333333e-009; Lx=10; Ly=10; Lz=50; Rx=1.6; Ry=1.6; Rz=1.0095317511683; iy=1.5848931924611}
#"Z / mm"	"E-Field (Es)_Z (Z) (kz=0.2)"
#--------------------------------------
-50.000000000000	-56.114643096924
-49.949520444220	-56.133941650391
-49.899040888440	-56.153244018555
-49.848561332660	-56.172542572021
-49.798081776880	-56.191841125488
-49.747602221100	-56.212898254395
-49.697122665321	-56.267753601074
-49.646643109541	-56.322612762451
-49.596163553761	-56.377475738525
-49.545683997981	-56.432334899902
-49.495204442201	-56.490528106689
-49.444724886421	-56.579196929932
-49.394245330641	-56.667865753174
-49.343765774861	-56.756534576416
-49.293286219081	-56.845203399658
-49.242806663301	-56.939067840576
-49.192327107521	-57.062847137451
-49.141847551742	-57.186630249023
-49.091367995962	-57.310401916504
-49.040888440182	-57.434185028076
-48.990408884402	-57.565052032471
-48.939929328622	-57.724784851074
-48.889449772842	-57.884513854980
-48.838970217062	-58.044242858887
-48.788490661282	-58.203971862793
-48.738011105502	-58.372703552246
-48.687531549722	-58.568958282471
-48.637051993942	-58.765213012695
-48.586572438163	-58.961467742920
-48.536092882383	-59.157707214355
-48.485613326603	-59.364784240723
-48.435133770823	-59.597644805908
-48.384654215043	-59.830501556396
-48.334174659263	-60.063362121582
-48.283695103483	-60.296218872070
-48.233215547703	-60.542007446289
-48.182735991923	-60.812339782715
-48.132256436143	-61.082675933838
-48.081776880363	-61.353008270264
-48.031297324584	-61.623344421387
-47.980817768804	-61.908878326416
-47.930338213024	-62.217735290527
-47.879858657244	-62.526618957520
-47.829379101464	-62.835502624512
-47.778899545684	-63.144386291504
-47.728419989904	-63.470817565918
-47.677940434124	-63.819255828857
-47.627460878344	-64.167694091797
-47.576981322564	-64.516136169434
-47.526501766784	-64.864578247070
-47.476022211005	-65.233009338379
-47.425542655225	-65.622009277344
-47.375063099445	-66.010978698730
-47.324583543665	-66.399978637695
-47.274103987885	-66.788986206055
-47.223624432105	-67.200576782227
-47.173144876325	-67.631248474121
-47.122665320545	-68.061927795410
-47.072185764765	-68.492599487305
-47.021706208985	-68.923278808594
-46.971226653205	-69.379356384277
-46.920747097426	-69.852981567383
-46.870267541646	-70.326599121094
-46.819787985866	-70.800186157227
-46.769308430086	-71.273811340332
-46.718828874306	-71.775878906250
-46.668349318526	-72.293907165527
-46.617869762746	-72.811927795410
-46.567390206966	-73.329948425293
-46.516910651186	-73.847969055176
-46.466431095406	-74.397743225098
-46.415951539626	-74.961776733398
-46.365471983847	-75.525810241699
-46.314992428067	-76.089851379395
-46.264512872287	-76.653884887695
-46.214033316507	-77.253196716309
-46.163553760727	-77.864997863770
-46.113074204947	-78.476799011230
-46.062594649167	-79.088600158691
-46.012115093387	-79.700401306152
-45.961635537607	-80.351356506348
-45.911155981827	-81.012802124023
-45.860676426047	-81.674255371094
-45.810196870268	-82.335700988770
-45.759717314488	-82.997154235840
-45.709237758708	-83.701904296875
-45.658758202928	-84.414985656738
-45.608278647148	-85.128120422363
-45.557799091368	-85.841247558594
-45.507319535588	-86.554382324219
-45.456839979808	-87.315307617188
-45.406360424028	-88.082313537598
-45.355880868248	-88.849319458008
-45.305401312468	-89.616325378418
-45.254921756689	-90.383331298828
-45.204442200909	-91.202995300293
-45.153962645129	-92.026229858398
-45.103483089349	-92.849464416504
-45.053003533569	-93.672630310059
-45.002523977789	-94.495864868164
-44.952044422009	-95.377021789551
-44.901564866229	-96.259010314941
-44.851085310449	-97.141006469727
-44.800605754669	-98.023002624512
-44.750126198889	-98.907150268555
-44.699646643110	-99.850624084473
-44.649167087330	-100.79409027100
-44.598687531550	-101.73756408691
-44.548207975770	-102.68103790283
-44.497728419990	-103.62986755371
-44.447248864210	-104.63771820068
-44.396769308430	-105.64556884766
-44.346289752650	-106.65341949463
-44.295810196870	-107.66127014160
-44.245330641090	-108.67813873291
-44.194851085310	-109.75348663330
-44.144371529531	-110.82882690430
-44.093891973751	-111.90416717529
-44.043412417971	-112.97950744629
-43.992932862191	-114.06780242920
-43.942453306411	-115.21395111084
-43.891973750631	-116.36000823975
-43.841494194851	-117.50614929199
-43.791014639071	-118.65229797363
-43.740535083291	-119.81569671631
-43.690055527511	-121.03617095947
-43.639575971731	-122.25663757324
-43.589096415952	-123.47711181641
-43.538616860172	-124.69757843018
-43.488137304392	-125.94003295898
-43.437657748612	-127.23859405518
-43.387178192832	-128.53715515137
-43.336698637052	-129.83563232422
-43.286219081272	-131.13418579102
-43.235739525492	-132.45991516113
-43.185259969712	-133.84057617188
-43.134780413932	-135.22125244141
-43.084300858152	-136.60192871094
-43.033821302373	-137.98258972168
-42.983341746593	-139.39608764648
-42.932862190813	-140.86309814453
-42.882382635033	-142.33012390137
-42.831903079253	-143.79714965820
-42.781423523473	-145.26416015625
-42.730943967693	-146.77009582520
-42.680464411913	-148.32801818848
-42.629984856133	-149.88595581055
-42.579505300353	-151.44387817383
-42.529025744573	-153.00180053711
-42.478546188794	-154.60554504395
-42.428066633014	-156.25918579102
-42.377587077234	-157.91282653809
-42.327107521454	-159.56646728516
-42.276627965674	-161.22010803223
-42.226148409894	-162.92698669434
-42.175668854114	-164.68132019043
-42.125189298334	-166.43577575684
-42.074709742554	-168.19024658203
-42.024230186774	-169.94470214844
-41.973750630994	-171.76051330566
-41.923271075215	-173.62124633789
-41.872791519435	-175.48199462891
-41.822311963655	-177.34272766113
-41.771832407875	-179.20346069336
-41.721352852095	-181.13439941406
-41.670873296315	-183.10716247559
-41.620393740535	-185.07992553711
-41.569914184755	-187.05255126953
-41.519434628975	-189.02531433105
-41.468955073195	-191.07792663574
-41.418475517415	-193.16882324219
-41.367995961636	-195.25971984863
-41.317516405856	-197.35063171387
-41.267036850076	-199.44152832031
-41.216557294296	-201.62277221680
-41.166077738516	-203.83828735352
-41.115598182736	-206.05378723145
-41.065118626956	-208.26930236816
-41.014639071176	-210.48463439941
-40.964159515396	-212.80194091797
-40.913679959616	-215.14891052246
-40.863200403836	-217.49588012695
-40.812720848057	-219.84283447266
-40.762241292277	-222.18980407715
-40.711761736497	-224.65103149414
-40.661282180717	-227.13670349121
-40.610802624937	-229.62239074707
-40.560323069157	-232.10807800293
-40.509843513377	-234.59375000000
-40.459363957597	-237.20701599121
-40.408884401817	-239.83908081055
-40.358404846037	-242.47113037109
-40.307925290257	-245.10317993164
-40.257445734478	-247.73524475098
-40.206966178698	-250.50975036621
-40.156486622918	-253.29626464844
-40.106007067138	-256.08279418945
-40.055527511358	-258.86929321289
-40.005047955578	-261.65582275391
-39.954568399798	-264.60076904297
-39.904088844018	-267.55035400391
-39.853609288238	-270.49969482422
-39.803129732458	-273.44927978516
-39.752650176678	-276.40246582031
-39.702170620899	-279.52416992188
-39.651691065119	-282.64587402344
-39.601211509339	-285.76760864258
-39.550731953559	-288.88931274414
-39.500252397779	-292.02377319336
-39.449772841999	-295.32720947266
-39.399293286219	-298.63061523438
-39.348813730439	-301.93402099609
-39.298334174659	-305.23721313477
-39.247854618879	-308.56350708008
-39.197375063099	-312.05880737305
-39.146895507320	-315.55410766602
-39.096415951540	-319.04937744141
-39.045936395760	-322.54467773438
-38.995456839980	-326.07412719727
-38.944977284200	-329.77203369141
-38.894497728420	-333.46994018555
-38.844018172640	-337.16784667969
-38.793538616860	-340.86578369141
-38.743059061080	-344.61032104492
-38.692579505300	-348.52191162109
-38.642099949520	-352.43377685547
-38.591620393741	-356.34567260742
-38.541140837961	-360.25753784180
-38.490661282181	-364.22979736328
-38.440181726401	-368.36770629883
-38.389702170621	-372.50561523438
-38.339222614841	-376.64352416992
-38.288743059061	-380.78143310547
-38.238263503281	-384.99493408203
-38.187783947501	-389.37161254883
-38.137304391721	-393.74798583984
-38.086824835941	-398.12466430664
-38.036345280162	-402.50134277344
-37.985865724382	-406.97030639648
-37.935386168602	-411.59924316406
-37.884906612822	-416.22817993164
-37.834427057042	-420.85711669922
-37.783947501262	-425.48605346680
-37.733467945482	-430.22561645508
-37.682988389702	-435.12112426758
-37.632508833922	-440.01663208008
-37.582029278142	-444.91213989258
-37.531549722362	-449.80728149414
-37.481070166583	-454.83358764648
-37.430590610803	-460.01074218750
-37.380111055023	-465.18789672852
-37.329631499243	-470.36505126953
-37.279151943463	-475.54220581055
-37.228672387683	-480.87225341797
-37.178192831903	-486.34701538086
-37.127713276123	-491.82177734375
-37.077233720343	-497.29650878906
-37.026754164563	-502.77127075195
-36.976274608783	-508.42266845703
-36.925795053004	-514.21197509766
-36.875315497224	-520.00128173828
-36.824835941444	-525.79058837891
-36.774356385664	-531.57989501953
-36.723876829884	-537.57269287109
-36.673397274104	-543.69439697266
-36.622917718324	-549.81604003906
-36.572438162544	-555.93774414063
-36.521958606764	-562.05944824219
-36.471479050984	-568.41345214844
-36.420999495204	-574.88635253906
-36.370519939425	-581.35876464844
-36.320040383645	-587.83172607422
-36.269560827865	-594.30462646484
-36.219081272085	-601.04132080078
-36.168601716305	-607.88543701172
-36.118122160525	-614.72949218750
-36.067642604745	-621.57360839844
-36.017163048965	-628.41766357422
-35.966683493185	-635.55993652344
-35.916203937405	-642.79632568359
-35.865724381625	-650.03271484375
-35.815244825846	-657.26855468750
-35.764765270066	-664.50488281250
-35.714285714286	-672.07678222656
-35.663806158506	-679.72766113281
-35.613326602726	-687.37847900391
-35.562847046946	-695.02935791016
-35.512367491166	-702.68023681641
-35.461887935386	-710.70733642578
-35.411408379606	-718.79638671875
-35.360928823826	-726.88543701172
-35.310449268046	-734.97448730469
-35.259969712267	-743.06286621094
-35.209490156487	-751.57232666016
-35.159010600707	-760.12432861328
-35.108531044927	-768.67639160156
-35.058051489147	-777.22839355469
-35.007571933367	-785.78045654297
-34.957092377587	-794.80096435547
-34.906612821807	-803.84234619141
-34.856133266027	-812.88372802734
-34.805653710247	-821.92517089844
-34.755174154467	-830.96997070313
-34.704694598688	-840.52862548828
-34.654215042908	-850.08660888672
-34.603735487128	-859.64532470703
-34.553255931348	-869.20404052734
-34.502776375568	-878.79327392578
-34.452296819788	-888.89874267578
-34.401817264008	-899.00421142578
-34.351337708228	-909.10968017578
-34.300858152448	-919.21508789063
-34.250378596668	-929.38134765625
-34.199899040888	-940.06475830078
-34.149419485109	-950.74816894531
-34.098939929329	-961.43078613281
-34.048460373549	-972.11413574219
-33.997980817769	-982.89190673828
-33.947501261989	-994.18634033203
-33.897021706209	-1005.4807739258
-33.846542150429	-1016.7752075195
-33.796062594649	-1028.0695800781
-33.745583038869	-1039.4956054688
-33.695103483089	-1051.4359130859
-33.644623927309	-1063.3762207031
-33.594144371530	-1075.3164062500
-33.543664815750	-1087.2567138672
-33.493185259970	-1099.3688964844
-33.442705704190	-1111.9918212891
-33.392226148410	-1124.6148681641
-33.341746592630	-1137.2377929688
-33.291267036850	-1149.8608398438
-33.240787481070	-1162.7020263672
-33.190307925290	-1176.0467529297
-33.139828369510	-1189.3916015625
-33.089348813730	-1202.7363281250
-33.038869257951	-1216.0811767578
-32.988389702171	-1229.6942138672
-32.937910146391	-1243.8010253906
-32.887430590611	-1257.9088134766
-32.836951034831	-1272.0166015625
-32.786471479051	-1286.1243896484
-32.735991923271	-1300.5555419922
-32.685512367491	-1315.4698486328
-32.635032811711	-1330.3842773438
-32.584553255931	-1345.2985839844
-32.534073700151	-1360.2128906250
-32.483594144372	-1375.5109863281
-32.433114588592	-1391.2780761719
-32.382635032812	-1407.0450439453
-32.332155477032	-1422.8107910156
-32.281675921252	-1438.5777587891
-32.231196365472	-1454.7950439453
-32.180716809692	-1471.4633789063
-32.130237253912	-1488.1318359375
-32.079757698132	-1504.8002929688
-32.029278142352	-1521.4687500000
-31.978798586572	-1538.6600341797
-31.928319030793	-1556.2806396484
-31.877839475013	-1573.9018554688
-31.827359919233	-1591.5231933594
-31.776880363453	-1609.1444091797
-31.726400807673	-1627.3681640625
-31.675921251893	-1645.9967041016
-31.625441696113	-1664.6246337891
-31.574962140333	-1683.2532958984
-31.524482584553	-1701.8818359375
-31.474003028773	-1721.1998291016
-31.423523472993	-1740.8934326172
-31.373043917214	-1760.5869140625
-31.322564361434	-1780.2797851563
-31.272084805654	-1799.9732666016
-31.221605249874	-1820.4511718750
-31.171125694094	-1841.2706298828
-31.120646138314	-1862.0900878906
-31.070166582534	-1882.9096679688
-31.019687026754	-1903.7282714844
-30.969207470974	-1925.4356689453
-30.918727915194	-1947.4454345703
-30.868248359414	-1969.4552001953
-30.817768803635	-1991.4648437500
-30.767289247855	-2013.4738769531
-30.716809692075	-2036.4841308594
-30.666330136295	-2059.7521972656
-30.615850580515	-2083.0205078125
-30.565371024735	-2106.2885742188
-30.514891468955	-2129.5566406250
-30.464411913175	-2153.9472656250
-30.413932357395	-2178.5458984375
-30.363452801615	-2203.1442871094
-30.312973245835	-2227.7429199219
-30.262493690056	-2252.3415527344
-30.212014134276	-2278.1970214844
-30.161534578496	-2304.2011718750
-30.111055022716	-2330.2060546875
-30.060575466936	-2356.2109375000
-30.010095911156	-2382.2160644531
-29.959616355376	-2409.6232910156
-29.909136799596	-2437.1142578125
-29.858657243816	-2464.6064453125
-29.808177688036	-2492.0983886719
-29.757698132256	-2519.5903320313
-29.707218576477	-2548.6425781250
-29.656739020697	-2577.7067871094
-29.606259464917	-2606.7700195313
-29.555779909137	-2635.8342285156
-29.505300353357	-2664.9675292969
-29.454820797577	-2695.6938476563
-29.404341241797	-2726.4201660156
-29.353861686017	-2757.1464843750
-29.303382130237	-2787.8715820313
-29.252902574457	-2818.7578125000
-29.202423018677	-2851.2414550781
-29.151943462898	-2883.7250976563
