#Parameters = {kz=1; eps0=8.854e-012; rho=1.9428093639147; V=1.7157284678805e-009; Q=3.3333333333333e-009; Lx=10; Ly=10; Lz=50; Rx=1.6; Ry=1.6; Rz=0.16; iy=10}
#"Z / mm"	"E-Field (Es)_Z (Z)"
#-----------------------------
-37.224000000000	-478.99520874023
-37.216000000000	-479.85827636719
-37.208000000000	-480.72137451172
-37.200000000000	-481.58444213867
-37.192000000000	-482.44754028320
-37.184000000000	-483.31103515625
-37.176000000000	-484.17413330078
-37.168000000000	-485.03720092773
-37.160000000000	-485.90029907227
-37.152000000000	-486.76336669922
-37.144000000000	-487.62646484375
-37.136000000000	-488.48956298828
-37.128000000000	-489.35305786133
-37.120000000000	-490.21612548828
-37.112000000000	-491.07922363281
-37.104000000000	-491.94232177734
-37.096000000000	-492.80538940430
-37.088000000000	-493.66848754883
-37.080000000000	-494.53155517578
-37.072000000000	-495.39505004883
-37.064000000000	-496.25814819336
-37.056000000000	-497.12121582031
-37.048000000000	-497.98431396484
-37.040000000000	-498.84741210938
-37.032000000000	-499.71047973633
-37.024000000000	-500.57397460938
-37.016000000000	-501.43707275391
-37.008000000000	-502.30014038086
-37.000000000000	-503.19689941406
-36.992000000000	-504.10958862305
-36.984000000000	-505.02224731445
-36.976000000000	-505.93490600586
-36.968000000000	-506.84802246094
-36.960000000000	-507.76068115234
-36.952000000000	-508.67333984375
-36.944000000000	-509.58602905273
-36.936000000000	-510.49868774414
-36.928000000000	-511.41134643555
-36.920000000000	-512.32446289063
-36.912000000000	-513.23712158203
-36.904000000000	-514.14978027344
-36.896000000000	-515.06243896484
-36.888000000000	-515.97509765625
-36.880000000000	-516.88781738281
-36.872000000000	-517.80047607422
-36.864000000000	-518.71356201172
-36.856000000000	-519.62622070313
-36.848000000000	-520.53887939453
-36.840000000000	-521.45153808594
-36.832000000000	-522.36425781250
-36.824000000000	-523.27691650391
-36.816000000000	-524.18957519531
-36.808000000000	-525.10266113281
-36.800000000000	-526.01531982422
-36.792000000000	-526.92797851563
-36.784000000000	-527.84069824219
-36.776000000000	-528.75335693359
-36.768000000000	-529.66601562500
-36.760000000000	-530.57910156250
-36.752000000000	-531.51495361328
-36.744000000000	-532.47998046875
-36.736000000000	-533.44506835938
-36.728000000000	-534.41009521484
-36.720000000000	-535.37518310547
-36.712000000000	-536.34027099609
-36.704000000000	-537.30578613281
-36.696000000000	-538.27081298828
-36.688000000000	-539.23590087891
-36.680000000000	-540.20098876953
-36.672000000000	-541.16601562500
-36.664000000000	-542.13110351563
-36.656000000000	-543.09661865234
-36.648000000000	-544.06164550781
-36.640000000000	-545.02673339844
-36.632000000000	-545.99182128906
-36.624000000000	-546.95684814453
-36.616000000000	-547.92193603516
-36.608000000000	-548.88696289063
-36.600000000000	-549.85253906250
-36.592000000000	-550.81756591797
-36.584000000000	-551.78265380859
-36.576000000000	-552.74768066406
-36.568000000000	-553.71276855469
-36.560000000000	-554.67785644531
-36.552000000000	-555.64337158203
-36.544000000000	-556.60839843750
-36.536000000000	-557.57348632813
-36.528000000000	-558.53851318359
-36.520000000000	-559.50360107422
-36.512000000000	-560.46868896484
-36.504000000000	-561.44506835938
-36.496000000000	-562.46600341797
-36.488000000000	-563.48645019531
-36.480000000000	-564.50683593750
-36.472000000000	-565.52728271484
-36.464000000000	-566.54772949219
-36.456000000000	-567.56811523438
-36.448000000000	-568.58856201172
-36.440000000000	-569.60949707031
-36.432000000000	-570.62988281250
-36.424000000000	-571.65032958984
-36.416000000000	-572.67077636719
-36.408000000000	-573.69116210938
-36.400000000000	-574.71160888672
-36.392000000000	-575.73254394531
-36.384000000000	-576.75292968750
-36.376000000000	-577.77337646484
-36.368000000000	-578.79382324219
-36.360000000000	-579.81420898438
-36.352000000000	-580.83465576172
-36.344000000000	-581.85510253906
-36.336000000000	-582.87597656250
-36.328000000000	-583.89642333984
-36.320000000000	-584.91687011719
-36.312000000000	-585.93725585938
-36.304000000000	-586.95770263672
-36.296000000000	-587.97814941406
-36.288000000000	-588.99902343750
-36.280000000000	-590.01947021484
-36.272000000000	-591.03985595703
-36.264000000000	-592.06030273438
-36.256000000000	-593.08074951172
-36.248000000000	-594.15783691406
-36.240000000000	-595.23675537109
-36.232000000000	-596.31622314453
-36.224000000000	-597.39514160156
-36.216000000000	-598.47406005859
-36.208000000000	-599.55303955078
-36.200000000000	-600.63195800781
-36.192000000000	-601.71087646484
-36.184000000000	-602.79034423828
-36.176000000000	-603.86926269531
-36.168000000000	-604.94824218750
-36.160000000000	-606.02716064453
-36.152000000000	-607.10607910156
-36.144000000000	-608.18505859375
-36.136000000000	-609.26397705078
-36.128000000000	-610.34344482422
-36.120000000000	-611.42236328125
-36.112000000000	-612.50128173828
-36.104000000000	-613.58026123047
-36.096000000000	-614.65917968750
-36.088000000000	-615.73809814453
-36.080000000000	-616.81707763672
-36.072000000000	-617.89648437500
-36.064000000000	-618.97546386719
-36.056000000000	-620.05438232422
-36.048000000000	-621.13330078125
-36.040000000000	-622.21228027344
-36.032000000000	-623.29119873047
-36.024000000000	-624.37066650391
-36.016000000000	-625.44958496094
-36.008000000000	-626.52856445313
-36.000000000000	-627.65270996094
-35.992000000000	-628.79345703125
-35.984000000000	-629.93426513672
-35.976000000000	-631.07501220703
-35.968000000000	-632.21636962891
-35.960000000000	-633.35717773438
-35.952000000000	-634.49792480469
-35.944000000000	-635.63873291016
-35.936000000000	-636.77947998047
-35.928000000000	-637.92028808594
-35.920000000000	-639.06158447266
-35.912000000000	-640.20239257813
-35.904000000000	-641.34320068359
-35.896000000000	-642.48394775391
-35.888000000000	-643.62475585938
-35.880000000000	-644.76550292969
-35.872000000000	-645.90631103516
-35.864000000000	-647.04766845703
-35.856000000000	-648.18841552734
-35.848000000000	-649.32922363281
-35.840000000000	-650.46997070313
-35.832000000000	-651.61077880859
-35.824000000000	-652.75158691406
-35.816000000000	-653.89233398438
-35.808000000000	-655.03369140625
-35.800000000000	-656.17443847656
-35.792000000000	-657.31524658203
-35.784000000000	-658.45605468750
-35.776000000000	-659.59680175781
-35.768000000000	-660.73760986328
-35.760000000000	-661.87890625000
-35.752000000000	-663.05200195313
-35.744000000000	-664.25817871094
-35.736000000000	-665.46429443359
-35.728000000000	-666.67041015625
-35.720000000000	-667.87652587891
-35.712000000000	-669.08270263672
-35.704000000000	-670.28936767578
-35.696000000000	-671.49554443359
-35.688000000000	-672.70166015625
-35.680000000000	-673.90777587891
-35.672000000000	-675.11389160156
-35.664000000000	-676.32006835938
-35.656000000000	-677.52673339844
-35.648000000000	-678.73291015625
-35.640000000000	-679.93902587891
-35.632000000000	-681.14514160156
-35.624000000000	-682.35125732422
-35.616000000000	-683.55743408203
-35.608000000000	-684.76354980469
-35.600000000000	-685.97027587891
-35.592000000000	-687.17639160156
-35.584000000000	-688.38250732422
-35.576000000000	-689.58862304688
-35.568000000000	-690.79479980469
-35.560000000000	-692.00091552734
-35.552000000000	-693.20764160156
-35.544000000000	-694.41375732422
-35.536000000000	-695.61987304688
-35.528000000000	-696.82604980469
-35.520000000000	-698.03216552734
-35.512000000000	-699.23828125000
-35.504000000000	-700.46215820313
-35.496000000000	-701.73797607422
-35.488000000000	-703.01318359375
-35.480000000000	-704.28839111328
-35.472000000000	-705.56359863281
-35.464000000000	-706.83880615234
-35.456000000000	-708.11395263672
-35.448000000000	-709.38916015625
-35.440000000000	-710.66497802734
-35.432000000000	-711.94018554688
-35.424000000000	-713.21539306641
-35.416000000000	-714.49060058594
-35.408000000000	-715.76580810547
-35.400000000000	-717.04101562500
-35.392000000000	-718.31677246094
-35.384000000000	-719.59197998047
-35.376000000000	-720.86718750000
-35.368000000000	-722.14239501953
-35.360000000000	-723.41760253906
-35.352000000000	-724.69281005859
-35.344000000000	-725.96801757813
-35.336000000000	-727.24383544922
-35.328000000000	-728.51904296875
-35.320000000000	-729.79418945313
-35.312000000000	-731.06939697266
-35.304000000000	-732.34460449219
-35.296000000000	-733.61981201172
-35.288000000000	-734.89562988281
-35.280000000000	-736.17083740234
-35.272000000000	-737.44604492188
-35.264000000000	-738.72125244141
-35.256000000000	-739.99786376953
-35.248000000000	-741.34606933594
-35.240000000000	-742.69427490234
-35.232000000000	-744.04315185547
-35.224000000000	-745.39135742188
-35.216000000000	-746.73956298828
-35.208000000000	-748.08776855469
-35.200000000000	-749.43597412109
-35.192000000000	-750.78417968750
-35.184000000000	-752.13299560547
-35.176000000000	-753.48120117188
-35.168000000000	-754.82940673828
-35.160000000000	-756.17761230469
-35.152000000000	-757.52581787109
-35.144000000000	-758.87402343750
-35.136000000000	-760.22222900391
-35.128000000000	-761.57110595703
-35.120000000000	-762.91931152344
-35.112000000000	-764.26751708984
-35.104000000000	-765.61572265625
-35.096000000000	-766.96392822266
-35.088000000000	-768.31213378906
-35.080000000000	-769.66033935547
-35.072000000000	-771.00915527344
-35.064000000000	-772.35736083984
-35.056000000000	-773.70556640625
-35.048000000000	-775.05377197266
-35.040000000000	-776.40197753906
-35.032000000000	-777.75018310547
-35.024000000000	-779.09906005859
-35.016000000000	-780.44726562500
-35.008000000000	-781.79547119141
-35.000000000000	-783.20410156250
-34.992000000000	-784.62945556641
-34.984000000000	-786.05480957031
-34.976000000000	-787.48022460938
-34.968000000000	-788.90625000000
-34.960000000000	-790.33160400391
-34.952000000000	-791.75695800781
-34.944000000000	-793.18231201172
-34.936000000000	-794.60766601563
-34.928000000000	-796.03308105469
-34.920000000000	-797.45910644531
-34.912000000000	-798.88446044922
-34.904000000000	-800.30981445313
-34.896000000000	-801.73516845703
-34.888000000000	-803.16052246094
-34.880000000000	-804.58593750000
-34.872000000000	-806.01129150391
-34.864000000000	-807.43731689453
-34.856000000000	-808.86267089844
-34.848000000000	-810.28802490234
-34.840000000000	-811.71337890625
-34.832000000000	-813.13879394531
-34.824000000000	-814.56414794922
-34.816000000000	-815.98950195313
-34.808000000000	-817.41552734375
-34.800000000000	-818.84088134766
-34.792000000000	-820.26629638672
-34.784000000000	-821.69165039063
-34.776000000000	-823.11700439453
-34.768000000000	-824.54235839844
-34.760000000000	-825.96838378906
-34.752000000000	-827.43835449219
-34.744000000000	-828.94525146484
-34.736000000000	-830.45214843750
-34.728000000000	-831.95904541016
-34.720000000000	-833.46600341797
-34.712000000000	-834.97290039063
-34.704000000000	-836.48052978516
-34.696000000000	-837.98742675781
-34.688000000000	-839.49438476563
-34.680000000000	-841.00128173828
-34.672000000000	-842.50817871094
-34.664000000000	-844.01507568359
-34.656000000000	-845.52270507813
-34.648000000000	-847.02966308594
-34.640000000000	-848.53656005859
-34.632000000000	-850.04345703125
-34.624000000000	-851.55035400391
-34.616000000000	-853.05731201172
-34.608000000000	-854.56420898438
-34.600000000000	-856.07183837891
-34.592000000000	-857.57873535156
-34.584000000000	-859.08569335938
-34.576000000000	-860.59259033203
-34.568000000000	-862.09948730469
-34.560000000000	-863.60638427734
-34.552000000000	-865.11401367188
-34.544000000000	-866.62097167969
-34.536000000000	-868.12786865234
-34.528000000000	-869.63476562500
-34.520000000000	-871.14172363281
-34.512000000000	-872.64862060547
-34.504000000000	-874.18218994141
-34.496000000000	-875.77606201172
-34.488000000000	-877.36914062500
-34.480000000000	-878.96228027344
-34.472000000000	-880.55535888672
-34.464000000000	-882.14843750000
-34.456000000000	-883.74157714844
-34.448000000000	-885.33465576172
-34.440000000000	-886.92852783203
-34.432000000000	-888.52160644531
-34.424000000000	-890.11468505859
-34.416000000000	-891.70782470703
-34.408000000000	-893.30090332031
-34.400000000000	-894.89398193359
-34.392000000000	-896.48785400391
-34.384000000000	-898.08099365234
-34.376000000000	-899.67407226563
-34.368000000000	-901.26715087891
-34.360000000000	-902.86029052734
-34.352000000000	-904.45336914063
-34.344000000000	-906.04644775391
-34.336000000000	-907.64031982422
-34.328000000000	-909.23339843750
-34.320000000000	-910.82653808594
-34.312000000000	-912.41961669922
-34.304000000000	-914.01269531250
-34.296000000000	-915.60583496094
-34.288000000000	-917.19970703125
-34.280000000000	-918.79278564453
-34.272000000000	-920.38586425781
-34.264000000000	-921.97900390625
-34.256000000000	-923.57867431641
-34.248000000000	-925.26287841797
-34.240000000000	-926.94708251953
-34.232000000000	-928.63214111328
-34.224000000000	-930.31634521484
-34.216000000000	-932.00054931641
-34.208000000000	-933.68475341797
-34.200000000000	-935.36895751953
-34.192000000000	-937.05316162109
-34.184000000000	-938.73815917969
-34.176000000000	-940.42242431641
-34.168000000000	-942.10662841797
-34.160000000000	-943.79083251953
-34.152000000000	-945.47503662109
-34.144000000000	-947.15924072266
-34.136000000000	-948.84344482422
-34.128000000000	-950.52844238281
-34.120000000000	-952.21264648438
-34.112000000000	-953.89685058594
-34.104000000000	-955.58111572266
-34.096000000000	-957.26531982422
-34.088000000000	-958.94952392578
-34.080000000000	-960.63372802734
-34.072000000000	-962.31872558594
-34.064000000000	-964.00292968750
-34.056000000000	-965.68713378906
-34.048000000000	-967.37133789063
-34.040000000000	-969.05560302734
-34.032000000000	-970.73980712891
-34.024000000000	-972.42480468750
-34.016000000000	-974.10900878906
-34.008000000000	-975.79321289063
-34.000000000000	-977.55792236328
-33.992000000000	-979.33843994141
-33.984000000000	-981.11895751953
-33.976000000000	-982.89947509766
-33.968000000000	-984.68084716797
-33.960000000000	-986.46136474609
-33.952000000000	-988.24188232422
-33.944000000000	-990.02246093750
-33.936000000000	-991.80297851563
-33.928000000000	-993.58349609375
-33.920000000000	-995.36486816406
-33.912000000000	-997.14538574219
-33.904000000000	-998.92590332031
-33.896000000000	-1000.7064208984
-33.888000000000	-1002.4869995117
-33.880000000000	-1004.2675170898
-33.872000000000	-1006.0480346680
-33.864000000000	-1007.8294067383
-33.856000000000	-1009.6099243164
-33.848000000000	-1011.3904418945
-33.840000000000	-1013.1709594727
-33.832000000000	-1014.9514770508
-33.824000000000	-1016.7320556641
-33.816000000000	-1018.5125732422
-33.808000000000	-1020.2939453125
-33.800000000000	-1022.0744628906
-33.792000000000	-1023.8549804688
-33.784000000000	-1025.6354980469
-33.776000000000	-1027.4160156250
-33.768000000000	-1029.1965332031
-33.760000000000	-1030.9779052734
-33.752000000000	-1032.8194580078
-33.744000000000	-1034.7017822266
-33.736000000000	-1036.5841064453
-33.728000000000	-1038.4664306641
-33.720000000000	-1040.3487548828
-33.712000000000	-1042.2310791016
-33.704000000000	-1044.1142578125
-33.696000000000	-1045.9965820313
-33.688000000000	-1047.8789062500
-33.680000000000	-1049.7612304688
-33.672000000000	-1051.6435546875
-33.664000000000	-1053.5258789063
-33.656000000000	-1055.4091796875
-33.648000000000	-1057.2915039063
-33.640000000000	-1059.1738281250
-33.632000000000	-1061.0561523438
-33.624000000000	-1062.9384765625
-33.616000000000	-1064.8208007813
-33.608000000000	-1066.7031250000
-33.600000000000	-1068.5863037109
-33.592000000000	-1070.4686279297
-33.584000000000	-1072.3509521484
-33.576000000000	-1074.2332763672
-33.568000000000	-1076.1156005859
-33.560000000000	-1077.9979248047
-33.552000000000	-1079.8812255859
-33.544000000000	-1081.7635498047
-33.536000000000	-1083.6458740234
-33.528000000000	-1085.5281982422
-33.520000000000	-1087.4105224609
-33.512000000000	-1089.2928466797
-33.504000000000	-1091.2141113281
-33.496000000000	-1093.2049560547
-33.488000000000	-1095.1949462891
-33.480000000000	-1097.1848144531
-33.472000000000	-1099.1748046875
-33.464000000000	-1101.1646728516
-33.456000000000	-1103.1546630859
-33.448000000000	-1105.1446533203
-33.440000000000	-1107.1354980469
-33.432000000000	-1109.1254882813
-33.424000000000	-1111.1153564453
-33.416000000000	-1113.1053466797
-33.408000000000	-1115.0953369141
-33.400000000000	-1117.0852050781
-33.392000000000	-1119.0761718750
-33.384000000000	-1121.0660400391
-33.376000000000	-1123.0560302734
-33.368000000000	-1125.0460205078
-33.360000000000	-1127.0358886719
-33.352000000000	-1129.0258789063
-33.344000000000	-1131.0157470703
-33.336000000000	-1133.0067138672
-33.328000000000	-1134.9965820313
-33.320000000000	-1136.9865722656
-33.312000000000	-1138.9765625000
-33.304000000000	-1140.9664306641
-33.296000000000	-1142.9564208984
-33.288000000000	-1144.9472656250
-33.280000000000	-1146.9372558594
-33.272000000000	-1148.9272460938
-33.264000000000	-1150.9171142578
-33.256000000000	-1152.9212646484
-33.248000000000	-1155.0250244141
-33.240000000000	-1157.1286621094
-33.232000000000	-1159.2333984375
-33.224000000000	-1161.3371582031
-33.216000000000	-1163.4407958984
-33.208000000000	-1165.5445556641
-33.200000000000	-1167.6481933594
-33.192000000000	-1169.7519531250
-33.184000000000	-1171.8566894531
-33.176000000000	-1173.9603271484
-33.168000000000	-1176.0640869141
-33.160000000000	-1178.1678466797
-33.152000000000	-1180.2714843750
-33.144000000000	-1182.3752441406
-33.136000000000	-1184.4788818359
-33.128000000000	-1186.5836181641
-33.120000000000	-1188.6873779297
-33.112000000000	-1190.7910156250
-33.104000000000	-1192.8947753906
-33.096000000000	-1194.9985351563
-33.088000000000	-1197.1021728516
-33.080000000000	-1199.2059326172
-33.072000000000	-1201.3106689453
-33.064000000000	-1203.4143066406
-33.056000000000	-1205.5180664063
-33.048000000000	-1207.6218261719
-33.040000000000	-1209.7254638672
-33.032000000000	-1211.8292236328
-33.024000000000	-1213.9338378906
-33.016000000000	-1216.0375976563
-33.008000000000	-1218.1413574219
-33.000000000000	-1220.3518066406
-32.992000000000	-1222.5758056641
-32.984000000000	-1224.7998046875
-32.976000000000	-1227.0238037109
-32.968000000000	-1229.2487792969
-32.960000000000	-1231.4727783203
-32.952000000000	-1233.6967773438
-32.944000000000	-1235.9207763672
-32.936000000000	-1238.1447753906
-32.928000000000	-1240.3687744141
-32.920000000000	-1242.5937500000
-32.912000000000	-1244.8177490234
-32.904000000000	-1247.0417480469
-32.896000000000	-1249.2657470703
-32.888000000000	-1251.4897460938
-32.880000000000	-1253.7136230469
-32.872000000000	-1255.9376220703
-32.864000000000	-1258.1627197266
-32.856000000000	-1260.3867187500
-32.848000000000	-1262.6107177734
-32.840000000000	-1264.8345947266
-32.832000000000	-1267.0585937500
-32.824000000000	-1269.2825927734
-32.816000000000	-1271.5065917969
-32.808000000000	-1273.7316894531
-32.800000000000	-1275.9555664063
-32.792000000000	-1278.1795654297
-32.784000000000	-1280.4035644531
-32.776000000000	-1282.6275634766
-32.768000000000	-1284.8515625000
-32.760000000000	-1287.0765380859
-32.752000000000	-1289.3833007813
-32.744000000000	-1291.7344970703
-32.736000000000	-1294.0855712891
-32.728000000000	-1296.4366455078
-32.720000000000	-1298.7878417969
-32.712000000000	-1301.1389160156
-32.704000000000	-1303.4912109375
-32.696000000000	-1305.8422851563
-32.688000000000	-1308.1933593750
-32.680000000000	-1310.5445556641
-32.672000000000	-1312.8956298828
-32.664000000000	-1315.2467041016
-32.656000000000	-1317.5989990234
-32.648000000000	-1319.9500732422
-32.640000000000	-1322.3012695313
-32.632000000000	-1324.6523437500
-32.624000000000	-1327.0034179688
-32.616000000000	-1329.3546142578
-32.608000000000	-1331.7056884766
-32.600000000000	-1334.0579833984
-32.592000000000	-1336.4090576172
-32.584000000000	-1338.7601318359
-32.576000000000	-1341.1113281250
-32.568000000000	-1343.4624023438
-32.560000000000	-1345.8135986328
-32.552000000000	-1348.1657714844
-32.544000000000	-1350.5168457031
-32.536000000000	-1352.8680419922
-32.528000000000	-1355.2191162109
-32.520000000000	-1357.5703125000
-32.512000000000	-1359.9213867188
-32.504000000000	-1362.3281250000
-32.496000000000	-1364.8148193359
-32.488000000000	-1367.3002929688
-32.480000000000	-1369.7858886719
-32.472000000000	-1372.2713623047
-32.464000000000	-1374.7568359375
-32.456000000000	-1377.2424316406
-32.448000000000	-1379.7279052734
-32.440000000000	-1382.2145996094
-32.432000000000	-1384.7000732422
-32.424000000000	-1387.1856689453
-32.416000000000	-1389.6711425781
-32.408000000000	-1392.1566162109
-32.400000000000	-1394.6422119141
-32.392000000000	-1397.1289062500
-32.384000000000	-1399.6143798828
-32.376000000000	-1402.0998535156
-32.368000000000	-1404.5854492188
-32.360000000000	-1407.0709228516
-32.352000000000	-1409.5563964844
-32.344000000000	-1412.0418701172
-32.336000000000	-1414.5285644531
-32.328000000000	-1417.0141601563
-32.320000000000	-1419.4996337891
-32.312000000000	-1421.9851074219
-32.304000000000	-1424.4707031250
-32.296000000000	-1426.9561767578
-32.288000000000	-1429.4428710938
-32.280000000000	-1431.9283447266
-32.272000000000	-1434.4139404297
-32.264000000000	-1436.8994140625
-32.256000000000	-1439.4100341797
-32.248000000000	-1442.0377197266
-32.240000000000	-1444.6652832031
-32.232000000000	-1447.2940673828
-32.224000000000	-1449.9217529297
-32.216000000000	-1452.5493164063
-32.208000000000	-1455.1768798828
-32.200000000000	-1457.8045654297
-32.192000000000	-1460.4321289063
-32.184000000000	-1463.0610351563
-32.176000000000	-1465.6885986328
-32.168000000000	-1468.3161621094
-32.160000000000	-1470.9438476563
-32.152000000000	-1473.5714111328
-32.144000000000	-1476.1989746094
-32.136000000000	-1478.8266601563
-32.128000000000	-1481.4554443359
-32.120000000000	-1484.0831298828
-32.112000000000	-1486.7106933594
-32.104000000000	-1489.3382568359
-32.096000000000	-1491.9659423828
-32.088000000000	-1494.5935058594
-32.080000000000	-1497.2210693359
-32.072000000000	-1499.8499755859
-32.064000000000	-1502.4775390625
-32.056000000000	-1505.1051025391
-32.048000000000	-1507.7327880859
-32.040000000000	-1510.3603515625
-32.032000000000	-1512.9879150391
-32.024000000000	-1515.6168212891
-32.016000000000	-1518.2443847656
-32.008000000000	-1520.8720703125
-32.000000000000	-1523.6408691406
-31.992000000000	-1526.4185791016
-31.984000000000	-1529.1971435547
-31.976000000000	-1531.9749755859
-31.968000000000	-1534.7526855469
-31.960000000000	-1537.5312500000
-31.952000000000	-1540.3090820313
-31.944000000000	-1543.0867919922
-31.936000000000	-1545.8646240234
-31.928000000000	-1548.6430664063
-31.920000000000	-1551.4208984375
-31.912000000000	-1554.1987304688
-31.904000000000	-1556.9771728516
-31.896000000000	-1559.7550048828
-31.888000000000	-1562.5328369141
-31.880000000000	-1565.3112792969
-31.872000000000	-1568.0891113281
-31.864000000000	-1570.8669433594
-31.856000000000	-1573.6447753906
-31.848000000000	-1576.4232177734
-31.840000000000	-1579.2010498047
-31.832000000000	-1581.9788818359
-31.824000000000	-1584.7573242188
-31.816000000000	-1587.5351562500
-31.808000000000	-1590.3129882813
-31.800000000000	-1593.0914306641
-31.792000000000	-1595.8692626953
-31.784000000000	-1598.6470947266
-31.776000000000	-1601.4255371094
-31.768000000000	-1604.2033691406
-31.760000000000	-1606.9812011719
-31.752000000000	-1609.8706054688
-31.744000000000	-1612.8079833984
-31.736000000000	-1615.7445068359
-31.728000000000	-1618.6811523438
-31.720000000000	-1621.6185302734
-31.712000000000	-1624.5550537109
-31.704000000000	-1627.4916992188
-31.696000000000	-1630.4289550781
-31.688000000000	-1633.3656005859
-31.680000000000	-1636.3022460938
-31.672000000000	-1639.2387695313
-31.664000000000	-1642.1761474609
-31.656000000000	-1645.1127929688
-31.648000000000	-1648.0493164063
-31.640000000000	-1650.9866943359
-31.632000000000	-1653.9232177734
-31.624000000000	-1656.8598632813
-31.616000000000	-1659.7971191406
-31.608000000000	-1662.7337646484
-31.600000000000	-1665.6704101563
-31.592000000000	-1668.6076660156
-31.584000000000	-1671.5443115234
-31.576000000000	-1674.4809570313
-31.568000000000	-1677.4174804688
-31.560000000000	-1680.3548583984
-31.552000000000	-1683.2913818359
-31.544000000000	-1686.2280273438
-31.536000000000	-1689.1652832031
-31.528000000000	-1692.1019287109
-31.520000000000	-1695.0385742188
-31.512000000000	-1697.9758300781
-31.504000000000	-1700.9907226563
-31.496000000000	-1704.0952148438
-31.488000000000	-1707.1997070313
-31.480000000000	-1710.3048095703
-31.472000000000	-1713.4093017578
-31.464000000000	-1716.5137939453
-31.456000000000	-1719.6190185547
-31.448000000000	-1722.7235107422
-31.440000000000	-1725.8280029297
-31.432000000000	-1728.9332275391
-31.424000000000	-1732.0375976563
-31.416000000000	-1735.1420898438
-31.408000000000	-1738.2465820313
-31.400000000000	-1741.3518066406
-31.392000000000	-1744.4562988281
-31.384000000000	-1747.5607910156
-31.376000000000	-1750.6660156250
-31.368000000000	-1753.7703857422
-31.360000000000	-1756.8748779297
-31.352000000000	-1759.9801025391
-31.344000000000	-1763.0845947266
-31.336000000000	-1766.1890869141
-31.328000000000	-1769.2943115234
-31.320000000000	-1772.3988037109
-31.312000000000	-1775.5031738281
-31.304000000000	-1778.6076660156
-31.296000000000	-1781.7128906250
-31.288000000000	-1784.8173828125
-31.280000000000	-1787.9218750000
-31.272000000000	-1791.0270996094
-31.264000000000	-1794.1315917969
-31.256000000000	-1797.2767333984
-31.248000000000	-1800.5594482422
-31.240000000000	-1803.8413085938
-31.232000000000	-1807.1232910156
-31.224000000000	-1810.4052734375
-31.216000000000	-1813.6879882813
-31.208000000000	-1816.9698486328
-31.200000000000	-1820.2518310547
-31.192000000000	-1823.5345458984
-31.184000000000	-1826.8165283203
-31.176000000000	-1830.0985107422
-31.168000000000	-1833.3812255859
-31.160000000000	-1836.6630859375
-31.152000000000	-1839.9450683594
-31.144000000000	-1843.2277832031
-31.136000000000	-1846.5097656250
-31.128000000000	-1849.7917480469
-31.120000000000	-1853.0736083984
-31.112000000000	-1856.3563232422
-31.104000000000	-1859.6383056641
-31.096000000000	-1862.9202880859
-31.088000000000	-1866.2030029297
-31.080000000000	-1869.4848632813
-31.072000000000	-1872.7668457031
-31.064000000000	-1876.0495605469
-31.056000000000	-1879.3315429688
-31.048000000000	-1882.6135253906
-31.040000000000	-1885.8953857422
-31.032000000000	-1889.1781005859
-31.024000000000	-1892.4600830078
-31.016000000000	-1895.7420654297
-31.008000000000	-1899.0247802734
-31.000000000000	-1902.4929199219
-30.992000000000	-1905.9624023438
-30.984000000000	-1909.4328613281
-30.976000000000	-1912.9023437500
-30.968000000000	-1916.3719482422
-30.960000000000	-1919.8422851563
-30.952000000000	-1923.3117675781
-30.944000000000	-1926.7813720703
-30.936000000000	-1930.2509765625
-30.928000000000	-1933.7213134766
-30.920000000000	-1937.1907958984
-30.912000000000	-1940.6604003906
-30.904000000000	-1944.1307373047
-30.896000000000	-1947.6003417969
-30.888000000000	-1951.0698242188
-30.880000000000	-1954.5402832031
-30.872000000000	-1958.0097656250
-30.864000000000	-1961.4793701172
-30.856000000000	-1964.9488525391
-30.848000000000	-1968.4193115234
-30.840000000000	-1971.8887939453
-30.832000000000	-1975.3583984375
-30.824000000000	-1978.8287353516
-30.816000000000	-1982.2983398438
-30.808000000000	-1985.7678222656
-30.800000000000	-1989.2381591797
-30.792000000000	-1992.7077636719
-30.784000000000	-1996.1772460938
-30.776000000000	-1999.6477050781
-30.768000000000	-2003.1171875000
-30.760000000000	-2006.5867919922
-30.752000000000	-2010.2061767578
-30.744000000000	-2013.8748779297
-30.736000000000	-2017.5427246094
-30.728000000000	-2021.2106933594
-30.720000000000	-2024.8793945313
-30.712000000000	-2028.5473632813
-30.704000000000	-2032.2152099609
-30.696000000000	-2035.8839111328
-30.688000000000	-2039.5518798828
-30.680000000000	-2043.2197265625
-30.672000000000	-2046.8875732422
-30.664000000000	-2050.5563964844
-30.656000000000	-2054.2243652344
-30.648000000000	-2057.8920898438
-30.640000000000	-2061.5610351563
-30.632000000000	-2065.2287597656
-30.624000000000	-2068.8967285156
-30.616000000000	-2072.5654296875
-30.608000000000	-2076.2333984375
-30.600000000000	-2079.9011230469
-30.592000000000	-2083.5700683594
-30.584000000000	-2087.2377929688
-30.576000000000	-2090.9057617188
-30.568000000000	-2094.5737304688
-30.560000000000	-2098.2424316406
-30.552000000000	-2101.9104003906
-30.544000000000	-2105.5781250000
-30.536000000000	-2109.2468261719
-30.528000000000	-2112.9147949219
-30.520000000000	-2116.5827636719
