#Parameters = {kz=1; eps0=8.854e-012; rho=1.9428093639147; V=1.7157284678805e-009; Q=3.3333333333333e-009; Lx=10; Ly=10; Lz=50; Rx=1.6; Ry=1.6; Rz=0.16; iy=10}
#"Y / mm"	"E-Field (Es)_Y (Y)"
#-----------------------------
3.6960000000000	2373008.5000000
3.7040000000000	2362602.2500000
3.7120000000000	2352196.0000000
3.7200000000000	2341789.2500000
3.7280000000000	2331383.0000000
3.7360000000000	2320976.2500000
3.7440000000000	2310570.0000000
3.7520000000000	2300163.2500000
3.7600000000000	2289757.0000000
3.7680000000000	2279350.5000000
3.7760000000000	2268944.0000000
3.7840000000000	2258537.5000000
3.7920000000000	2248130.7500000
3.8000000000000	2237724.5000000
3.8080000000000	2227318.0000000
3.8160000000000	2216911.5000000
3.8240000000000	2206505.2500000
3.8320000000000	2196098.5000000
3.8400000000000	2185692.2500000
3.8480000000000	2175285.5000000
3.8560000000000	2164879.2500000
3.8640000000000	2155432.7500000
3.8720000000000	2147003.7500000
3.8800000000000	2138574.5000000
3.8880000000000	2130145.5000000
3.8960000000000	2121716.5000000
3.9040000000000	2113287.2500000
3.9120000000000	2104858.2500000
3.9200000000000	2096428.8750000
3.9280000000000	2087999.8750000
3.9360000000000	2079570.6250000
3.9440000000000	2071141.6250000
3.9520000000000	2062712.6250000
3.9600000000000	2054283.2500000
3.9680000000000	2045854.2500000
3.9760000000000	2037425.0000000
3.9840000000000	2028996.0000000
3.9920000000000	2020566.7500000
4.0000000000000	2012137.7500000
4.0080000000000	2003708.6250000
4.0160000000000	1995279.6250000
4.0240000000000	1986850.1250000
4.0320000000000	1978421.1250000
4.0400000000000	1969992.1250000
4.0480000000000	1961563.0000000
4.0560000000000	1953133.5000000
4.0640000000000	1944704.5000000
4.0720000000000	1936275.5000000
4.0800000000000	1927846.5000000
4.0880000000000	1919417.5000000
4.0960000000000	1910988.0000000
4.1040000000000	1902558.8750000
4.1120000000000	1895312.7500000
4.1200000000000	1888388.2500000
4.1280000000000	1881463.7500000
4.1360000000000	1874538.8750000
4.1440000000000	1867614.3750000
4.1520000000000	1860689.8750000
4.1600000000000	1853765.3750000
4.1680000000000	1846840.5000000
4.1760000000000	1839916.0000000
4.1840000000000	1832991.5000000
4.1920000000000	1826067.0000000
4.2000000000000	1819142.6250000
4.2080000000000	1812217.6250000
4.2160000000000	1805293.2500000
4.2240000000000	1798368.7500000
4.2320000000000	1791444.2500000
4.2400000000000	1784519.7500000
4.2480000000000	1777594.8750000
4.2560000000000	1770670.3750000
4.2640000000000	1763745.8750000
4.2720000000000	1756821.3750000
4.2800000000000	1749896.5000000
4.2880000000000	1742972.0000000
4.2960000000000	1736047.5000000
4.3040000000000	1729123.0000000
4.3120000000000	1722198.5000000
4.3200000000000	1715273.6250000
4.3280000000000	1708349.1250000
4.3360000000000	1701424.6250000
4.3440000000000	1694500.1250000
4.3520000000000	1687676.6250000
4.3600000000000	1681920.0000000
4.3680000000000	1676163.3750000
4.3760000000000	1670406.7500000
4.3840000000000	1664650.0000000
4.3920000000000	1658893.0000000
4.4000000000000	1653136.3750000
4.4080000000000	1647379.7500000
4.4160000000000	1641623.0000000
4.4240000000000	1635866.3750000
4.4320000000000	1630109.3750000
4.4400000000000	1624352.6250000
4.4480000000000	1618596.0000000
4.4560000000000	1612839.3750000
4.4640000000000	1607082.3750000
4.4720000000000	1601325.6250000
4.4800000000000	1595569.0000000
4.4880000000000	1589812.3750000
4.4960000000000	1584055.7500000
4.5040000000000	1578298.6250000
4.5120000000000	1572542.0000000
4.5200000000000	1566785.3750000
4.5280000000000	1561028.6250000
4.5360000000000	1555272.0000000
4.5440000000000	1549515.0000000
4.5520000000000	1543758.3750000
4.5600000000000	1538001.6250000
4.5680000000000	1532245.0000000
4.5760000000000	1526488.0000000
4.5840000000000	1520731.3750000
4.5920000000000	1514974.6250000
4.6000000000000	1509575.2500000
4.6080000000000	1504740.7500000
4.6160000000000	1499906.0000000
4.6240000000000	1495071.5000000
4.6320000000000	1490237.0000000
4.6400000000000	1485402.5000000
4.6480000000000	1480568.0000000
4.6560000000000	1475733.2500000
4.6640000000000	1470898.7500000
4.6720000000000	1466064.2500000
4.6800000000000	1461229.7500000
4.6880000000000	1456395.0000000
4.6960000000000	1451560.5000000
4.7040000000000	1446726.0000000
4.7120000000000	1441891.5000000
4.7200000000000	1437057.0000000
4.7280000000000	1432222.1250000
4.7360000000000	1427387.7500000
4.7440000000000	1422553.2500000
4.7520000000000	1417718.7500000
4.7600000000000	1412883.8750000
4.7680000000000	1408049.3750000
4.7760000000000	1403214.8750000
4.7840000000000	1398380.5000000
4.7920000000000	1393546.0000000
4.8000000000000	1388711.1250000
4.8080000000000	1383876.6250000
4.8160000000000	1379042.1250000
4.8240000000000	1374207.6250000
4.8320000000000	1369373.2500000
4.8400000000000	1364538.3750000
4.8480000000000	1360212.5000000
4.8560000000000	1356117.2500000
4.8640000000000	1352022.0000000
4.8720000000000	1347926.5000000
4.8800000000000	1343831.2500000
4.8880000000000	1339736.0000000
4.8960000000000	1335640.6250000
4.9040000000000	1331545.3750000
4.9120000000000	1327449.8750000
4.9200000000000	1323354.6250000
4.9280000000000	1319259.3750000
4.9360000000000	1315164.1250000
4.9440000000000	1311068.8750000
4.9520000000000	1306973.3750000
4.9600000000000	1302878.1250000
4.9680000000000	1298782.8750000
4.9760000000000	1294687.6250000
4.9840000000000	1290592.1250000
4.9920000000000	1286496.8750000
5.0000000000000	1282401.6250000
5.0080000000000	1278306.3750000
5.0160000000000	1274211.0000000
5.0240000000000	1270115.5000000
5.0320000000000	1266020.2500000
5.0400000000000	1261925.0000000
5.0480000000000	1257829.7500000
5.0560000000000	1253734.2500000
5.0640000000000	1249639.0000000
5.0720000000000	1245543.7500000
5.0800000000000	1241448.5000000
5.0880000000000	1237353.2500000
5.0960000000000	1233851.5000000
5.1040000000000	1230356.7500000
5.1120000000000	1226862.1250000
5.1200000000000	1223367.5000000
5.1280000000000	1219872.7500000
5.1360000000000	1216377.8750000
5.1440000000000	1212883.2500000
5.1520000000000	1209388.6250000
5.1600000000000	1205893.8750000
5.1680000000000	1202399.0000000
5.1760000000000	1198904.3750000
5.1840000000000	1195409.7500000
5.1920000000000	1191915.0000000
5.2000000000000	1188420.3750000
5.2080000000000	1184925.5000000
5.2160000000000	1181430.8750000
5.2240000000000	1177936.1250000
5.2320000000000	1174441.5000000
5.2400000000000	1170946.8750000
5.2480000000000	1167452.0000000
5.2560000000000	1163957.2500000
5.2640000000000	1160462.6250000
5.2720000000000	1156968.0000000
5.2800000000000	1153473.1250000
5.2880000000000	1149978.5000000
5.2960000000000	1146483.7500000
5.3040000000000	1142989.1250000
5.3120000000000	1139494.5000000
5.3200000000000	1135999.6250000
5.3280000000000	1132504.8750000
5.3360000000000	1129153.0000000
5.3440000000000	1126152.2500000
5.3520000000000	1123151.3750000
5.3600000000000	1120150.6250000
5.3680000000000	1117149.8750000
5.3760000000000	1114149.1250000
5.3840000000000	1111148.3750000
5.3920000000000	1108147.3750000
5.4000000000000	1105146.6250000
5.4080000000000	1102145.8750000
5.4160000000000	1099145.1250000
5.4240000000000	1096144.3750000
5.4320000000000	1093143.5000000
5.4400000000000	1090142.7500000
5.4480000000000	1087142.0000000
5.4560000000000	1084141.2500000
5.4640000000000	1081140.2500000
5.4720000000000	1078139.5000000
5.4800000000000	1075138.7500000
5.4880000000000	1072138.1250000
5.4960000000000	1069137.2500000
5.5040000000000	1066136.3750000
5.5120000000000	1063135.6250000
5.5200000000000	1060134.8750000
5.5280000000000	1057134.1250000
5.5360000000000	1054133.3750000
5.5440000000000	1051132.5000000
5.5520000000000	1048131.6875000
5.5600000000000	1045130.9375000
5.5680000000000	1042130.1875000
5.5760000000000	1039129.2500000
5.5840000000000	1036370.6875000
5.5920000000000	1033780.6250000
5.6000000000000	1031190.6250000
5.6080000000000	1028600.5625000
5.6160000000000	1026010.3125000
5.6240000000000	1023420.2500000
5.6320000000000	1020830.2500000
5.6400000000000	1018240.1875000
5.6480000000000	1015650.1250000
5.6560000000000	1013059.8750000
5.6640000000000	1010469.8750000
5.6720000000000	1007879.8125000
5.6800000000000	1005289.7500000
5.6880000000000	1002699.5000000
5.6960000000000	1000109.5000000
5.7040000000000	997519.43750000
5.7120000000000	994929.37500000
5.7200000000000	992339.31250000
5.7280000000000	989749.12500000
5.7360000000000	987159.06250000
5.7440000000000	984569.00000000
5.7520000000000	981978.93750000
5.7600000000000	979388.68750000
5.7680000000000	976798.68750000
5.7760000000000	974208.62500000
5.7840000000000	971618.56250000
5.7920000000000	969028.50000000
5.8000000000000	966438.31250000
5.8080000000000	963848.25000000
5.8160000000000	961258.18750000
5.8240000000000	958668.12500000
5.8320000000000	956385.18750000
5.8400000000000	954140.06250000
5.8480000000000	951895.00000000
5.8560000000000	949650.00000000
5.8640000000000	947404.93750000
5.8720000000000	945159.81250000
5.8800000000000	942914.75000000
5.8880000000000	940669.75000000
5.8960000000000	938424.68750000
5.9040000000000	936179.68750000
5.9120000000000	933934.50000000
5.9200000000000	931689.43750000
5.9280000000000	929444.43750000
5.9360000000000	927199.37500000
5.9440000000000	924954.37500000
5.9520000000000	922709.18750000
5.9600000000000	920464.18750000
5.9680000000000	918219.12500000
5.9760000000000	915974.12500000
5.9840000000000	913728.93750000
5.9920000000000	911483.93750000
6.0000000000000	909238.87500000
6.0080000000000	906993.87500000
6.0160000000000	904748.81250000
6.0240000000000	902503.68750000
6.0320000000000	900258.62500000
6.0400000000000	898013.62500000
6.0480000000000	895768.56250000
6.0560000000000	893523.37500000
6.0640000000000	891278.37500000
6.0720000000000	889089.18750000
6.0800000000000	887136.81250000
6.0880000000000	885184.43750000
6.0960000000000	883232.00000000
6.1040000000000	881279.62500000
6.1120000000000	879327.25000000
6.1200000000000	877374.87500000
6.1280000000000	875422.50000000
6.1360000000000	873470.06250000
6.1440000000000	871517.68750000
6.1520000000000	869565.31250000
6.1600000000000	867612.93750000
6.1680000000000	865660.50000000
6.1760000000000	863708.12500000
6.1840000000000	861755.75000000
6.1920000000000	859803.37500000
6.2000000000000	857851.06250000
6.2080000000000	855898.56250000
6.2160000000000	853946.18750000
6.2240000000000	851993.81250000
6.2320000000000	850041.50000000
6.2400000000000	848089.12500000
6.2480000000000	846136.62500000
6.2560000000000	844184.25000000
6.2640000000000	842231.87500000
6.2720000000000	840279.56250000
6.2800000000000	838327.06250000
6.2880000000000	836374.68750000
6.2960000000000	834422.31250000
6.3040000000000	832470.00000000
6.3120000000000	830517.62500000
6.3200000000000	828688.25000000
6.3280000000000	826986.43750000
6.3360000000000	825284.62500000
6.3440000000000	823582.81250000
6.3520000000000	821880.93750000
6.3600000000000	820179.12500000
6.3680000000000	818477.31250000
6.3760000000000	816775.50000000
6.3840000000000	815073.68750000
6.3920000000000	813371.75000000
6.4000000000000	811669.93750000
6.4080000000000	809968.12500000
6.4160000000000	808266.31250000
6.4240000000000	806564.50000000
6.4320000000000	804862.62500000
6.4400000000000	803160.81250000
6.4480000000000	801459.00000000
6.4560000000000	799757.18750000
6.4640000000000	798055.25000000
6.4720000000000	796353.43750000
6.4800000000000	794651.62500000
6.4880000000000	792949.81250000
6.4960000000000	791248.00000000
6.5040000000000	789546.12500000
6.5120000000000	787844.31250000
6.5200000000000	786142.50000000
6.5280000000000	784440.68750000
6.5360000000000	782738.87500000
6.5440000000000	781036.93750000
6.5520000000000	779335.12500000
6.5600000000000	777633.31250000
6.5680000000000	776102.93750000
6.5760000000000	774617.43750000
6.5840000000000	773132.00000000
6.5920000000000	771646.62500000
6.6000000000000	770161.25000000
6.6080000000000	768675.81250000
6.6160000000000	767190.31250000
6.6240000000000	765704.93750000
6.6320000000000	764219.56250000
6.6400000000000	762734.12500000
6.6480000000000	761248.75000000
6.6560000000000	759763.25000000
6.6640000000000	758277.87500000
6.6720000000000	756792.43750000
6.6800000000000	755307.06250000
6.6880000000000	753821.56250000
6.6960000000000	752336.18750000
6.7040000000000	750850.75000000
6.7120000000000	749365.37500000
6.7200000000000	747880.00000000
6.7280000000000	746394.50000000
6.7360000000000	744909.06250000
6.7440000000000	743423.68750000
6.7520000000000	741938.31250000
6.7600000000000	740452.81250000
6.7680000000000	738967.37500000
6.7760000000000	737482.00000000
6.7840000000000	735996.62500000
6.7920000000000	734511.18750000
6.8000000000000	733025.68750000
6.8080000000000	731557.75000000
6.8160000000000	730260.93750000
6.8240000000000	728964.06250000
6.8320000000000	727667.25000000
6.8400000000000	726370.31250000
6.8480000000000	725073.43750000
6.8560000000000	723776.62500000
6.8640000000000	722479.75000000
6.8720000000000	721182.87500000
6.8800000000000	719886.00000000
6.8880000000000	718589.12500000
6.8960000000000	717292.31250000
6.9040000000000	715995.43750000
6.9120000000000	714698.56250000
6.9200000000000	713401.68750000
6.9280000000000	712104.87500000
6.9360000000000	710808.00000000
6.9440000000000	709511.18750000
6.9520000000000	708214.25000000
6.9600000000000	706917.37500000
6.9680000000000	705620.56250000
6.9760000000000	704323.68750000
6.9840000000000	703026.75000000
6.9920000000000	701729.93750000
7.0000000000000	700433.06250000
7.0080000000000	699136.25000000
7.0160000000000	697839.37500000
7.0240000000000	696542.50000000
7.0320000000000	695245.62500000
7.0400000000000	693948.75000000
7.0480000000000	692651.93750000
7.0560000000000	691420.12500000
7.0640000000000	690289.00000000
7.0720000000000	689157.81250000
7.0800000000000	688026.62500000
7.0880000000000	686895.43750000
7.0960000000000	685764.18750000
7.1040000000000	684633.06250000
7.1120000000000	683501.87500000
7.1200000000000	682370.68750000
7.1280000000000	681239.50000000
7.1360000000000	680108.31250000
7.1440000000000	678977.12500000
7.1520000000000	677845.93750000
7.1600000000000	676714.75000000
7.1680000000000	675583.50000000
7.1760000000000	674452.37500000
7.1840000000000	673321.18750000
7.1920000000000	672190.00000000
7.2000000000000	671058.81250000
7.2080000000000	669927.56250000
7.2160000000000	668796.43750000
7.2240000000000	667665.25000000
7.2320000000000	666534.06250000
7.2400000000000	665402.87500000
7.2480000000000	664271.68750000
7.2560000000000	663140.50000000
7.2640000000000	662009.31250000
7.2720000000000	660878.12500000
7.2800000000000	659746.87500000
7.2880000000000	658615.75000000
7.2960000000000	657484.56250000
7.3040000000000	656455.25000000
7.3120000000000	655470.93750000
7.3200000000000	654486.50000000
7.3280000000000	653502.18750000
7.3360000000000	652517.87500000
7.3440000000000	651533.56250000
7.3520000000000	650549.12500000
7.3600000000000	649564.81250000
7.3680000000000	648580.50000000
7.3760000000000	647596.18750000
7.3840000000000	646611.81250000
7.3920000000000	645627.43750000
7.4000000000000	644643.12500000
7.4080000000000	643658.81250000
7.4160000000000	642674.43750000
7.4240000000000	641690.12500000
7.4320000000000	640705.75000000
7.4400000000000	639721.37500000
7.4480000000000	638737.06250000
7.4560000000000	637752.75000000
7.4640000000000	636768.37500000
7.4720000000000	635784.00000000
7.4800000000000	634799.68750000
7.4880000000000	633815.37500000
7.4960000000000	632831.06250000
7.5040000000000	631846.62500000
7.5120000000000	630862.31250000
7.5200000000000	629878.00000000
7.5280000000000	628893.68750000
7.5360000000000	627909.31250000
7.5440000000000	626924.93750000
7.5520000000000	626071.18750000
7.5600000000000	625218.12500000
7.5680000000000	624365.12500000
7.5760000000000	623512.00000000
7.5840000000000	622659.00000000
7.5920000000000	621805.93750000
7.6000000000000	620952.93750000
7.6080000000000	620099.87500000
7.6160000000000	619246.81250000
7.6240000000000	618393.75000000
7.6320000000000	617540.75000000
7.6400000000000	616687.68750000
7.6480000000000	615834.68750000
7.6560000000000	614981.56250000
7.6640000000000	614128.56250000
7.6720000000000	613275.50000000
7.6800000000000	612422.50000000
7.6880000000000	611569.43750000
7.6960000000000	610716.37500000
7.7040000000000	609863.37500000
7.7120000000000	609010.31250000
7.7200000000000	608157.31250000
7.7280000000000	607304.18750000
7.7360000000000	606451.18750000
7.7440000000000	605598.12500000
7.7520000000000	604745.12500000
7.7600000000000	603892.00000000
7.7680000000000	603039.00000000
7.7760000000000	602185.93750000
7.7840000000000	601332.93750000
7.7920000000000	600514.81250000
7.8000000000000	599780.18750000
7.8080000000000	599045.62500000
7.8160000000000	598311.06250000
7.8240000000000	597576.50000000
7.8320000000000	596841.93750000
7.8400000000000	596107.31250000
7.8480000000000	595372.75000000
7.8560000000000	594638.18750000
7.8640000000000	593903.62500000
7.8720000000000	593169.00000000
7.8800000000000	592434.43750000
7.8880000000000	591699.87500000
7.8960000000000	590965.31250000
7.9040000000000	590230.75000000
7.9120000000000	589496.12500000
7.9200000000000	588761.56250000
7.9280000000000	588027.00000000
7.9360000000000	587292.43750000
7.9440000000000	586557.87500000
7.9520000000000	585823.31250000
7.9600000000000	585088.68750000
7.9680000000000	584354.12500000
7.9760000000000	583619.56250000
7.9840000000000	582885.00000000
7.9920000000000	582150.43750000
8.0000000000000	581415.87500000
8.0080000000000	580681.25000000
8.0160000000000	579946.68750000
8.0240000000000	579212.12500000
8.0320000000000	578477.56250000
8.0400000000000	577807.18750000
8.0480000000000	577180.50000000
8.0560000000000	576553.81250000
8.0640000000000	575927.06250000
8.0720000000000	575300.43750000
8.0800000000000	574673.68750000
8.0880000000000	574047.00000000
8.0960000000000	573420.31250000
8.1040000000000	572793.62500000
8.1120000000000	572166.87500000
8.1200000000000	571540.18750000
8.1280000000000	570913.50000000
8.1360000000000	570286.81250000
8.1440000000000	569660.12500000
8.1520000000000	569033.37500000
8.1600000000000	568406.68750000
8.1680000000000	567780.00000000
8.1760000000000	567153.31250000
8.1840000000000	566526.62500000
8.1920000000000	565899.87500000
8.2000000000000	565273.18750000
8.2080000000000	564646.50000000
8.2160000000000	564019.81250000
8.2240000000000	563393.12500000
8.2320000000000	562766.37500000
8.2400000000000	562139.68750000
8.2480000000000	561513.00000000
8.2560000000000	560886.31250000
8.2640000000000	560259.62500000
8.2720000000000	559632.87500000
8.2800000000000	559006.25000000
8.2880000000000	558468.31250000
8.2960000000000	557940.81250000
8.3040000000000	557413.25000000
8.3120000000000	556885.68750000
8.3200000000000	556358.18750000
8.3280000000000	555830.62500000
8.3360000000000	555303.06250000
8.3440000000000	554775.56250000
8.3520000000000	554248.00000000
8.3600000000000	553720.50000000
8.3680000000000	553192.93750000
8.3760000000000	552665.37500000
8.3840000000000	552137.87500000
8.3920000000000	551610.31250000
8.4000000000000	551082.81250000
8.4080000000000	550555.25000000
8.4160000000000	550027.68750000
8.4240000000000	549500.18750000
8.4320000000000	548972.62500000
8.4400000000000	548445.12500000
8.4480000000000	547917.56250000
8.4560000000000	547390.00000000
8.4640000000000	546862.50000000
8.4720000000000	546334.93750000
8.4800000000000	545807.43750000
8.4880000000000	545279.87500000
8.4960000000000	544752.31250000
8.5040000000000	544224.81250000
8.5120000000000	543697.25000000
8.5200000000000	543169.68750000
8.5280000000000	542660.25000000
8.5360000000000	542224.81250000
8.5440000000000	541789.37500000
8.5520000000000	541353.87500000
8.5600000000000	540918.37500000
8.5680000000000	540482.93750000
8.5760000000000	540047.43750000
8.5840000000000	539612.00000000
8.5920000000000	539176.50000000
8.6000000000000	538741.06250000
8.6080000000000	538305.62500000
8.6160000000000	537870.12500000
8.6240000000000	537434.68750000
8.6320000000000	536999.18750000
8.6400000000000	536563.68750000
8.6480000000000	536128.25000000
8.6560000000000	535692.75000000
8.6640000000000	535257.37500000
8.6720000000000	534821.87500000
8.6800000000000	534386.37500000
8.6880000000000	533950.93750000
8.6960000000000	533515.43750000
8.7040000000000	533079.93750000
8.7120000000000	532644.50000000
8.7200000000000	532209.06250000
8.7280000000000	531773.62500000
8.7360000000000	531338.12500000
8.7440000000000	530902.62500000
8.7520000000000	530467.18750000
8.7600000000000	530031.68750000
8.7680000000000	529596.25000000
8.7760000000000	529203.75000000
8.7840000000000	528854.68750000
8.7920000000000	528505.62500000
8.8000000000000	528156.56250000
8.8080000000000	527807.50000000
8.8160000000000	527458.43750000
8.8240000000000	527109.37500000
8.8320000000000	526760.37500000
8.8400000000000	526411.25000000
8.8480000000000	526062.25000000
8.8560000000000	525713.18750000
8.8640000000000	525364.12500000
8.8720000000000	525015.06250000
8.8800000000000	524666.00000000
8.8880000000000	524316.93750000
8.8960000000000	523967.90625000
8.9040000000000	523618.81250000
8.9120000000000	523269.78125000
8.9200000000000	522920.71875000
8.9280000000000	522571.65625000
8.9360000000000	522222.62500000
8.9440000000000	521873.53125000
8.9520000000000	521524.50000000
8.9600000000000	521175.43750000
8.9680000000000	520826.37500000
8.9760000000000	520477.34375000
8.9840000000000	520128.25000000
8.9920000000000	519779.21875000
9.0000000000000	519430.15625000
9.0080000000000	519081.09375000
9.0160000000000	518732.06250000
9.0240000000000	518448.37500000
9.0320000000000	518181.28125000
9.0400000000000	517914.18750000
9.0480000000000	517647.09375000
9.0560000000000	517380.03125000
9.0640000000000	517112.90625000
9.0720000000000	516845.84375000
9.0800000000000	516578.75000000
9.0880000000000	516311.65625000
9.0960000000000	516044.56250000
9.1040000000000	515777.46875000
9.1120000000000	515510.37500000
9.1200000000000	515243.28125000
9.1280000000000	514976.18750000
9.1360000000000	514709.12500000
9.1440000000000	514442.03125000
9.1520000000000	514174.90625000
9.1600000000000	513907.84375000
9.1680000000000	513640.75000000
9.1760000000000	513373.68750000
9.1840000000000	513106.56250000
9.1920000000000	512839.46875000
9.2000000000000	512572.40625000
9.2080000000000	512305.28125000
9.2160000000000	512038.21875000
9.2240000000000	511771.12500000
9.2320000000000	511504.03125000
9.2400000000000	511236.93750000
9.2480000000000	510969.84375000
9.2560000000000	510702.78125000
9.2640000000000	510443.40625000
9.2720000000000	510254.90625000
9.2800000000000	510066.43750000
9.2880000000000	509877.93750000
9.2960000000000	509689.46875000
9.3040000000000	509500.96875000
9.3120000000000	509312.50000000
9.3200000000000	509124.03125000
9.3280000000000	508935.53125000
9.3360000000000	508747.03125000
9.3440000000000	508558.56250000
9.3520000000000	508370.09375000
9.3600000000000	508181.62500000
9.3680000000000	507993.12500000
9.3760000000000	507804.62500000
9.3840000000000	507616.15625000
9.3920000000000	507427.68750000
9.4000000000000	507239.21875000
9.4080000000000	507050.71875000
9.4160000000000	506862.21875000
9.4240000000000	506673.75000000
9.4320000000000	506485.25000000
9.4400000000000	506296.78125000
9.4480000000000	506108.31250000
9.4560000000000	505919.81250000
9.4640000000000	505731.34375000
9.4720000000000	505542.84375000
9.4800000000000	505354.37500000
9.4880000000000	505165.90625000
9.4960000000000	504977.40625000
9.5040000000000	504788.93750000
9.5120000000000	504630.87500000
9.5200000000000	504518.68750000
9.5280000000000	504406.50000000
9.5360000000000	504294.31250000
9.5440000000000	504182.15625000
9.5520000000000	504069.96875000
9.5600000000000	503957.78125000
9.5680000000000	503845.59375000
9.5760000000000	503733.40625000
9.5840000000000	503621.25000000
9.5920000000000	503509.03125000
9.6000000000000	503396.84375000
9.6080000000000	503284.68750000
9.6160000000000	503172.50000000
9.6240000000000	503060.31250000
9.6320000000000	502948.12500000
9.6400000000000	502835.93750000
9.6480000000000	502723.78125000
9.6560000000000	502611.59375000
9.6640000000000	502499.40625000
9.6720000000000	502387.21875000
9.6800000000000	502275.03125000
9.6880000000000	502162.84375000
9.6960000000000	502050.65625000
9.7040000000000	501938.46875000
9.7120000000000	501826.31250000
9.7200000000000	501714.12500000
9.7280000000000	501601.93750000
9.7360000000000	501489.75000000
9.7440000000000	501377.56250000
9.7520000000000	501265.37500000
9.7600000000000	501205.62500000
9.7680000000000	501168.37500000
9.7760000000000	501131.12500000
9.7840000000000	501093.90625000
9.7920000000000	501056.65625000
9.8000000000000	501019.40625000
9.8080000000000	500982.18750000
9.8160000000000	500944.93750000
9.8240000000000	500907.68750000
9.8320000000000	500870.46875000
9.8400000000000	500833.21875000
9.8480000000000	500795.96875000
9.8560000000000	500758.75000000
9.8640000000000	500721.50000000
9.8720000000000	500684.25000000
9.8800000000000	500647.03125000
9.8880000000000	500609.78125000
9.8960000000000	500572.56250000
9.9040000000000	500535.31250000
9.9120000000000	500498.06250000
9.9200000000000	500460.84375000
9.9280000000000	500423.59375000
9.9360000000000	500386.34375000
9.9440000000000	500349.12500000
9.9520000000000	500311.87500000
9.9600000000000	500274.62500000
9.9680000000000	500237.40625000
9.9760000000000	500200.15625000
9.9840000000000	500162.90625000
9.9920000000000	500125.68750000
10.000000000000	500088.43750000
#Parameters = {kz=-1; eps0=8.854e-012; rho=0.019428093639147; V=1.7157284678805e-007; Q=3.3333333333333e-009; Lx=10; Ly=10; Lz=50; Rx=1.6; Ry=1.6; Rz=16; iy=0.1}
#"Y / mm"	"E-Field (Es)_Y (Y) (kz=-1)"
#-------------------------------------
-10.000000000000	-299741.84375000
-9.9206349206349	-299869.37500000
-9.8412698412698	-299996.90625000
-9.7619047619048	-300124.43750000
-9.6825396825397	-300483.71875000
-9.6031746031746	-300867.15625000
-9.5238095238095	-301250.59375000
-9.4444444444444	-301843.56250000
-9.3650793650794	-302485.37500000
-9.2857142857143	-303127.18750000
-9.2063492063492	-303957.12500000
-9.1269841269841	-304861.50000000
-9.0476190476190	-305765.87500000
-8.9682539682540	-306837.31250000
-8.8888888888889	-308010.21875000
-8.8095238095238	-309183.15625000
-8.7301587301587	-310501.90625000
-8.6507936507937	-311951.28125000
-8.5714285714286	-313400.65625000
-8.4920634920635	-314974.00000000
-8.4126984126984	-316709.68750000
-8.3333333333333	-318445.37500000
-8.2539682539683	-320282.12500000
-8.1746031746032	-322316.31250000
-8.0952380952381	-324350.53125000
-8.0158730158730	-326461.12500000
-7.9365079365079	-328808.46875000
-7.8571428571429	-331155.81250000
-7.7777777777778	-333552.56250000
-7.6984126984127	-336230.43750000
-7.6190476190476	-338908.34375000
-7.5396825396825	-341605.56250000
-7.4603174603175	-344634.62500000
-7.3809523809524	-347663.71875000
-7.3015873015873	-350692.78125000
-7.2222222222222	-354082.34375000
-7.1428571428571	-357486.75000000
-7.0634920634921	-360891.12500000
-6.9841269841270	-364645.18750000
-6.9047619047619	-368453.37500000
-6.8253968253968	-372261.56250000
-6.7460317460317	-376406.96875000
-6.6666666666667	-380652.25000000
-6.5873015873016	-384897.53125000
-6.5079365079365	-389465.28125000
-6.4285714285714	-394186.87500000
-6.3492063492063	-398908.46875000
-6.2698412698413	-403934.31250000
-6.1904761904762	-409178.25000000
-6.1111111111111	-414422.18750000
-6.0317460317460	-419947.56250000
-5.9523809523810	-425768.15625000
-5.8730158730159	-431588.81250000
-5.7936507936508	-437661.78125000
-5.7142857142857	-444123.65625000
-5.6349206349206	-450585.53125000
-5.5555555555556	-457262.12500000
-5.4761904761905	-464442.03125000
-5.3968253968254	-471622.00000000
-5.3174603174603	-478967.59375000
-5.2380952380952	-486957.75000000
-5.1587301587302	-494947.93750000
-5.0793650793651	-503039.37500000
-5.0000000000000	-511950.96875000
-4.9206349206349	-520862.59375000
-4.8412698412698	-529790.50000000
-4.7619047619048	-539758.93750000
-4.6825396825397	-549727.43750000
-4.6031746031746	-559695.81250000
-4.5238095238095	-570790.93750000
-4.4444444444444	-581982.62500000
-4.3650793650794	-593174.43750000
-4.2857142857143	-605547.87500000
-4.2063492063492	-618169.37500000
-4.1269841269841	-630790.87500000
-4.0476190476190	-644648.87500000
-3.9682539682540	-658959.56250000
-3.8888888888889	-673270.31250000
-3.8095238095238	-688868.25000000
-3.7301587301587	-705198.31250000
-3.6507936507937	-721528.43750000
-3.5714285714286	-739186.50000000
-3.4920634920635	-757962.43750000
-3.4126984126984	-776738.43750000
-3.3333333333333	-796862.75000000
-3.2539682539683	-818645.43750000
-3.1746031746032	-840428.12500000
-3.0952380952381	-863541.06250000
-3.0158730158730	-889082.31250000
-2.9365079365079	-914623.56250000
-2.8571428571429	-941407.25000000
-2.7777777777778	-971737.87500000
-2.6984126984127	-1002068.3750000
-2.6190476190476	-1033425.0000000
-2.5396825396825	-1069976.5000000
