x[cm]	x'[mrad]            y[cm]           y'[mrad]		
0.0047	-0.02573	-0.14284	0.0022018
-0.00741	-0.010713	0.09168	-0.0066595
-0.02096	0.012925	-0.05807	-0.0018704
0.1185	0.0041872	0.09959	0.016622
0.04067	0.030304	0.07065	0.033567
0.11	-0.024289	0.07527	-0.014277
-0.01386	0.050911	0.00866	-0.020554
0.04498	0.0076597	-0.10879	-0.016233
-0.08622	0.019753	-0.0468	0.0051785
-0.01909	-0.0015159	0.02648	0.0025074
-0.05398	-0.01211	0.1192	-0.0021166
-0.01066	0.017358	0.05622	-0.036534
-0.00662	0.00014607	0.01923	-0.0046008
-0.03573	-0.033067	-0.10686	0.017666
-0.00881	-0.0453	0.09311	-0.0073373
0.13387	0.03123	-0.0123	0.0087533
0.00842	-0.037825	0.03242	0.018407
0.01402	-0.037766	0.03217	0.022979
0.13509	-0.01267	-0.06928	-0.017706
-0.0952	0.029556	0.074	-0.021104
-0.02517	-0.018357	0.00372	0.02343
0.04859	-0.027334	0.10456	0.010827
0.09147	0.033435	0.00956	0.011592
0.09558	0.00039694	-0.01964	-0.036231
0.06618	0.018455	-0.0614	0.017195
0.10535	-0.022577	-0.07981	-0.022182
0.02113	-0.032834	-0.06359	0.0047043
-0.04141	-0.023269	0.08385	-0.032038
0.14626	-0.0059457	0.05171	0.00055075
0.00334	0.011324	0.00374	0.054298
-0.00989	0.041129	-0.08074	0.0076909
0.03815	0.028949	-0.13511	-0.0066522
0.00071469	-0.0028167	-0.11261	-0.022059
-0.04779	-0.038732	0.02755	-0.015266
0.01236	0.020545	0.13033	0.0068897
-0.13091	-0.026993	-0.06079	-0.0064704
0.07665	0.030004	-0.03826	0.031078
0.00611	0.039685	-0.10343	-0.011327
-0.00345	0.038036	-0.09659	0.014995
-0.00611	0.022254	-0.13708	-0.0032736
-0.00615	0.021682	0.02737	-0.015068
0.09414	-0.032277	-0.05114	0.0066783
-0.02702	0.019223	-0.07547	0.030516
0.05483	-0.032594	0.03008	-0.014143
0.00822	-0.0032189	-0.02645	-0.05457
-0.02879	-0.0049712	0.10493	-0.037156
0.10839	-0.0055505	-0.05922	0.023315
-0.02665	-0.025212	-0.0864	-0.020019
-0.02953	-0.026268	0.12651	-0.015449
-0.10889	0.007299	0.06759	0.033073
0.08867	0.019079	0.04241	-0.039746
0.09486	-0.0083711	-0.03618	-0.033425
0.00719	-0.012205	-0.0176	0.002831
-0.10789	0.018847	0.02436	0.011019
-0.07049	-0.014814	-0.01289	0.028006
-0.01151	-0.015547	0.11348	0.01341
0.03392	0.039562	0.08149	-0.022005
0.06851	0.039039	0.07327	0.017742
0.11467	0.027761	0.06009	-0.015351
0.05866	-0.031706	0.06146	-0.019537
-0.09668	0.03621	-0.00218	0.016039
-0.07474	-0.0019919	0.07083	0.041176
-0.02608	0.043175	-0.06371	0.0021504
-0.08492	0.041772	-0.04133	-0.014062
-0.10334	0.0061203	0.07396	-0.0010058
-0.07722	-0.01296	-0.03324	0.0073377
0.00135	0.021596	0.07338	-0.04309
0.08506	-0.025442	0.01297	-0.008152
0.01273	-0.016775	-0.03681	0.016441
-0.07794	-0.003415	0.10062	-0.0069634
0.0343	-0.038527	0.03176	-0.028955
0.03075	-0.018859	0.03797	0.028178
-0.02942	0.014741	-0.02156	-0.022447
0.09855	-0.018564	-0.0944	0.0143
0.06049	-0.023961	-0.08375	0.023783
0.04916	-0.036448	0.01579	-0.024155
-0.08569	-0.044189	0.04134	-0.00076187
0.12587	-0.025112	-0.01818	-0.0068066
-0.06035	0.018456	0.01326	-0.046332
0.04019	0.0090322	-0.0221	-0.041224
-0.01531	0.031461	-0.05711	0.0096188
-0.10241	0.0045351	-0.05615	-0.011212
0.08856	-0.016668	-0.02432	-0.021559
0.02687	0.036746	-0.01017	0.023185
0.0187	0.016492	0.12275	-0.011052
-0.11769	-0.014607	0.08596	-0.010999
0.03797	0.033771	-0.09175	-0.018855
-0.00895	0.029079	0.06848	-0.012169
-0.01357	0.0134	-0.15216	0.0085746
-0.05245	-0.0026515	-0.13515	-0.00038202
-0.03646	0.00008374	-0.11834	0.024489
-0.02471	0.0060238	-0.12089	-0.0085196
0.04669	0.020938	-0.07716	0.037817
-0.03044	-0.047699	-0.00273	-0.022628
-0.03055	0.039453	-0.08555	-0.014759
0.07571	-0.028841	-0.05308	0.028015
0.14987	-0.012026	-0.02416	0.0061808
0.10659	0.026362	-0.03747	-0.0024261
0.08138	0.020356	-0.01608	-0.04217
0.04985	0.050646	0.00639	-0.014395
0.03638	0.04376	0.04497	-0.019219
0.10212	0.020475	-0.01637	0.016366
-0.04297	-0.022085	0.01818	0.0010149
0.06817	0.040281	-0.07511	0.0095299
0.04743	0.019195	-0.11308	0.015535
-0.0092	-0.0067755	-0.05011	-0.039268
-0.0474	0.021686	-0.07363	-0.039641
0.13628	-0.0025505	-0.04987	-0.022932
-0.01699	-0.026959	0.00234	-0.024057
-0.10645	-0.017861	-0.03433	0.021946
0.05199	-0.023676	-0.1137	-0.027046
0.01461	0.037911	-0.04998	0.030031
-0.01544	-0.034506	0.11431	-0.018791
0.01452	0.0075	-0.14681	-0.0015719
0.01002	0.038315	-0.03972	-0.0098275
0.02177	-0.031794	-0.06241	-0.033868
0.00532	-0.037779	0.03711	-0.0012454
0.01301	0.015152	0.03227	0.031661
-0.09177	-0.018454	0.07617	-0.010855
0.07379	0.01741	0.00661	-0.024995
-0.05036	0.018329	-0.04957	-0.023963
-0.11539	-0.024243	0.03705	-0.0026482
0.07671	0.033587	-0.01159	-0.031606
0.02056	-0.027435	0.02228	-0.033403
0.00286	-0.016607	0.08634	-0.0034737
-0.01998	0.018769	0.09276	0.040841
0.06406	-0.040163	0.03247	0.023681
0.07386	-0.030064	0.04059	0.013433
-0.04608	0.040078	0.01681	0.0099317
-0.00827	-0.031497	-0.10515	-0.008623
0.08642	-0.0063836	0.00777	0.009293
0.09102	0.04076	0.03814	-0.0096013
-0.08591	-0.042129	0.06403	-0.0065254
-0.10617	-0.032178	-0.03524	0.00033087
-0.01943	-0.013138	0.02833	0.018848
0.13076	0.015369	-0.05539	0.0041933
-0.02578	0.013437	0.0131	-0.050382
-0.04929	-0.0090258	0.00805	0.037016
-0.02357	0.046606	-0.03266	0.0032647
-0.00121	-0.0077753	-0.04458	0.0049234
0.01168	0.0095689	-0.00681	0.033489
0.03153	0.024686	-0.08585	-0.039294
-0.05978	-0.032025	-0.02913	-0.020362
-0.09619	0.006192	0.01369	0.024746
-0.03261	-0.026773	0.03583	0.038429
0.03371	-0.019851	0.13523	0.014529
-0.08362	-0.027362	0.03293	0.037916
0.09818	0.021005	-0.0067	-0.025464
-0.13553	0.0099185	-0.07569	-0.017726
-0.07038	0.026441	-0.04184	-0.024411
0.06351	-0.0037874	0.0264	-0.03721
0.04829	-0.019191	-0.00058403	-0.044283
-0.02336	0.019829	0.10617	0.0027262
0.15855	-0.012244	0.02589	0.0087861
0.06198	-0.0040252	0.0562	-0.029781
-0.01019	-0.0079859	0.02333	0.041103
0.04921	-0.017909	-0.1158	0.00048003
-0.16052	0.002742	0.0232	0.00094198
-0.00536	0.021551	0.1283	0.018517
-0.07031	-0.017008	-0.1065	0.0025079
-0.12647	0.016859	-0.0422	-0.0096471
0.0338	0.043858	-0.04724	0.020427
0.00636	-0.00009102	0.08506	-0.036903
-0.01198	-0.023343	0.02778	0.046572
0.0408	-0.013405	-0.08244	0.027776
-0.02336	0.0045495	0.00455	-0.0053938
0.06108	0.035039	0.07085	0.023724
0.02263	0.021805	-0.10212	-0.013685
-0.08085	0.028514	-0.06902	-0.020928
0.02928	-0.0055968	-0.05324	0.035984
-0.05233	-0.013072	0.00235	0.022115
0.0194	-0.023503	-0.06669	0.037167
0.00604	-0.01131	0.04678	-0.042366
-0.08909	-0.028185	-0.0506	-0.015941
0.00956	0.0035664	-0.14693	0.025444
0.02321	0.0056832	0.06905	-0.031396
-0.06178	0.037761	0.06672	0.022887
-0.05375	-0.034925	0.03872	0.020433
-0.07153	-0.037018	0.01119	0.023619
-0.02497	-0.0042267	-0.09125	-0.0017826
-0.03347	0.02248	-0.09873	0.006581
0.12067	-0.012849	-0.07943	-0.012272
0.04008	0.033448	-0.02015	-0.029139
-0.08519	-0.0091792	-0.04612	0.030663
0.06698	-0.028639	0.07891	-0.0051051
0.02829	-0.017932	0.01999	0.050558
-0.03177	-0.035936	0.10628	-0.0069557
0.07887	-0.009197	0.05747	-0.026368
0.06807	0.028967	0.07017	-0.0024124
-0.06236	0.0026081	-0.05115	0.045975
-0.0568	-0.0089947	-0.08982	-0.029291
0.09572	0.040447	-0.03562	0.013246
0.01019	0.019872	-0.07905	-0.01499
0.08684	0.0018362	0.09145	0.014828
-0.07956	0.014925	-0.06411	0.00052614
0.02468	0.029693	-0.04996	0.027147
-0.09568	0.0015167	0.00894	-0.017735
-0.06194	0.0095718	0.14022	-0.013363
-0.05849	-0.0077549	-0.01524	-0.012918
0.11354	0.017556	0.01103	-0.0021595
-0.04813	0.051513	-0.0239	0.0078836
0.00348	0.042447	-0.05591	-0.029666
0.08191	-0.0067414	0.00040054	0.017992
0.07889	0.01549	0.02083	0.036991
0.07074	-0.037798	0.08757	-0.0090654
-0.00604	-0.014782	-0.07446	-0.0023563
-0.07702	-0.0075637	-0.06071	0.015631
0.11783	-0.015986	-0.00666	-0.005371
0.11445	-0.023457	-0.04319	-0.0037435
-0.00010139	-0.01152	0.15291	-0.0058268
-0.06925	0.0019954	0.10581	-0.0081438
-0.03801	-0.0087461	0.08958	0.0041233
-0.14112	-0.020847	-0.02895	-0.009429
0.07012	-0.024039	-0.0227	0.022568
-0.05395	0.032692	-0.09421	-0.0012964
-0.0378	0.0090256	-0.01891	-0.00040405
-0.05098	-0.0079672	-0.03752	0.034924
0.03498	-0.01429	0.05631	-0.045423
-0.01356	-0.049197	-0.05942	-0.0032715
0.06688	-0.039334	0.06504	0.0091506
0.15258	0.0042722	0.04607	-0.0036836
0.02016	-0.030516	-0.04445	-0.035573
0.09884	-0.00022994	0.09248	0.0049163
0.03822	-0.0087613	-0.00914	0.012238
-0.08421	0.010774	-0.01246	-0.0050894
-0.05747	-0.0028879	-0.03077	0.016894
-0.07855	0.038601	0.01901	0.0064894
-0.0913	0.015826	-0.07283	0.0077796
0.103	-0.020964	0.07538	0.019118
-0.07446	0.020759	-0.06679	-0.0044252
-0.01411	-0.0087182	0.15973	0.0089248
-0.03908	-0.021484	-0.0648	0.027046
-0.11485	0.016563	0.06297	-0.03009
0.06502	0.011355	-0.12569	0.0052483
-0.00199	-0.017746	0.07674	-0.033167
0.00105	0.0058096	0.09975	0.014278
-0.04339	0.0024259	0.11226	-0.018991
0.03886	-0.017072	0.01655	0.010669
-0.07835	0.026092	0.02801	-0.010038
0.02196	0.017119	0.03934	0.038071
0.07597	-0.0085998	0.11992	0.025445
-0.05986	-0.022424	-0.06309	0.029336
0.07056	-0.016381	0.10636	-0.017151
0.05709	-0.027872	0.04185	-0.036414
-0.02249	-0.009117	0.08729	-0.029214
0.10305	0.020451	0.0925	0.011139
-0.00618	-0.013832	0.10303	-0.013712
0.07226	0.015369	-0.05815	-0.029031
-0.06876	0.006543	0.01567	-0.0071834
-0.02635	-0.04413	0.02178	0.025938
0.04754	-0.021277	0.0065	-0.0046634
0.01526	0.021314	-0.13821	0.015707
-0.01615	0.012146	0.04056	-0.029628
-0.07007	-0.0077014	0.00918	-0.0081248
0.07096	-0.036052	-0.03909	0.023371
-0.03197	-0.044897	0.04941	-0.0082343
0.07821	-0.026773	0.02584	-0.029006
0.11777	-0.012775	-0.03508	0.026318
0.06653	-0.012363	0.04534	0.013312
-0.12212	-0.005859	0.08101	-0.0097164
-0.06356	-0.020276	0.07811	-0.020075
0.05572	-0.041336	-0.03379	0.0060805
0.03334	0.030707	0.00564	-0.02956
-0.07806	-0.019039	-0.03015	0.015155
0.09703	-0.0070971	0.09342	0.029377
0.05362	0.0026603	-0.09149	-0.034873
0.08668	0.00011088	-0.08563	-0.016381
-0.056	0.020047	0.07806	0.029029
0.07355	0.035468	-0.02238	0.023613
-0.07053	-0.003165	0.02024	0.0048906
-0.08412	-0.035641	-0.0026	0.0082861
-0.01794	-0.011231	0.02217	-0.0083777
-0.01724	0.012399	0.10162	0.035959
-0.10048	0.001385	0.04769	-0.030397
-0.01475	0.047341	-0.02318	0.016962
-0.11612	-0.018331	-0.03675	0.028835
0.07379	0.01561	0.08772	-0.033965
0.03267	0.030106	0.07387	0.025909
0.03838	-0.021456	0.00882	0.011114
0.05025	0.024255	-0.07697	-0.028972
0.13412	-0.015746	0.07891	0.0016988
-0.09178	0.0010776	-0.09278	-0.013158
-0.01563	0.018886	-0.03007	-0.048988
-0.03938	-0.025125	-0.02795	0.018191
-0.11084	-0.012802	-0.07497	0.015341
-0.00706	-0.036388	0.02065	0.027101
-0.04968	0.015761	0.03764	0.043869
-0.04188	-0.016707	0.04402	-0.038662
-0.02634	0.028693	-0.0376	0.038865
0.01987	-0.0017005	0.06904	0.023454
0.03372	0.038231	0.07118	0.015339
-0.09044	-0.039832	0.03976	0.016218
0.08366	-0.0092429	0.08165	-0.025094
0.02147	-0.032818	0.06495	0.023388
-0.03014	-0.0053636	0.01773	0.041834
0.06232	-0.02237	-0.000074473	0.027971
-0.14296	-0.016753	0.03355	-0.00009364
-0.14155	0.0093646	0.04411	0.023766
0.12555	-0.011709	-0.04073	-0.018944
-0.1551	-0.0062309	0.03008	0.0041454
0.10771	-0.0061109	0.06987	0.024632
-0.14781	0.0071984	0.00592	-0.0062689
-0.036	0.0032911	-0.00555	0.048348
-0.01326	-0.039221	0.08496	-0.020917
-0.02121	0.042534	-0.01586	-0.023633
-0.00582	0.012867	0.02284	0.051346
-0.00099705	-0.020888	-0.09498	0.024495
-0.14192	0.014397	0.0177	-0.015488
0.03743	0.013411	0.07816	0.044617
-0.09802	0.010191	-0.04395	-0.010677
0.00203	0.0075454	0.13966	0.0086081
0.00595	0.036062	-0.10998	-0.010081
0.01003	0.0017128	-0.11987	0.037273
0.03763	0.0049589	-0.05592	0.011839
0.07416	-0.014207	-0.10112	-0.021226
-0.01281	0.032914	0.11057	-0.014207
-0.08348	-0.01661	-0.07438	0.00002287
0.00291	-0.036528	-0.02578	0.016869
-0.1482	0.0051334	0.06375	-0.0044537
-0.01746	0.027773	-0.02424	-0.03354
0.00701	-0.026189	0.05887	0.044173
0.04502	0.028151	0.01878	0.043075
-0.12683	-0.024673	0.05235	0.013996
0.05753	-0.045169	0.02865	-0.0023282
0.12033	-0.0036241	-0.09015	0.020381
0.03183	0.016197	-0.05433	0.018563
0.09334	0.042985	0.03193	0.002813
0.04311	-0.0065632	-0.03107	0.012296
-0.0806	0.0045906	0.07146	-0.017426
0.07634	-0.0098264	0.04235	-0.019927
-0.06498	0.012768	0.00268	-0.01684
0.04193	-0.028437	-0.0921	0.024757
0.01597	-0.021033	-0.04451	0.048972
0.07996	-0.030011	0.05719	-0.014939
0.0938	-0.026388	0.05227	0.01565
0.05431	-0.0036897	-0.05747	0.046373
0.06682	-0.030277	-0.04682	0.026072
-0.08052	-0.025335	0.04825	-0.015814
0.07734	-0.018039	-0.02301	-0.0043998
0.07881	0.028376	-0.00345	0.018538
-0.03927	0.019266	0.12208	-0.014286
-0.02138	-0.018271	-0.04284	-0.04716
0.09202	-0.00076314	-0.08022	-0.010134
-0.05221	0.012136	-0.09717	-0.008311
0.08185	-0.013048	-0.13267	-0.0058968
-0.03671	0.032408	-0.03111	0.00021058
0.07937	0.026224	-0.00134	-0.034374
-0.04386	0.021958	-0.06191	-0.029706
0.00745	0.0096951	0.01499	0.047912
-0.0595	-0.01449	-0.04931	-0.017512
-0.03345	0.037921	0.10716	-0.013589
-0.02198	-0.034145	-0.04449	-0.040348
0.09308	0.024224	0.0201	-0.019833
-0.0484	-0.023341	0.08483	0.016854
-0.02326	0.024086	0.05466	0.024205
0.08338	-0.015252	-0.06244	-0.0090653
0.10772	0.03611	-0.00755	0.018574
-0.02801	-0.0067608	0.01978	-0.046641
0.0849	0.044799	0.01711	0.0048555
0.07134	-0.019409	0.04953	0.005066
0.13825	-0.023377	-0.0598	0.004502
0.02909	0.011336	-0.03538	0.021284
0.09254	0.0040657	-0.01526	-0.0070198
-0.05644	-0.0025305	-0.04407	-0.043437
0.08499	-0.0078939	-0.01457	-0.02664
-0.07426	-0.0066225	-0.01646	-0.043799
-0.07987	-0.014144	0.06637	0.0055885
-0.06852	0.010189	-0.11324	-0.0092888
0.07251	0.012113	0.03743	0.029216
0.09579	-0.011165	-0.0242	-0.019166
-0.0863	-0.017841	-0.03031	0.004574
0.04143	-0.048912	-0.05821	-0.003284
-0.03322	-0.0021867	-0.06954	-0.021853
0.0945	0.0010669	0.03622	0.017534
0.11606	-0.013323	0.03119	0.018588
-0.0869	0.0064107	0.02035	0.034042
-0.03053	0.015809	0.08677	-0.036132
-0.05759	0.028875	0.1013	0.0039687
0.01124	-0.02292	-0.05164	-0.042645
-0.04323	-0.0031622	0.15869	0.0052862
0.10037	0.0085286	-0.03661	0.034356
0.04373	0.039235	-0.08719	0.0081637
-0.02422	-0.018132	-0.02177	0.025098
-0.00508	0.043539	-0.08515	-0.017097
0.00233	0.028919	0.00757	0.0016073
0.10366	0.0028545	0.0173	-0.042426
0.03917	-0.028177	-0.00593	-0.029367
0.01575	0.00057812	0.10027	-0.0056011
0.10248	0.021582	-0.00031207	0.032456
0.00147	-0.02407	0.07281	-0.027065
0.06014	0.0026879	-0.03685	-0.0087363
0.09279	-0.02272	0.04736	0.0054879
-0.14749	-0.0069526	0.03149	-0.0013632
0.11296	-0.025581	0.04548	0.0072632
-0.02453	0.049208	-0.06055	-0.005163
0.07603	0.01418	0.08975	-0.03389
0.05096	0.0071294	-0.13515	-0.018357
-0.07345	-0.035951	0.02809	-0.0025976
0.01702	-0.018078	0.01681	0.0079962
-0.11254	0.015766	-0.08145	-0.0075815
-0.14419	0.011583	0.02854	-0.018186
-0.07861	-0.014037	0.0985	-0.0053214
0.03108	0.030363	0.03023	-0.043756
0.02339	0.039659	-0.03287	0.02718
0.01808	0.016319	0.11804	-0.023484
-0.02171	-0.00083193	0.12436	-0.0018413
0.06308	0.0039152	0.07675	0.040824
-0.02058	-0.0048428	-0.10311	-0.041128
0.056	-0.01868	0.04975	0.031601
0.0586	-0.020806	0.06111	-0.018101
0.11032	-0.011199	-0.03898	-0.0043357
0.00902	-0.0033772	0.00462	-0.040949
0.05316	-0.0019094	-0.11249	-0.032769
-0.03916	-0.021878	0.10287	0.013184
0.05979	-0.032208	0.11252	0.0055337
0.05411	-0.029554	0.01176	0.014278
-0.13337	-0.010551	-0.0951	-0.0016757
0.0568	0.027722	0.06675	0.0024482
-0.10022	0.017836	0.11354	0.0072387
0.07776	0.018256	-0.07474	-0.0083097
0.01953	-0.0027738	0.04505	-0.02916
-0.05876	0.045455	0.03985	-0.016052
-0.00642	0.0075844	0.10013	0.019149
-0.10085	-0.017762	-0.06156	0.026766
0.03689	-0.025729	-0.0707	0.013403
0.00534	-0.041786	0.00505	0.01816
-0.02209	0.032292	0.12923	-0.010862
-0.01729	-0.019431	-0.10187	0.0084291
0.03703	-0.00091639	-0.12744	0.00060797
-0.06132	0.045917	-0.06552	0.0015409
-0.0303	-0.014316	0.05133	-0.018019
-0.00185	-0.036567	0.02304	-0.021677
-0.08158	-0.030706	0.02506	0.01969
0.0062	0.016612	-0.1543	-0.0028692
0.08874	0.0070075	0.06263	0.033352
0.04967	0.026541	-0.02984	-0.01515
-0.05962	0.020927	0.06024	0.027431
0.06048	0.013008	0.12242	-0.011092
0.12994	-0.015435	0.08433	-0.0038639
0.03558	-0.010405	-0.06043	0.014984
-0.05368	0.0035552	-0.04584	-0.035527
-0.08921	-0.023483	-0.03637	0.011764
-0.02581	0.0045955	-0.01573	0.021644
-0.0033	0.015694	-0.04943	0.0044619
0.03187	0.0091382	-0.0193	0.046136
0.07509	-0.0061936	-0.0927	-0.029757
0.0423	0.0016605	-0.08532	0.019916
0.00676	0.0029382	-0.10221	0.011933
0.05292	-0.035534	0.01492	-0.020955
-0.06188	0.009351	0.02481	-0.045823
0.10903	-0.010204	0.03179	0.025213
0.00811	0.021129	-0.1113	-0.035498
0.12144	-0.022424	-0.05932	0.022721
-0.01737	-0.023727	0.01312	-0.045081
0.09313	-0.012959	0.01337	0.019357
0.00376	0.017481	-0.07334	0.029403
0.10645	0.013423	-0.02746	-0.0007006
-0.03965	0.0073285	-0.11108	-0.020472
-0.0057	0.0097593	-0.08684	-0.0033222
0.07259	-0.028973	-0.02938	0.024175
0.01995	0.017653	-0.08144	-0.017728
-0.03083	0.0032703	-0.05233	-0.017469
-0.09426	0.029435	-0.0177	-0.012106
0.03598	-0.0077665	0.066	0.034127
0.05434	0.027374	-0.09806	-0.025322
-0.05221	0.006377	-0.0063	-0.015255
-0.04195	-0.042658	0.09786	0.0029793
-0.10918	0.0094109	0.04003	-0.0010292
-0.00904	-0.017648	-0.01695	-0.043649
0.06022	0.04115	-0.00554	0.029544
-0.02397	0.025035	0.13962	0.0022322
-0.07133	-0.036799	0.03026	-0.0034847
-0.02646	0.014739	-0.11564	0.0048229
0.02548	-0.039442	-0.01003	-0.0042206
0.07452	0.012768	0.00765	0.018376
-0.00077637	-0.008809	-0.07714	0.028655
-0.02336	0.021575	0.01711	0.0014653
-0.12361	0.0083025	-0.08726	-0.021292
-0.03183	-0.0027257	0.13176	0.029997
0.01152	0.0036015	-0.04666	0.024771
0.0238	0.0033313	0.01556	0.014085
-0.03972	-0.030177	-0.00673	0.0095274
0.06939	-0.03525	-0.01965	-0.02268
-0.04037	0.0096866	-0.0835	0.020931
-0.06826	0.001367	0.14046	0.013565
0.03536	-0.018417	-0.02821	0.0020593
-0.03442	-0.032804	0.12901	-0.0059923
-0.00731	0.0065866	-0.12167	-0.020965
-0.00801	-0.024287	0.13285	0.0048763
-0.05606	0.017748	0.01356	-0.046048
-0.01613	0.0028541	-0.00477	-0.038882
0.08936	0.0036763	0.05232	0.040819
0.04831	-0.035474	0.04681	0.0034137
0.01859	-0.026709	-0.08999	0.011683
-0.06169	-0.023064	0.06668	0.038617
-0.1273	0.009443	-0.00924	0.014401
0.10724	0.021534	-0.05656	-0.018585
-0.01722	0.028993	0.06964	0.035494
-0.01484	-0.0041327	-0.02494	-0.047173
0.06331	-0.038536	-0.08932	-0.0046052
0.04379	0.026749	0.11391	-0.015719
0.06086	0.037171	0.02211	0.013468
-0.05409	0.019176	-0.11024	-0.023024
-0.10436	0.0082959	-0.08313	-0.023135
-0.01955	0.0086667	-0.08668	-0.0029863
0.01758	-0.030219	-0.09587	0.0078142
0.03081	-0.00052979	-0.00107	0.037003
-0.08704	-0.017613	0.09101	0.027117
-0.00322	-0.010323	0.04143	0.023513
0.02034	-0.012212	-0.02212	0.039591
0.1082	0.016829	0.0836	0.013565
-0.05151	-0.0087341	0.02536	-0.031766
-0.039	-0.025779	0.03483	0.020978
0.08573	0.033257	0.01087	0.0086498
-0.01957	0.0033647	0.03075	-0.03954
-0.08598	0.026344	0.06778	-0.030139
0.02092	-0.023917	0.11451	0.012864
0.0865	-0.0096158	-0.02361	-0.041951
0.07428	-0.0047093	-0.04941	-0.035313
-0.11225	-0.019901	-0.08684	-0.02114
-0.12201	-0.027813	-0.01249	0.016112
0.07686	-0.016198	0.00285	0.030686
-0.01251	0.0080607	0.07517	-0.018364
-0.00104	-0.017846	0.03002	-0.013778
0.01185	0.04784	0.05938	0.00028931
-0.01896	-0.012587	0.07018	-0.028234
0.03925	-0.016379	-0.09872	0.00012976
-0.03139	-0.012718	0.14389	0.0091273
0.06113	-0.010796	-0.08056	-0.011886
0.00899	-0.034447	0.07168	-0.0014462
-0.09732	0.03837	0.04281	-0.019029
0.05794	0.039462	0.03888	0.03117
-0.06024	-0.035098	-0.01224	-0.030996
0.02997	-0.027487	0.05903	0.03325
0.08799	-0.011418	-0.05912	0.0012244
0.12099	0.012733	-0.06566	0.012797
0.03605	-0.046965	-0.03058	-0.010857
-0.04116	0.0040567	-0.13747	0.0076028
-0.06629	0.0092538	0.13442	0.015827
-0.10279	-0.016616	-0.04729	-0.021571
-0.0806	-0.00098772	-0.05142	-0.0059048
-0.08234	0.016635	-0.01097	-0.012593
0.08483	-0.0099929	-0.00123	0.036233
0.00805	0.00004631	-0.00246	0.014841
0.05869	0.011384	0.02444	0.007499
-0.11574	0.012356	-0.06425	-0.0040494
-0.01448	0.021759	-0.0836	-0.031769
-0.01932	-0.038725	0.05365	-0.02542
0.01607	0.0075129	-0.16291	-0.0075921
0.08404	0.040645	-0.07307	0.0047631
-0.04335	-0.012662	-0.02477	-0.010323
0.11916	0.011417	-0.00429	0.010354
0.01611	-0.025821	-0.07358	0.038396
0.08875	0.013947	0.04979	0.023068
0.02137	-0.0081837	0.06482	-0.0072918
-0.09345	0.02206	0.07589	-0.024224
-0.11027	0.02609	-0.05263	-0.023906
-0.01947	-0.015535	0.04583	-0.019384
0.10688	-0.018522	0.02348	-0.022653
-0.02217	0.0039231	0.14077	-0.027008
-0.02058	0.0101	0.0741	0.0044268
-0.02853	-0.032851	0.09694	-0.029132
0.07943	0.034342	-0.04621	-0.02123
-0.00215	-0.04454	0.05793	-0.016025
0.06213	0.019317	0.03143	-0.0098739
0.12071	-0.011224	0.01192	0.0012607
-0.02586	0.047396	0.04297	-0.0016162
0.05574	-0.044078	-0.02431	0.013747
0.0098	0.027906	-0.00482	0.04115
-0.02934	0.022383	-0.01362	0.035031
0.10166	0.00085544	0.0595	-0.020346
-0.05658	0.017019	-0.00186	0.021429
-0.0227	-0.040548	-0.01927	0.014596
-0.01315	0.015529	-0.01631	0.019895
-0.06909	0.042831	-0.03542	-0.012665
-0.08539	0.0020834	-0.13211	0.017005
-0.16088	-0.0057674	0.0273	-0.0028644
-0.01913	-0.0047029	-0.05778	0.038397
0.10419	0.032105	0.01329	-0.022526
-0.06925	0.044951	-0.00956	-0.016952
-0.12037	-0.013398	-0.0658	-0.015581
-0.07493	0.023158	0.02056	-0.01526
-0.08771	0.0028802	-0.02419	0.026278
-0.00749	-0.017892	0.07643	0.045162
-0.00429	0.027537	0.09924	0.029335
-0.03741	0.016344	0.02489	0.00398
-0.03875	-0.049527	0.03194	-0.016446
0.0747	0.0089328	-0.02492	0.041802
0.00245	0.018167	0.10637	0.036834
0.13696	-0.0010651	0.05247	0.026154
-0.09585	0.012396	-0.04326	0.023419
0.04257	-0.0047822	-0.05232	-0.038192
0.0366	0.029687	0.00972	0.036296
-0.03703	-0.0043414	0.1401	0.017898
-0.02573	0.0063022	-0.10746	0.0018068
-0.03846	-0.0083769	0.00823	0.037633
-0.05143	0.0071265	0.05301	0.040872
0.07474	0.031177	-0.01287	0.020742
-0.06164	0.010819	-0.0961	-0.022209
-0.02682	-0.019593	0.12011	-0.017256
-0.11546	0.0082309	-0.02388	0.011941
-0.10821	0.016564	0.09113	0.0054881
0.02877	-0.0095868	0.10581	-0.0063154
0.09397	0.021244	-0.00287	0.037031
-0.05408	-0.020046	-0.03484	0.012368
-0.10541	-0.019104	0.03035	-0.016413
-0.12991	-0.022521	0.06912	-0.0042652
-0.00221	-0.035304	-0.06554	-0.010334
-0.0028	-0.0079343	-0.0465	0.026597
-0.09792	-0.016675	-0.04376	0.035492
0.07594	0.030772	-0.07345	-0.0093593
0.08652	-0.016008	-0.10591	-0.0055582
-0.09739	-0.01172	0.03816	-0.014639
-0.09711	-0.0046007	0.08565	0.013495
-0.02368	0.0044421	-0.06845	0.044958
0.03701	0.01168	-0.06395	-0.016117
0.14685	-0.0016557	-0.00992	-0.010666
-0.04605	-0.023867	-0.01721	-0.024953
0.03331	-0.011866	0.0433	-0.048364
