x[cm]	x'[mrad]            y[cm]           y'[mrad]		
-0.03213	-0.0044735	0.15631	-0.013808
0.05527	0.0062273	0.12439	0.0057952
0.08803	0.025728	0.02537	-0.0042264
-0.03648	-0.016791	0.12895	-0.0089831
0.04387	0.012783	0.10251	0.0082323
-0.04646	0.033811	-0.06858	-0.024496
-0.00969	0.0083682	-0.11249	-0.01642
-0.07186	0.009308	-0.13676	0.00034416
-0.07198	-0.037056	0.07686	-0.012242
0.09607	-0.033906	-0.01524	-0.0077769
0.01353	0.025767	-0.01162	0.0047858
-0.09595	0.014858	-0.09777	-0.027057
-0.07915	-0.0044914	-0.0804	-0.0039621
-0.00286	-0.020243	0.0557	-0.010722
-0.11031	-0.036354	0.06131	-0.00088607
0.14288	0.0082367	-0.06284	-0.015952
0.06258	0.024361	-0.09564	-0.0064913
-0.11029	0.022911	-0.08292	-0.014808
0.04288	-0.050342	-0.02326	0.0093736
0.07535	-0.030966	-0.03548	0.005444
-0.06452	0.027362	-0.02026	0.010178
-0.01634	0.044699	-0.02986	0.01295
-0.09536	-0.0055039	-0.04285	0.030039
0.14052	0.017053	0.03882	0.013904
-0.11326	0.01218	0.07506	0.0059163
0.11092	0.0057328	-0.09796	-0.0044176
0.06099	0.0061188	-0.00557	-0.025608
0.00322	0.017866	-0.0462	-0.047277
0.01899	-0.019821	-0.0394	-0.013875
0.00702	0.025547	-0.08958	-0.020101
-0.12702	0.02566	-0.03499	-0.0084418
-0.00884	-0.021021	-0.10817	0.00039571
0.0331	-0.0040196	0.00105	-0.00001955
0.04595	-0.026397	-0.07531	0.025033
-0.02443	0.033898	-0.02303	-0.0017543
-0.01378	0.041594	0.00299	-0.03382
0.09103	0.031237	-0.00354	-0.017855
0.05706	0.041885	-0.00705	0.015646
-0.06976	-0.044884	0.03787	0.0011967
0.01436	0.0050474	0.06542	-0.02504
0.03705	-0.023042	0.13515	-0.018531
0.01904	0.044758	-0.0714	-0.01554
-0.04512	0.0094612	-0.09186	0.011243
-0.04743	-0.031132	-0.04129	-0.022183
0.00019902	0.0019745	0.05727	-0.035727
0.05914	-0.011511	-0.0836	-0.02085
0.10604	-0.016628	0.015	-0.0086566
-0.03035	0.033116	-0.05092	-0.0068771
-0.06761	-0.016874	-0.01849	0.018469
0.08295	0.011265	0.01619	-0.0067865
0.12463	0.032137	-0.01502	-0.014546
-0.02537	0.012613	-0.11201	-0.010841
0.06663	-0.00061972	0.13932	-0.0017002
0.04673	0.016778	-0.12301	0.026938
-0.13795	0.01684	-0.02734	0.00393
-0.05004	0.03082	0.00379	0.001954
-0.16104	0.0073904	0.00203	-0.003741
-0.1108	-0.027276	0.03312	-0.0091861
0.00834	-0.00036356	0.03339	-0.01196
0.00924	0.037998	0.02595	-0.006316
-0.04066	0.020358	0.09657	0.023947
-0.08517	-0.023866	0.03758	-0.030206
0.02969	0.033529	0.06866	0.0051918
0.12065	-0.0023303	0.03443	-0.015007
0.02018	-0.038301	0.09732	-0.022878
0.03449	0.0112	0.08553	0.013531
0.03803	0.030497	0.1134	0.015836
0.05241	0.0176	-0.07708	0.0031944
0.01246	0.036196	-0.03945	0.036517
-0.05302	0.0032202	0.09264	-0.0058024
0.04716	-0.03858	0.06008	0.014395
-0.10314	0.011581	-0.0424	-0.0021963
0.06728	-0.022087	-0.09174	0.02968
-0.01385	0.0057587	-0.1299	0.024116
-0.11509	-0.012621	0.05002	-0.0098251
0.06921	-0.0032555	0.131	-0.02286
0.01424	0.0054507	0.03324	0.01243
-0.12826	0.0046627	0.03541	0.03323
0.15359	0.012508	-0.04019	-0.0093327
-0.03175	-0.014371	-0.03049	0.019244
-0.04589	-0.0059239	0.15003	-0.0093377
-0.13137	0.022673	-0.05139	0.001304
0.01029	-0.0060956	-0.16334	0.0072149
0.0866	0.021369	-0.0399	-0.021173
0.04238	-0.0010517	0.05962	-0.020601
0.00495	0.010561	-0.0575	-0.019864
0.03948	0.033047	0.10314	-0.015457
0.08866	-0.015198	-0.00551	-0.020273
0.0468	-0.0048074	0.01216	0.019753
0.06413	-0.0034827	0.02902	-0.041249
0.15061	-0.012853	0.02213	-0.0003863
0.13291	0.02021	-0.03616	-0.01704
0.06326	0.035236	-0.04478	0.0058395
-0.05523	0.011196	-0.089	0.026584
-0.07641	-0.01992	-0.02528	0.042381
-0.07539	0.0030129	-0.00952	-0.010793
0.03482	-0.043387	0.06507	0.018901
0.10141	-0.038416	-0.02277	0.0099771
-0.00017666	0.011986	-0.01255	0.040772
-0.03433	-0.0088822	-0.09353	-0.0032883
0.09963	-0.018044	0.077	-0.022006
0.02924	-0.01727	0.00518	-0.024139
-0.08	0.018855	0.0897	0.019944
-0.03276	0.0014989	0.11479	-0.017213
0.14407	0.0011252	-0.0264	0.020127
0.08936	0.0082512	-0.00229	-0.021602
0.03989	-0.0098755	-0.09586	-0.021016
0.02795	-0.019041	-0.13523	0.00018999
-0.03369	0.00343	-0.01538	-0.0097541
0.00061009	-0.032345	-0.1193	-0.0014226
-0.08397	0.020468	-0.05227	0.011476
-0.06235	-0.033866	-0.01909	-0.0099888
0.11719	-0.0090869	-0.0628	-0.012775
-0.07293	0.011053	0.02515	-0.010781
-0.06108	-0.031309	0.01089	0.032147
0.11985	-0.0058688	-0.07891	-0.0051421
0.0771	-0.0042929	-0.08942	0.01679
-0.02123	0.026666	-0.0832	-0.0037088
0.08382	0.017522	-0.01332	-0.034999
0.04153	0.029467	-0.07675	-0.035179
-0.0673	0.038349	-0.00804	0.018949
-0.07402	0.028718	-0.10064	0.004765
0.01676	-0.038403	-0.07578	-0.022124
0.03135	-0.011601	0.07009	0.028419
0.14163	-0.010225	-0.01625	-0.017881
0.06359	0.00027993	0.09073	0.019796
-0.06288	-0.01647	-0.01432	0.021507
-0.02063	-0.024245	-0.04578	0.040052
-0.02452	-0.011477	-0.01557	0.017414
0.09271	-0.031476	-0.03965	0.012652
0.01558	-0.054593	0.00197	-0.00072229
0.02764	0.01188	0.00516	-0.041526
-0.00614	-0.031436	-0.03824	0.0012137
0.02967	0.04325	0.01937	-0.012509
0.03466	-0.026402	0.03213	0.032469
0.05699	-0.018716	-0.10068	0.032343
0.04458	-0.0073336	-0.14574	0.019618
-0.03544	-0.0078295	-0.10797	0.027446
-0.05809	-0.017656	-0.05123	0.013057
-0.07042	0.016515	-0.02857	-0.0016967
0.09098	-0.026203	0.05642	-0.022732
0.07379	0.025079	0.02621	0.013877
0.00129	0.0057573	0.13463	-0.021239
-0.06453	0.0025013	-0.09372	0.040062
0.00772	-0.034275	0.07772	-0.008915
0.09629	-0.020071	0.06276	0.029809
0.00015664	-0.012859	0.04253	-0.021959
0.10885	0.0059459	-0.04206	-0.026255
-0.05465	0.013758	-0.13352	0.0064873
-0.04465	0.042284	0.0721	0.015664
0.11961	-0.0066702	-0.08275	-0.024519
-0.00657	0.026178	0.0506	-0.011465
-0.09055	-0.017575	0.01427	0.012099
-0.14457	0.0017678	-0.01843	0.021279
0.0725	0.019941	0.08829	-0.0079357
-0.03114	-0.035633	0.05758	0.011624
-0.10577	0.00008002	0.02807	-0.02467
0.0218	0.015796	0.11952	0.016841
-0.05588	0.017912	-0.05575	-0.024399
0.06344	0.019322	-0.08888	0.031602
-0.10891	0.015602	0.0143	-0.025793
0.15254	0.010841	0.03634	0.0076766
-0.06443	-0.035675	-0.05569	-0.00052745
0.09296	0.0081732	0.07179	-0.025161
0.09583	-0.043601	-0.01935	0.0028587
-0.09299	0.01668	-0.04489	0.026651
-0.05475	0.00018688	0.07373	0.019766
-0.03252	0.024376	-0.02757	0.036186
0.08678	0.0019951	0.09361	-0.024831
-0.07017	0.0072311	-0.01361	-0.031245
-0.00638	-0.014484	-0.08493	-0.019046
0.08468	-0.029892	0.01315	0.0060685
-0.08381	0.017084	-0.07575	0.00030043
0.12385	0.030337	0.04768	0.011686
-0.04458	-0.004059	0.01794	0.029129
-0.0243	0.0059641	-0.12625	-0.0061664
0.02452	0.0085236	0.04459	0.038008
-0.0958	-0.027769	-0.09083	-0.013231
0.005	-0.015768	-0.03338	-0.025426
-0.11125	0.026543	0.04867	-0.0092689
-0.08144	-0.024881	-0.07481	0.014774
0.0472	0.0058906	-0.15552	-0.0038376
0.03	0.014773	-0.05278	0.022859
-0.12031	0.018243	-0.05125	0.011111
0.05668	0.021569	0.05014	-0.036394
0.05342	0.0011513	-0.04627	-0.013498
-0.07327	-0.016066	-0.03604	0.0084211
-0.06185	-0.032144	-0.01193	-0.02947
-0.02938	-0.010303	0.05998	0.0070087
0.02788	0.020276	-0.03175	-0.0084806
0.1109	0.030772	-0.07261	-0.01375
-0.00759	-0.01409	0.12381	0.0081505
0.05492	0.04356	-0.01486	0.0016435
0.00429	-0.014806	0.04259	-0.010215
-0.08328	0.008653	-0.10775	0.018398
-0.03975	-0.014304	0.01247	-0.048557
0.07468	0.0018451	-0.12536	0.0062597
0.08825	0.036666	-0.0618	0.01741
0.02428	0.016997	-0.08801	-0.016376
0.13017	-0.00090772	-0.02431	0.028227
-0.02847	0.010047	0.06569	-0.037211
-0.08139	0.02861	0.11205	0.0019632
0.00525	0.023946	-0.01082	0.038577
-0.08773	-0.000509	0.04548	0.024148
0.08441	-0.018853	0.02185	-0.010473
0.02523	0.017807	0.01785	-0.040665
-0.08642	-0.018806	0.05575	0.035816
-0.11982	-0.026185	-0.04527	0.022173
-0.08294	0.039382	-0.01565	0.024622
-0.10965	-0.019716	-0.08558	-0.0017348
-0.09212	0.021085	-0.00124	-0.020763
-0.03623	0.026599	-0.10859	-0.010639
-0.07661	-0.035548	-0.01212	-0.0037661
0.06415	0.02786	0.01917	-0.024606
0.02646	-0.0062693	0.09625	-0.032587
-0.04546	-0.02569	-0.12298	-0.018156
-0.12478	-0.018291	-0.03868	0.0056785
-0.08477	-0.016073	-0.06668	-0.020335
-0.06959	0.0078131	-0.05326	0.0053204
0.12919	-0.017052	0.01373	-0.01815
-0.0454	-0.034156	0.04987	-0.001642
-0.05992	-0.021606	0.13076	-0.011077
0.05804	-0.025318	-0.07311	0.019639
0.0026	0.0093617	-0.10398	0.010976
-0.10124	0.0098399	-0.03245	-0.037523
0.05711	-0.03389	0.10303	0.017194
0.02984	0.027775	0.07378	-0.0062152
0.01838	0.01951	0.07951	0.024553
0.0343	0.035005	0.00375	-0.0044645
0.10746	0.0087018	0.01163	0.034923
-0.07648	0.014085	-0.00493	-0.014911
0.04831	-0.031322	0.01645	0.027339
0.07089	0.038349	0.00294	-0.012016
0.00813	0.0098295	0.11228	-0.0080523
-0.01735	-0.043873	-0.06306	-0.0095834
0.04113	0.033239	0.12623	0.0012799
0.06066	0.016841	0.06551	-0.032893
-0.03454	0.026428	-0.05066	-0.012796
0.01661	-0.020364	-0.05505	0.022879
0.02048	-0.016975	-0.1131	0.019283
-0.00601	-0.040562	-0.08674	0.00015349
-0.07176	-0.010925	0.08388	0.039226
0.01623	0.025542	0.01176	-0.013688
-0.04664	0.0148	-0.02703	-0.049746
0.05789	-0.026853	-0.02472	-0.042516
0.12774	0.006212	0.02091	-0.030473
0.02731	-0.031831	0.0929	-0.0013262
0.0468	-0.0067473	0.03398	0.049464
-0.01107	-0.039407	0.05445	-0.006607
0.08634	-0.020382	0.05618	-0.0094569
0.0304	0.020613	-0.08231	-0.0019428
-0.08592	0.0072928	0.0913	-0.026522
0.1122	-0.0096954	-0.02888	0.035018
-0.06046	-0.0063832	0.02925	0.021434
-0.00563	-0.025985	0.04326	0.033021
-0.07236	-0.016791	0.11767	-0.021416
0.14411	0.0097224	0.05159	-0.0085658
-0.06131	0.0067144	-0.02557	-0.0049915
-0.01983	0.0027934	-0.05718	-0.00093367
-0.05442	-0.026602	-0.02505	-0.015749
-0.02851	0.0099864	0.01118	-0.016069
0.09512	-0.011081	-0.11616	-0.001384
0.07176	0.0046018	-0.02806	-0.03244
0.01549	-0.013471	-0.08255	-0.020546
0.11312	-0.010631	-0.10911	-0.0060467
0.14582	-0.01053	-0.05554	0.015292
-0.06143	-0.0048142	0.00749	0.0011253
-0.13151	0.02264	-0.04291	-0.018778
-0.06912	-0.0017861	0.096	0.034676
0.0361	-0.0033371	0.02193	0.0076002
-0.00805	0.0029798	-0.01014	-0.017858
0.02698	0.0026283	-0.03478	0.01866
0.09441	0.038237	0.02284	-0.022473
-0.00495	-0.036294	0.09445	0.0095768
0.15154	-0.0010798	-0.01999	-0.014686
-0.00284	-0.010561	0.06249	0.046261
0.12378	-0.023556	-0.05513	0.0191
-0.0058	0.013834	0.01774	0.015813
0.03801	0.007078	-0.05447	-0.0023639
-0.08672	-0.012391	-0.0397	-0.032757
0.13866	-0.025576	-0.04021	0.0056236
-0.05864	0.024054	0.12214	-0.01144
0.0822	-0.019758	0.12093	0.0050116
-0.03918	-0.014368	0.10603	0.025945
0.05728	0.030911	-0.03848	0.0092484
0.04507	0.043157	0.00445	0.013086
0.04705	0.036013	0.09634	0.014124
-0.06365	0.0026508	0.09615	-0.022043
-0.10895	-0.01053	-0.0155	-0.0344
0.06326	0.029682	0.06042	0.034829
-0.05408	-0.0093432	0.03354	0.026012
0.01196	-0.014964	0.10073	0.040899
0.04666	-0.01005	0.11162	-0.030984
0.12142	-0.0080738	-0.06742	0.0097265
0.0486	-0.045997	0.03133	0.023604
0.04858	0.044659	-0.02219	-0.0090904
0.03612	-0.010109	0.15651	-0.0054153
-0.01506	-0.0027888	-0.04368	0.046389
0.04876	-0.042726	-0.00928	-0.0070858
-0.01953	-0.021149	0.10393	0.035329
0.01485	0.029268	-0.09045	0.019034
0.03228	-0.014949	-0.13764	-0.020205
0.01065	0.024713	-0.04477	-0.045046
-0.00743	0.008733	-0.08469	0.012749
-0.03005	0.034324	0.07364	-0.015972
0.00395	-0.027685	0.10821	-0.031547
0.00205	0.019447	-0.1346	-0.01428
0.00782	-0.015099	-0.02465	0.04065
0.05545	-0.012924	0.10501	-0.03355
0.02399	-0.043965	-0.00653	0.013792
0.11353	-0.029203	0.02823	0.0096721
-0.00135	0.010475	-0.08731	0.029372
-0.07798	-0.028595	-0.04963	-0.0021019
0.11584	-0.028628	-0.01484	0.013704
0.08465	-0.025914	-0.06115	-0.0015175
-0.0627	-0.009478	-0.08591	-0.019783
-0.07487	0.027714	0.02309	0.034595
-0.01449	-0.031381	0.09578	0.0013223
-0.03932	-0.026299	-0.11075	0.026664
-0.0331	-0.005995	-0.09787	-0.021616
0.11898	0.011958	-0.0867	-0.0068075
-0.09468	0.032011	-0.00811	-0.020717
-0.01424	-0.0055343	0.0911	0.038977
0.02077	-0.030486	0.1031	-0.014157
0.00080076	0.034152	0.05651	0.031455
0.02799	0.009112	-0.00553	-0.01792
0.14278	0.01172	-0.06316	-0.0030514
-0.04222	-0.028661	0.00717	-0.0095917
-0.02847	0.006238	-0.00601	0.044919
-0.07506	-0.010354	0.13686	-0.0054842
0.09907	0.00074998	0.08471	0.013062
-0.02871	-0.0090588	0.01675	0.022407
-0.06606	-0.010531	-0.07295	0.010654
-0.07498	-0.022104	0.04655	0.020197
-0.11243	-0.0070588	0.02329	0.034973
-0.14616	0.0089135	0.00498	-0.012003
-0.09226	-0.0072602	-0.11721	0.021506
0.00668	0.0097871	-0.02245	-0.017704
0.03389	-0.0011257	0.00154	-0.026349
0.11984	0.021515	-0.02026	-0.0045098
-0.03014	0.0032983	0.02166	0.012821
0.09572	-0.0061144	-0.10939	-0.00087666
0.04934	-0.027053	-0.08493	0.014143
-0.05751	-0.0050652	0.03598	0.024577
0.08142	-0.040747	-0.03204	0.0056843
-0.0121	-0.0042959	0.09687	-0.0026918
0.1099	0.010464	0.0561	-0.032555
0.06465	0.021225	0.03517	0.03633
-0.12059	-0.0059278	-0.04939	-0.014149
0.11535	0.0092993	0.09053	-0.0065421
0.0924	0.017244	0.00445	0.0024945
-0.04643	-0.0071916	0.00115	-0.01738
-0.04624	0.038561	0.02974	0.017151
-0.07355	-0.028409	0.01645	0.023749
0.02368	-0.017353	-0.14961	0.0015551
0.11788	-0.022343	0.02746	0.019611
0.06673	-0.028669	-0.07028	0.032
-0.06907	0.0055698	0.02663	0.03519
0.01944	-0.027905	0.03187	0.019802
-0.0339	-0.027913	-0.02667	-0.042058
-0.00854	0.029893	0.04054	-0.024047
-0.07118	0.02239	0.01986	-0.020282
-0.10624	0.010925	-0.08813	0.0033606
-0.00381	0.011404	0.02648	-0.02985
-0.06634	-0.0067308	-0.13455	0.012384
-0.03835	-0.016347	0.15101	0.0064589
-0.0533	0.0030994	0.01381	-0.0017968
-0.08243	0.00055103	0.07034	-0.022344
-0.12774	0.015773	-0.06024	-0.00038665
0.07103	0.034904	-0.08247	-0.0066306
-0.01043	-0.00027605	0.10488	0.023908
-0.04947	-0.027164	-0.01688	0.024736
0.06556	-0.016205	-0.01406	0.013008
0.01053	0.030755	0.07134	-0.0038749
0.09103	0.0091656	0.02836	0.034717
0.06112	0.04005	-0.03182	0.014273
0.12812	-0.012192	-0.03167	-0.024308
0.04442	-0.0039318	0.08835	0.043271
0.00794	-0.012519	-0.15377	-0.0025822
0.08154	0.027749	0.08916	-0.014497
0.08407	0.0026414	-0.04187	-0.038302
0.00668	0.012063	-0.11987	0.026449
-0.00432	-0.031534	0.02815	-0.0078122
0.03293	-0.02399	0.09426	-0.02111
0.0154	0.011999	-0.03435	0.018392
0.04202	0.031529	0.0305	0.0217
-0.06148	0.02703	-0.09485	-0.022552
-0.03776	0.016694	-0.01414	0.029304
0.11622	-0.014408	0.09444	-0.015064
-0.14525	-0.0073638	-0.00013814	0.0051921
0.07248	0.027536	0.05495	0.010314
0.1035	-0.0076206	0.07492	0.031491
0.04069	0.016497	0.06141	0.017859
-0.09705	-0.027721	-0.02873	-0.031021
0.09077	0.016489	-0.01717	-0.032295
0.00961	-0.031262	0.07279	-0.029214
-0.02678	-0.009357	0.0053	-0.01327
0.03079	-0.042508	-0.01672	0.026929
-0.04134	0.022283	-0.01564	-0.0034535
-0.08374	-0.0031735	-0.07577	0.026296
-0.06093	0.0071654	0.01098	-0.017435
0.05713	-0.025196	0.05511	-0.021142
-0.08749	-0.0027172	-0.1053	-0.025078
0.08636	-0.0075582	-0.11841	-0.01164
0.04092	-0.010505	-0.11995	0.01873
-0.05385	0.029621	0.02261	0.0032678
-0.0837	-0.032429	0.01071	0.016604
-0.10555	-0.015588	0.04434	-0.026291
-0.07244	-0.023792	0.09081	0.019174
0.07243	-0.0052845	-0.00112	-0.030933
0.14835	0.013124	-0.06101	-0.000556
0.0166	0.045488	0.0381	0.0010121
-0.0113	0.042621	0.02667	0.030788
0.00339	-0.023496	-0.00513	-0.049772
0.02865	0.037304	0.08706	0.020074
0.01106	-0.0097851	0.12417	0.00048943
-0.1429	0.014457	0.05489	-0.0033438
-0.07372	-0.0015455	-0.12977	-0.0065881
-0.04296	0.039646	-0.04193	0.027501
0.13813	-0.014369	0.06222	0.00023258
-0.12943	-0.0054304	-0.0094	-0.0030598
0.04834	0.027536	0.05575	0.023561
0.04496	0.025695	0.0622	-0.032998
-0.04329	0.023196	-0.08554	0.0036106
0.03723	0.014137	-0.07882	-0.0311
-0.03333	0.0033977	0.02742	0.053509
-0.07425	0.043343	0.02998	-0.012982
-0.04919	0.0013304	-0.03424	0.030499
-0.04033	0.0099067	-0.00514	0.030481
-0.14606	0.0078527	-0.05928	0.012759
0.04956	-0.010316	0.04395	0.042973
-0.05588	-0.0050337	-0.0452	-0.041695
-0.04646	0.037766	-0.00796	0.025384
-0.01595	0.036771	-0.08819	-0.022728
0.12445	0.010337	-0.0349	0.021615
-0.01819	0.038721	0.04218	0.015125
-0.05827	-0.020546	0.11381	-0.013562
-0.05551	-0.008134	-0.102	-0.0099416
0.07873	0.016573	-0.13026	0.013746
0.01821	-0.031957	0.08094	0.010937
0.10573	-0.021336	0.01459	0.029752
0.0346	-0.045115	0.06844	-0.0010582
-0.05503	0.0033457	0.07496	0.0075267
0.06388	0.038284	0.07272	0.019248
-0.02201	-0.0062425	0.11005	0.029994
-0.11946	-0.012186	-0.06568	0.0064732
0.07056	-0.0093638	-0.00435	0.00026433
0.03546	-0.028826	0.01987	0.0094238
0.1106	0.01961	0.06532	-0.011068
0.00147	0.012894	0.05196	-0.041817
-0.05799	-0.017938	0.0831	-0.016588
0.0445	-0.014516	-0.00277	-0.042355
-0.03749	-0.026596	-0.08514	0.013897
0.06685	0.021742	0.09158	-0.0063521
-0.00334	-0.0381	-0.11729	-0.0044357
0.08072	0.012894	0.04754	-0.0077013
-0.02894	0.0088677	0.03376	-0.051014
-0.11077	0.020509	-0.00769	-0.014128
-0.12274	-0.01686	-0.01645	0.01287
0.15569	-0.017986	0.00657	-0.0086587
0.05581	0.016139	0.02267	-0.00045211
-0.03799	-0.0025347	0.08082	0.0242
-0.05639	-0.030394	0.1009	-0.0068131
-0.0255	0.040262	-0.05699	0.011541
0.00421	0.00001805	-0.09135	-0.0039778
0.05326	-0.012409	0.04246	0.021013
-0.01178	0.012669	0.05328	-0.027467
-0.0063	-0.03653	-0.10067	-0.021735
0.02342	-0.0075839	-0.07557	0.016875
-0.04425	-0.03099	0.10592	-0.024603
-0.12106	0.015382	-0.06709	-0.0036652
0.06504	0.00758	-0.11749	-0.0035475
-0.01292	-0.020484	-0.07308	0.02283
-0.03302	-0.0055644	-0.09038	-0.037201
-0.08684	-0.0017464	0.09166	-0.034044
-0.06976	-0.03211	0.03842	-0.00414
0.02654	-0.0050478	-0.08448	-0.038196
-0.08431	0.010709	0.02564	-0.029594
-0.02761	0.029714	0.00777	0.026898
-0.10383	-0.026171	-0.0031	-0.0098327
-0.00424	-0.037635	-0.05463	0.029057
-0.00337	0.01347	0.04166	0.016068
0.01418	-0.025754	-0.01455	0.047872
-0.12449	-0.0094024	0.05256	-0.01146
-0.05787	-0.017405	-0.08402	-0.023371
0.01681	-0.013736	-0.08438	-0.032721
-0.01893	0.024013	0.04767	-0.030097
-0.03598	0.014544	0.09945	0.0064988
-0.01009	0.015245	0.02394	0.01752
-0.09973	-0.019171	0.02	-0.0087067
0.02088	-0.011246	-0.08814	0.025925
-0.02892	0.029515	0.01691	0.041073
0.10085	0.035838	-0.0479	0.0090324
0.06682	0.027701	0.0124	0.040698
-0.02109	-0.047354	0.04999	0.008357
-0.02211	-0.015205	-0.02781	0.033007
0.01	0.014832	-0.07479	-0.045745
-0.07692	0.019601	-0.05187	0.026954
-0.09566	-0.014167	-0.11129	0.013986
-0.07466	-0.013547	0.09169	0.011207
0.10354	-0.03284	-0.03407	-0.009425
0.04347	0.023303	-0.02064	0.0084553
-0.07061	-0.012883	-0.13946	-0.0089005
0.02631	0.019667	-0.04276	0.047793
-0.04364	0.034468	-0.00694	-0.022804
0.05163	-0.013799	0.05722	0.0044446
0.06287	0.04009	-0.05217	-0.017602
-0.09943	0.0048118	-0.12689	-0.011485
0.06192	-0.027972	-0.00066047	-0.027334
0.06282	0.014947	0.01666	0.04191
-0.00921	0.039865	-0.02289	-0.020064
-0.08795	0.013359	0.11032	0.016798
-0.04576	-0.023269	0.08183	-0.025558
-0.01227	0.040502	0.02795	-0.015446
0.05781	0.013967	0.04627	-0.0045326
-0.07886	0.035754	0.05074	0.014688
0.00342	-0.0045544	0.08402	0.016625
-0.10921	-0.020404	-0.04452	0.019249
0.03368	0.041917	-0.06879	0.020732
0.00040973	-0.041804	0.07771	-0.025656
-0.11508	0.01606	0.05443	-0.0030538
-0.13533	-0.0066768	-0.08131	0.016436
0.11427	-0.016821	-0.04601	0.0030054
0.01423	0.030173	0.09874	-0.0013912
-0.15396	0.0023172	-0.0265	0.00019999
0.01626	-0.038026	-0.08092	-0.0016604
0.07496	0.031633	-0.03133	0.020248
0.022	0.015459	0.12101	0.0084569
-0.0737	0.04435	0.06133	-0.0012843
-0.07057	0.0027272	-0.05789	0.0045271
0.05977	-0.021047	-0.08251	-0.037632
0.04109	0.023548	-0.02236	0.02549
0.06391	0.0055257	0.14417	0.0045913
-0.11049	0.018634	-0.04675	-0.02835
-0.07716	-0.012927	-0.01207	0.045748
-0.00961	0.008993	0.00616	0.023643
0.0663	0.02653	0.05668	0.013849
0.05049	-0.028701	-0.03199	-0.034484
-0.03639	0.032342	-0.01688	0.020482
0.05217	-0.018892	0.04285	-0.035379
-0.02948	-0.0023319	-0.04629	0.0064003
-0.04375	-0.019819	0.0431	-0.038415
-0.04444	0.014184	-0.01424	0.014138
0.01794	-0.02272	0.03899	-0.044271
0.10684	-0.032654	-0.02868	0.020306
-0.12643	0.018488	-0.06515	-0.020819
0.08673	-0.011634	0.05108	-0.010823
-0.09828	0.0088886	0.08176	0.033175
-0.10009	-0.0056004	0.0975	-0.0031965
-0.12714	0.011939	-0.02884	0.013413
-0.00604	-0.015947	-0.02973	-0.029548
-0.0618	0.020051	-0.06822	0.031096
0.08694	0.043012	0.02861	0.016314
-0.10275	-0.014079	-0.00549	-0.02202
-0.03137	0.0023553	-0.11012	-0.023268
0.11483	0.004656	0.03143	-0.015896
0.04598	0.040449	0.03127	0.010215
-0.01285	0.015044	-0.08471	-0.0049084
-0.08412	-0.019145	-0.02561	-0.0030679
-0.04749	0.047833	0.04297	0.011021
0.0534	0.0018806	-0.00643	0.040239
0.12527	-0.028767	0.00707	-0.013812
-0.11888	0.013258	0.01206	-0.014046
0.16199	0.0055692	0.000019835	-0.00017654
-0.09127	-0.013037	0.07776	0.00058018
0.08016	0.0057626	0.06888	0.018329
0.03957	-0.015303	0.02052	0.0029243
0.08981	-0.028275	0.07838	0.0092941
0.02396	-0.018469	0.00145	0.0020506
0.14588	-0.014006	-0.02294	0.016545
0.02875	0.03152	-0.0872	-0.027248
0.02766	0.017282	-0.06991	-0.016702
-0.00611	0.03795	-0.07718	0.024807
0.04201	0.0379	0.06041	-0.029666
-0.0255	0.033059	0.04786	0.00036585
0.14661	-0.0013099	0.0648	-0.015328
0.03524	-0.040506	0.0836	0.012748
-0.01013	0.026858	-0.07416	-0.0033498
-0.10432	0.013124	-0.0599	0.0033503
-0.07464	-0.010053	-0.04993	-0.023098
-0.09311	-0.00001535	-0.10605	0.0048573
-0.06037	0.018577	0.0715	-0.011306
-0.11671	0.020283	-0.0106	-0.033389
-0.01623	0.0027433	0.08676	0.015472
-0.00739	0.026388	-0.05296	0.044128
0.04607	-0.008991	0.09764	-0.00059307
-0.01378	0.028394	-0.10507	0.028168
0.01233	-0.01872	0.02793	-0.035397
-0.1342	-0.013985	0.06834	-0.019082
-0.0209	-0.0088413	-0.03564	-0.022938
-0.036	0.010894	0.01509	0.039806
-0.0167	0.020197	-0.03705	0.018747
0.09735	0.022699	-0.09989	0.011991
0.03235	0.033643	0.1191	0.015344
-0.04418	0.011465	0.09045	0.011491
0.07557	-0.0079471	-0.02329	-0.029658
-0.03795	0.0010643	-0.09623	0.032977
0.02077	-0.04346	0.06176	-0.012562
0.01589	-0.020668	-0.02061	0.049828
-0.11421	0.01351	0.03208	-0.022965
0.04182	-0.010941	-0.06884	-0.021999
-0.06842	0.013977	-0.13098	-0.018002
0.022	0.014935	0.10291	-0.0047652
0.05098	-0.0038209	0.00384	0.008836
-0.05698	0.0055918	0.13338	-0.0041353
0.09985	-0.015799	0.07426	0.0061843
0.06098	-0.035269	0.03234	-0.0068293
0.04577	-0.0011065	-0.02978	0.0094314
-0.09022	-0.009183	0.09852	0.019739
-0.01655	0.0012065	0.06267	-0.039725
-0.02566	-0.044375	-0.00536	0.027283
0.03991	-0.039984	0.02907	0.030279
-0.05625	-0.026322	0.07263	-0.015459
0.03018	0.025144	-0.00196	-0.046405
0.08004	-0.021178	0.00241	0.032797
0.15015	0.0084172	0.024	0.0052662
-0.12422	0.0050858	-2.8529E-06	-0.015983
-0.01401	0.0022643	-0.02425	0.033597
0.10787	-0.0055232	-0.01628	-0.035485
