 Nseed      iq         dt[nsec]           dW[MeV]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.40040E-01       0.16448E-07      -0.63830E-01       0.39247E+01      -0.11204E+00       0.12446E+02
      0      1      -0.27735E-01      -0.13788E-07      -0.12013E+00      -0.48546E+01      -0.25949E-01      -0.16226E+02
      0      1      -0.32450E-01       0.19134E-07       0.17262E-02      -0.12008E+02      -0.90862E-01       0.39552E+02
      0      1       0.61737E-02      -0.26619E-08       0.47502E-01       0.57194E+01      -0.10585E+00      -0.26647E+02
      0      1      -0.32366E-01      -0.16158E-07      -0.12590E-01       0.31820E+02       0.46287E-01      -0.12194E+02
      0      1      -0.36844E-01      -0.18859E-07      -0.35740E-01       0.86067E+00      -0.10862E-01       0.30228E+02
      0      1      -0.21055E-01      -0.25030E-07       0.58409E-01       0.10073E+02       0.52248E-01      -0.59548E+01
      0      1      -0.12358E-01       0.83503E-08      -0.69333E-01       0.37433E+01       0.90310E-01      -0.18278E+02
      0      1      -0.37870E-01      -0.25622E-07      -0.56815E-01       0.18468E+02      -0.85133E-01      -0.28160E+02
      0      1       0.24783E-01      -0.37216E-08       0.80022E-01      -0.15815E-03      -0.79742E-02      -0.43135E+02
      0      1       0.11643E-01      -0.11309E-07      -0.79876E-01       0.38514E+02      -0.18914E-01      -0.61975E+01
      0      1      -0.12666E-01      -0.19960E-07       0.81274E-01       0.10469E+00      -0.63692E-01       0.35668E+00
      0      1      -0.42618E-01      -0.15238E-08       0.17188E-01       0.20919E+02      -0.16331E-01      -0.57445E+01
      0      1      -0.11278E-01       0.12880E-07       0.51514E-01       0.24363E+01      -0.31444E-01       0.28819E+02
      0      1      -0.29485E-01      -0.40257E-08      -0.94525E-01      -0.14169E+01       0.11863E-01       0.14500E+02
      0      1      -0.28045E-02      -0.11092E-07      -0.10438E+00      -0.95076E+01       0.90949E-01       0.17944E+01
      0      1      -0.19839E-01      -0.22580E-07       0.13436E-01       0.33728E+02       0.66786E-01      -0.30510E+02
      0      1      -0.24111E-01       0.11115E-07       0.14026E+00      -0.94038E+01      -0.18532E-01       0.16521E+02
      0      1       0.41571E-02       0.10639E-07       0.75296E-01       0.11455E+02      -0.49882E-01       0.16874E+02
      0      1      -0.31722E-01      -0.13677E-07      -0.19465E-01       0.24198E+02       0.34031E-01       0.77912E+00
      0      1       0.27881E-01      -0.21259E-08      -0.11962E+00      -0.28219E+02      -0.78533E-01      -0.44150E+01
      0      1       0.59624E-02       0.10862E-07      -0.93431E-01       0.55540E+01      -0.10166E+00      -0.24939E+02
      0      1       0.42938E-01      -0.17867E-07       0.10359E+00       0.27808E+02       0.57451E-01      -0.16301E+02
      0      1      -0.41061E-02       0.74137E-08       0.90592E-01       0.46672E+01      -0.71475E-01       0.27747E+02
      0      1      -0.26878E-01      -0.58506E-08       0.22683E-01      -0.25825E+02       0.47188E-01       0.28328E+02
      0      1      -0.92876E-02       0.70164E-08       0.23345E-01       0.97753E+01       0.49249E-01       0.21317E+01
      0      1       0.22646E-01       0.77886E-08      -0.47360E-01       0.85075E+01      -0.10021E+00       0.95523E+00
      0      1      -0.38783E-02      -0.39835E-08       0.96946E-01      -0.10999E+02       0.26468E-01       0.35256E+02
      0      1      -0.21773E-01      -0.43819E-08       0.12373E-01      -0.19549E+02      -0.17760E-01       0.21109E+01
      0      1       0.40441E-01      -0.11444E-07      -0.16410E-01      -0.44783E+00       0.12475E+00       0.24041E+02
      0      1      -0.32484E-01       0.92399E-08      -0.53438E-02       0.16366E+01       0.48464E-01       0.53015E+02
      0      1       0.37932E-03      -0.23710E-07      -0.62598E-01       0.68825E+01       0.10218E+00       0.16827E+02
      0      1       0.19782E-01       0.12712E-08      -0.37962E-01       0.17663E+02       0.62289E-01       0.44171E+02
      0      1       0.33545E-01       0.26221E-07       0.63948E-02      -0.12199E+02      -0.55057E-01      -0.36492E+02
      0      1      -0.29331E-01       0.79583E-08      -0.49165E-01       0.26967E+02       0.98641E-01       0.23228E+02
      0      1       0.29818E-01       0.70674E-08       0.11957E+00      -0.29171E+02      -0.29242E-01       0.72733E+01
      0      1       0.36758E-01      -0.24366E-07       0.62518E-01      -0.12766E+02       0.81808E-01      -0.11182E+02
      0      1      -0.11723E-01      -0.22291E-07      -0.81494E-01      -0.80211E+01      -0.81333E-01      -0.30547E+00
      0      1       0.15269E-01      -0.18515E-07       0.10406E+00       0.37740E+01      -0.31250E-01      -0.20584E+01
      0      1      -0.37901E-01      -0.22445E-08       0.77871E-01      -0.33626E+02       0.84250E-01      -0.19439E+02
      0      1       0.99072E-03      -0.18467E-07       0.44218E-01      -0.28656E+02      -0.11522E+00       0.20900E+02
      0      1      -0.50443E-02       0.65343E-08       0.70111E-01       0.12834E+02       0.26815E-01      -0.25284E+02
      0      1      -0.28912E-01       0.16397E-08       0.58176E-01       0.38911E+02      -0.50163E-01      -0.10142E+00
      0      1       0.74630E-03      -0.87834E-08      -0.55423E-01       0.22645E+02      -0.12520E+00      -0.20515E+02
      0      1      -0.34157E-01       0.20607E-07      -0.86713E-01       0.21827E+02       0.26723E-01       0.16646E+02
      0      1       0.40573E-01       0.32363E-08       0.45139E-01       0.13075E+02       0.13308E+00      -0.13500E+02
      0      1       0.15409E-01       0.11083E-07      -0.35783E-01      -0.20948E+02      -0.10008E+00       0.29324E+02
      0      1       0.43830E-02      -0.20409E-07      -0.23419E-01       0.19741E+02       0.33134E-01      -0.18714E+02
      0      1      -0.21986E-01      -0.12720E-08       0.95298E-01      -0.10752E+02       0.10190E+00      -0.94856E+00
      0      1       0.29124E-01      -0.35533E-08       0.28929E-02      -0.42395E+02       0.12679E-01       0.21246E+02
      0      1      -0.15743E-01       0.24258E-07       0.67860E-01      -0.20561E+02       0.64599E-01      -0.36575E+02
      0      1      -0.14765E-02       0.15089E-07      -0.27635E-01      -0.19850E+01       0.84751E-01       0.55162E+01
      0      1      -0.24046E-01       0.73561E-08      -0.55247E-01       0.10293E+02       0.11719E+00      -0.31464E+02
      0      1       0.18128E-01      -0.10625E-07      -0.84052E-01       0.19454E+02      -0.10327E+00      -0.13827E+01
      0      1       0.68363E-02       0.22482E-07      -0.23761E-01      -0.42244E+01       0.27640E-01       0.32906E+02
      0      1      -0.10311E-02      -0.28086E-08       0.59597E-01      -0.12908E+02      -0.73905E-01      -0.11430E+02
      0      1      -0.91914E-02      -0.11917E-07       0.47108E-02       0.13654E+02      -0.26125E-01      -0.45832E+01
      0      1       0.20873E-01      -0.11558E-09      -0.43524E-01       0.19022E+02       0.13957E+00       0.17199E+02
      0      1       0.26911E-01       0.76518E-08       0.10106E-02      -0.14317E+02       0.10354E-01       0.21597E+02
      0      1      -0.80594E-02       0.17081E-07      -0.20396E-01       0.39296E+02       0.12452E-01      -0.21807E+02
      0      1      -0.31441E-01       0.19058E-07       0.76627E-01       0.11052E+02      -0.30577E-01      -0.15604E+02
      0      1      -0.11252E-01      -0.68931E-09       0.56347E-01       0.30873E+02       0.29377E-01      -0.30443E+02
      0      1       0.18149E-01      -0.20231E-07      -0.70245E-01       0.13607E+02      -0.75768E-01       0.17729E+02
      0      1      -0.12503E-01      -0.25310E-07       0.85050E-01       0.69469E+01       0.10224E-01      -0.39999E+02
      0      1      -0.14013E-01      -0.12113E-07       0.38487E-01       0.31030E+02      -0.91865E-01      -0.11941E+02
      0      1       0.17037E-01      -0.12311E-07       0.25376E-01       0.39089E+02      -0.79842E-01       0.57095E+01
      0      1      -0.42262E-01       0.14434E-07      -0.14840E-01       0.24595E+01       0.13465E+00      -0.30767E+00
      0      1      -0.36394E-01       0.14359E-07      -0.76421E-01       0.28409E+02      -0.24696E-01      -0.93001E+01
      0      1       0.25118E-01       0.23031E-07      -0.14478E-02       0.13881E+02       0.54174E-01      -0.12627E+02
      0      1      -0.37917E-02      -0.10701E-07      -0.56018E-01       0.33097E+02      -0.14984E-01      -0.24383E+02
      0      1       0.46428E-02       0.13699E-07      -0.18522E-01      -0.36814E+02      -0.70939E-01       0.23622E+02
      0      1      -0.32403E-01      -0.81162E-09       0.92127E-01       0.32574E+02      -0.45748E-01       0.25599E+02
      0      1       0.10596E-01      -0.98546E-08       0.70184E-01      -0.26786E+02       0.42329E-01      -0.38322E+02
      0      1      -0.12335E-01       0.23463E-07      -0.72019E-01      -0.15058E+02       0.43369E-01       0.32440E+01
      0      1      -0.15786E-01      -0.22111E-07      -0.28654E-01      -0.35580E+02       0.61465E-01      -0.91066E+01
      0      1      -0.22457E-01       0.25871E-07       0.48533E-01      -0.36164E+01      -0.36518E-01      -0.17530E+02
      0      1      -0.65953E-02      -0.13156E-07       0.38468E-01       0.33828E+02       0.82286E-01      -0.68809E+01
      0      1       0.32963E-01      -0.15047E-07      -0.12361E+00       0.54567E+01       0.15743E-02       0.27392E+02
      0      1       0.29453E-01       0.10626E-07      -0.10444E+00      -0.57398E+01       0.80104E-01       0.14763E+02
      0      1       0.31837E-01       0.15634E-07       0.11508E+00      -0.14031E+02       0.62934E-01      -0.18672E+02
      0      1      -0.46674E-02       0.12725E-07       0.94028E-01       0.13108E+01      -0.18164E-01      -0.34210E+02
      0      1      -0.15443E-01      -0.24746E-07       0.36778E-04      -0.16555E+02       0.47334E-02       0.29017E+02
      0      1      -0.16656E-01       0.10285E-07      -0.28822E-01       0.26641E+02      -0.11638E-02       0.46884E+02
      0      1       0.25649E-01      -0.16959E-07      -0.87463E-02      -0.28447E+02       0.68584E-01       0.29199E+02
      0      1      -0.81987E-02      -0.11372E-07       0.22220E-01       0.50295E+02      -0.93162E-02       0.64560E+01
      0      1      -0.23131E-01      -0.68907E-08       0.58687E-01       0.75217E+01      -0.55215E-01      -0.31901E+02
      0      1      -0.33399E-01       0.17394E-07      -0.56850E-01       0.44489E+02       0.72712E-01       0.30173E+01
      0      1      -0.10861E-01      -0.21754E-07       0.10140E-01       0.46460E+02      -0.36970E-01       0.95351E+01
      0      1      -0.14893E-01       0.23214E-07       0.88786E-02      -0.98804E+01      -0.78311E-02      -0.20556E+02
      0      1      -0.26032E-01       0.66593E-08      -0.13219E-01      -0.42469E+02      -0.54358E-01      -0.18577E+02
      0      1      -0.33628E-01       0.16438E-07       0.92921E-01       0.28157E+02      -0.21945E-03      -0.51677E+01
      0      1      -0.33471E-02       0.15989E-07       0.80067E-01       0.31124E+02       0.13347E-01      -0.20092E+02
      0      1      -0.11483E-01      -0.17319E-07      -0.64965E-01      -0.83446E+01      -0.31902E-01       0.22409E+02
      0      1      -0.16165E-01       0.13213E-07       0.10015E+00       0.58883E+01       0.60235E-01       0.11776E+01
      0      1      -0.30479E-02       0.84835E-08      -0.81789E-01       0.10021E+02       0.79112E-01       0.22369E+02
      0      1       0.83767E-02      -0.73591E-08      -0.12595E-01       0.22242E+01      -0.40335E-01      -0.34680E+02
      0      1      -0.88538E-02      -0.17899E-07       0.96961E-01      -0.42594E+02      -0.27238E-01      -0.45236E+01
      0      1      -0.17862E-01       0.41337E-08      -0.26884E-01      -0.25993E+02      -0.37850E-01      -0.24424E+02
      0      1      -0.12846E-01      -0.12794E-07       0.51593E-01      -0.17262E+01       0.11002E+00      -0.20920E+02
      0      1       0.32608E-01      -0.15494E-07       0.52882E-01      -0.16888E+02      -0.71134E-01       0.42470E+02
      0      1       0.27031E-01       0.45743E-08      -0.96570E-01       0.64082E+01      -0.10368E+00       0.14226E+02
      0      1       0.10618E-01      -0.70777E-08       0.27595E-01       0.52335E+01       0.98492E-01      -0.35057E+02
      0      1      -0.22172E-01      -0.67697E-08      -0.94301E-01       0.27411E+02       0.99351E-01      -0.59218E+01
      0      1       0.38021E-01       0.46684E-08      -0.49490E-01      -0.12979E+02       0.21541E-01       0.32955E+02
      0      1      -0.49909E-02      -0.38189E-08      -0.74737E-01       0.35899E+01       0.35487E-01       0.32150E+02
      0      1      -0.93374E-02      -0.15970E-09      -0.13165E+00       0.96477E+01      -0.40850E-01      -0.27284E+02
      0      1      -0.11648E-01       0.13920E-07       0.50495E-01      -0.30740E+02      -0.86058E-02      -0.20245E+02
      0      1      -0.53193E-02      -0.15460E-07      -0.20939E-01       0.79573E-01       0.53844E-02       0.33769E+01
      0      1       0.21764E-01       0.24085E-07      -0.16181E+00      -0.30985E+01       0.34866E-01       0.43391E+01
      0      1      -0.65064E-02       0.30105E-08      -0.99179E-01      -0.28514E+02       0.74061E-01      -0.84106E+01
      0      1      -0.14533E-01       0.24656E-07       0.97722E-01      -0.78522E+01       0.83106E-01       0.27481E+02
      0      1      -0.42805E-02       0.92269E-08       0.68119E-01      -0.16808E+02      -0.55829E-01      -0.22800E+02
      0      1      -0.13277E-01      -0.16116E-07       0.26120E-01      -0.22570E+02      -0.10925E+00      -0.28688E+02
      0      1       0.24645E-01      -0.22249E-07       0.70582E-01      -0.21967E+02      -0.41385E-01      -0.15203E+02
      0      1       0.41657E-01      -0.13169E-07       0.92421E-01       0.14607E+02      -0.58015E-01      -0.26274E+02
      0      1       0.27059E-01       0.10971E-07       0.30691E-01      -0.14435E+02       0.87057E-01       0.10697E+02
      0      1      -0.22398E-01       0.13487E-07      -0.10468E+00      -0.13852E+02       0.77383E-01       0.18150E+02
      0      1       0.34944E-01       0.16246E-08       0.76401E-01      -0.29084E+02       0.76243E-02      -0.25042E+02
      0      1      -0.35639E-01      -0.19867E-07      -0.95976E-01      -0.68617E+01      -0.55213E-01      -0.24558E+02
      0      1       0.29167E-01      -0.93099E-08      -0.63052E-01       0.21386E+02       0.13173E+00      -0.10660E+02
      0      1       0.14636E-01       0.21794E-07      -0.34998E-01       0.40580E+02      -0.24354E-01       0.14371E+02
      0      1       0.31557E-01      -0.36438E-08      -0.18312E-01       0.25881E+02       0.87135E-01       0.53867E+00
      0      1       0.12777E-01      -0.18131E-07       0.98234E-01      -0.33211E+02      -0.43448E-01       0.18750E+01
      0      1       0.45113E-01       0.25063E-07       0.84829E-01      -0.28632E+01      -0.12250E+00      -0.49965E+01
      0      1       0.85546E-02       0.24672E-07       0.46766E-01      -0.19138E+00       0.33241E-01       0.23642E+02
      0      1      -0.77100E-02       0.19686E-07      -0.11263E+00      -0.11549E+02      -0.16249E-01       0.77076E+01
      0      1       0.10079E-01      -0.17306E-08       0.22524E-01      -0.26682E+02      -0.82082E-01       0.34794E+02
      0      1      -0.22011E-01       0.17989E-07      -0.59878E-01      -0.21349E+01      -0.12975E+00      -0.15146E+02
      0      1      -0.38134E-01       0.10227E-07       0.96881E-02      -0.37925E+02      -0.11136E-02      -0.58170E+01
      0      1       0.42613E-01       0.34664E-08      -0.83004E-01      -0.97677E+01       0.62464E-05       0.34995E+02
      0      1       0.91827E-02      -0.18719E-07      -0.83363E-01      -0.17570E+02      -0.59782E-01      -0.18727E+02
      0      1       0.38972E-01       0.21937E-07       0.12266E+00       0.73637E+01      -0.61649E-02      -0.35148E+02
      0      1       0.37865E-01       0.22654E-07      -0.45708E-01       0.24672E+02      -0.11823E+00      -0.68843E+01
      0      1      -0.14344E-01       0.48624E-08      -0.12194E+00      -0.34518E+01      -0.85192E-01      -0.23271E+02
      0      1       0.18712E-02       0.42182E-08       0.94527E-01       0.14337E+02      -0.22389E-01       0.87426E+00
      0      1      -0.34737E-01      -0.34835E-08      -0.72794E-01      -0.19998E+02       0.41388E-01       0.34241E+02
      0      1      -0.61280E-02       0.23330E-07      -0.16255E-01      -0.23709E+02      -0.85983E-01      -0.47022E+01
      0      1       0.27974E-01      -0.19064E-08      -0.13048E-01       0.23555E+02      -0.13055E-01      -0.13805E+02
      0      1      -0.33802E-01       0.20217E-07       0.92748E-02      -0.15902E+02      -0.13138E+00      -0.26802E+02
      0      1       0.22959E-01      -0.24622E-07      -0.52947E-01      -0.15077E+02       0.79273E-01       0.32656E+02
      0      1      -0.98467E-02      -0.20376E-07       0.22589E-01       0.47479E+01      -0.11489E-01      -0.33840E+02
      0      1       0.60135E-03       0.13512E-07      -0.94754E-02       0.51462E+01       0.41321E-01      -0.81518E+01
      0      1      -0.45410E-01       0.82454E-08      -0.14766E-01      -0.28330E+02      -0.67306E-02       0.23022E+02
      0      1      -0.33256E-01      -0.23976E-07      -0.84099E-01      -0.25398E+02      -0.92534E-01       0.21844E+02
      0      1      -0.21353E-02       0.25560E-07       0.67011E-01       0.10284E+02      -0.66128E-02       0.15224E+02
      0      1      -0.23183E-01       0.19992E-07       0.11862E+00      -0.26170E+02       0.24437E-01       0.63291E+01
      0      1       0.70704E-02       0.18053E-07       0.12047E+00       0.75376E+01       0.77260E-01      -0.25424E+01
      0      1      -0.14624E-01      -0.12362E-07       0.91565E-01       0.37158E+01       0.37193E-01       0.17356E+02
      0      1      -0.39401E-01      -0.27322E-08       0.65879E-01       0.10472E+02       0.11424E+00       0.15361E+02
      0      1      -0.21732E-01       0.20200E-07       0.92637E-01      -0.50202E+00       0.63674E-01       0.10283E+02
      0      1      -0.19436E-01       0.24161E-07      -0.38063E-01       0.61069E+01       0.62003E-01      -0.14583E+01
      0      1      -0.73820E-02      -0.25768E-07      -0.61428E-02      -0.22560E+02       0.85319E-01      -0.41276E+02
      0      1       0.55788E-02      -0.71842E-08      -0.34313E-01      -0.20964E+02       0.89671E-01      -0.35229E+02
      0      1       0.33273E-01      -0.22399E-07       0.48376E-01       0.34221E+01      -0.79472E-01      -0.32585E+02
      0      1       0.75068E-02       0.19086E-07       0.91047E-01      -0.49580E+01       0.10318E+00      -0.12681E+02
      0      1      -0.78991E-02      -0.15331E-07       0.61991E-01       0.39738E+02      -0.80696E-01       0.11065E+02
      0      1      -0.31216E-01       0.25436E-07      -0.91410E-01      -0.25008E+02      -0.11205E+00       0.10507E+01
      0      1       0.33342E-01       0.14687E-07      -0.11868E+00      -0.11167E+02      -0.80920E-01      -0.22248E+02
      0      1      -0.38874E-01       0.22420E-07       0.95623E-02       0.36791E+02      -0.64839E-01       0.31433E+02
      0      1      -0.97630E-02      -0.19550E-08       0.54253E-01      -0.16001E+02      -0.87019E-01      -0.20642E+02
      0      1      -0.37521E-01      -0.18398E-07       0.71672E-01      -0.32932E+02       0.13844E-01      -0.17823E+02
      0      1      -0.16398E-01      -0.25200E-07       0.78716E-01       0.26229E+02      -0.90670E-01       0.55283E+01
      0      1      -0.39175E-01       0.19938E-07       0.20390E-01       0.37476E+02       0.66578E-01       0.29804E+02
      0      1       0.23370E-01      -0.63415E-08      -0.80077E-01       0.26241E+02      -0.11141E+00       0.13511E+02
      0      1      -0.45564E-02      -0.21916E-07       0.56218E-01      -0.24733E+02       0.37342E-01      -0.39965E+02
      0      1      -0.39342E-02      -0.17299E-07       0.19755E-01       0.42701E+02       0.71995E-01      -0.80330E+01
      0      1      -0.11757E-01       0.15945E-07       0.45787E-01      -0.30410E+02      -0.58135E-01      -0.30615E+02
      0      1      -0.19615E-01      -0.17036E-07       0.12616E-01       0.70071E+01       0.45438E-01       0.19547E+02
      0      1       0.24981E-02       0.85650E-09      -0.80029E-02       0.18199E+02       0.51249E-01      -0.34124E+02
      0      1      -0.17525E-01      -0.14317E-07       0.51204E-01       0.42999E+02       0.62280E-01      -0.84776E+01
      0      1       0.43272E-01      -0.32075E-08       0.59640E-01       0.72141E+01       0.12979E+00       0.59564E+01
      0      1       0.40773E-01      -0.16174E-07      -0.27651E-02      -0.20509E+02      -0.21093E-01       0.26511E+02
      0      1       0.46611E-02      -0.20497E-07      -0.21211E-01       0.35176E+02      -0.49146E-01       0.21092E+02
      0      1      -0.10421E-01       0.15015E-07      -0.96010E-01       0.24938E+02      -0.67606E-01      -0.11596E+01
      0      1       0.27804E-01      -0.12325E-07      -0.74706E-02      -0.46402E+01       0.97195E-01       0.43225E+02
      0      1      -0.22902E-01      -0.44139E-08       0.28508E-01      -0.34604E+01       0.14946E+00       0.15521E+02
      0      1      -0.28974E-01      -0.19548E-07       0.17759E-01      -0.63896E+01       0.41373E-01      -0.50072E+02
      0      1       0.42192E-01      -0.96592E-08      -0.47324E-01      -0.12211E+02       0.97515E-02      -0.16287E+02
      0      1      -0.34688E-01      -0.25858E-08       0.94286E-01      -0.87833E+00       0.12210E+00      -0.18644E+02
      0      1      -0.97501E-02       0.17264E-07      -0.14413E+00       0.33684E+00      -0.44722E-01      -0.16874E+02
      0      1       0.16629E-02      -0.54758E-08      -0.23526E-01      -0.25433E+02       0.13270E+00      -0.18423E+02
      0      1       0.12854E-01      -0.13846E-07       0.87987E-01      -0.92636E+01       0.38692E-01      -0.41964E+02
      0      1       0.36154E-01      -0.64284E-08      -0.12483E+00      -0.22938E+02       0.58248E-01      -0.23416E+01
      0      1      -0.41771E-01       0.13404E-07       0.27862E-01       0.48773E+02       0.18135E-01      -0.18088E+02
      0      1      -0.17148E-01      -0.78116E-08       0.92480E-01       0.61480E+01       0.13229E+00      -0.47692E+01
      0      1      -0.10644E-01       0.25191E-07      -0.89165E-01      -0.24541E+02       0.53356E-01      -0.31330E+02
      0      1      -0.19875E-01      -0.72193E-08       0.83638E-01      -0.82132E+00      -0.86616E-02       0.88593E+00
      0      1       0.44791E-01       0.22216E-07       0.65067E-01       0.24420E+02      -0.11820E+00       0.49699E+01
      0      1       0.40828E-01      -0.14837E-07       0.57223E-01       0.40209E+02      -0.48697E-01      -0.24241E+02
      0      1       0.44380E-01       0.30108E-08      -0.43400E-01       0.44486E+02      -0.69433E-01       0.32414E+01
      0      1      -0.27549E-01      -0.25373E-08      -0.10281E+00       0.19655E+02       0.38089E-01       0.28155E+02
      0      1      -0.24573E-01      -0.21843E-07      -0.46872E-01      -0.36217E+02      -0.16846E-02       0.22500E+02
      0      1       0.24864E-02      -0.59404E-08       0.79450E-01       0.24414E+02      -0.99091E-01       0.14940E+02
      0      1       0.17394E-01       0.73766E-08      -0.92198E-01       0.10617E+02       0.88130E-01       0.12616E+02
      0      1      -0.27437E-01      -0.24815E-07       0.51647E-01      -0.30398E+02      -0.10130E+00      -0.67500E+01
      0      1      -0.35409E-01      -0.76991E-08      -0.76007E-01       0.13305E+02       0.40346E-01      -0.13571E+02
      0      1       0.22366E-01      -0.15564E-07       0.90904E-02      -0.47290E+02      -0.52728E-01      -0.12031E+02
      0      1      -0.16021E-01      -0.18810E-07       0.59576E-02      -0.13391E+02      -0.48894E-01      -0.12544E+02
      0      1      -0.19615E-01      -0.22392E-07       0.44167E-01       0.20383E+02       0.11987E-01       0.42261E+02
      0      1      -0.13012E-01       0.95413E-08       0.49607E-01      -0.34916E+00       0.91539E-01      -0.33893E+02
      0      1       0.89507E-02       0.50791E-08       0.19722E-01      -0.29148E+02       0.11465E+00      -0.15138E+02
      0      1      -0.25852E-01       0.40463E-08      -0.82036E-01      -0.38807E+02      -0.80817E-01      -0.31342E+01
      0      1       0.44972E-01      -0.20708E-07       0.54647E-01      -0.31614E+02       0.22606E-02      -0.23572E+02
      0      1       0.24490E-01       0.67115E-08      -0.10372E+00       0.28103E+02      -0.88069E-01      -0.42033E+01
      0      1      -0.77832E-02      -0.26307E-08      -0.83403E-01      -0.19687E+02       0.32383E-01       0.41780E+01
      0      1       0.83114E-02      -0.54469E-08      -0.13729E+00       0.14702E+02       0.60493E-01      -0.50124E+01
      0      1       0.33244E-01       0.11824E-07       0.37967E-01       0.10164E+02      -0.70756E-01       0.46205E+02
      0      1       0.39506E-01       0.25184E-07      -0.70868E-01      -0.23800E+02       0.14919E-01      -0.64008E+01
      0      1       0.19299E-01       0.19515E-07       0.29764E-01       0.23780E+02      -0.18056E-01       0.16385E+02
      0      1      -0.45594E-02       0.18585E-08       0.12812E+00       0.15547E+02      -0.91485E-01       0.36816E+01
      0      1       0.67966E-02       0.75524E-08       0.65973E-03       0.23190E+02      -0.26198E-01       0.30919E+02
      0      1      -0.22541E-01       0.62841E-08       0.28860E-01      -0.31020E+02      -0.93947E-01       0.76205E+01
      0      1      -0.39335E-01      -0.15211E-08      -0.59607E-02      -0.39650E+01       0.85479E-01      -0.35988E+02
      0      1      -0.31454E-03       0.17266E-07      -0.15492E-01       0.19741E+02       0.18774E-01       0.35296E+01
      0      1      -0.20028E-01      -0.10639E-07       0.10213E+00       0.10679E+01       0.89106E-01       0.24408E+02
      0      1      -0.75489E-02      -0.44509E-08      -0.11265E+00      -0.19051E+02       0.56795E-01      -0.18099E+02
      0      1       0.24155E-01      -0.12436E-07      -0.32207E-01      -0.18109E+02       0.11113E+00       0.43724E+01
      0      1      -0.34167E-01      -0.22127E-07       0.86300E-01      -0.24420E+01       0.77930E-01      -0.34617E+02
      0      1      -0.45288E-01       0.21267E-07      -0.51013E-01       0.20726E+02      -0.71201E-01       0.39435E+01
      0      1       0.33371E-01      -0.21628E-07       0.10201E+00      -0.46759E+01      -0.30609E-01       0.27736E+02
      0      1       0.50209E-02      -0.22075E-07       0.82447E-01       0.75828E+01       0.22370E-01       0.23214E+00
      0      1      -0.24963E-01       0.21052E-08       0.66373E-02       0.10590E+02       0.41220E-01      -0.18279E+02
      0      1      -0.28378E-01      -0.41569E-09       0.32164E-01      -0.17270E+01       0.67281E-01      -0.39728E+02
      0      1       0.12673E-01      -0.20333E-07      -0.25481E-01       0.45766E+02      -0.18728E-02      -0.29766E+02
      0      1       0.14159E-01       0.13551E-08      -0.10423E+00       0.34151E+02       0.18042E-01       0.19801E+02
      0      1      -0.33752E-01      -0.18280E-07      -0.86922E-01      -0.34091E+02      -0.98147E-02      -0.37440E+01
      0      1      -0.16244E-01      -0.16252E-07       0.46459E-02      -0.16179E+02      -0.60402E-01      -0.44515E+02
      0      1      -0.42488E-01      -0.82768E-08       0.25310E-01      -0.21711E+01       0.48587E-01      -0.37630E+02
      0      1      -0.13963E-01      -0.94178E-08      -0.10198E+00      -0.22004E+02       0.58889E-01       0.25938E+02
      0      1       0.30280E-01      -0.82708E-08      -0.70402E-01       0.25753E+02      -0.60018E-02      -0.11838E+02
      0      1      -0.32462E-01       0.86758E-08       0.51161E-01       0.29601E+02      -0.27827E-01       0.31731E+02
      0      1       0.86378E-02      -0.13868E-07      -0.12093E+00       0.14178E+01       0.31038E-01       0.36237E+02
      0      1      -0.42849E-01      -0.16002E-07      -0.24446E-02      -0.59117E+01       0.95683E-01       0.31201E+02
      0      1      -0.14832E-01      -0.22370E-07      -0.43847E-01      -0.10726E+02       0.77298E-01      -0.14576E+02
      0      1      -0.20502E-01       0.29731E-08      -0.16020E-01      -0.43704E+02       0.96592E-01       0.60975E+01
      0      1       0.42225E-01      -0.60240E-08      -0.55440E-01       0.41129E+02      -0.40373E-01      -0.22062E+02
      0      1       0.14618E-01       0.66410E-08      -0.65618E-01       0.70868E+01       0.57143E-01       0.36741E+02
      0      1       0.20797E-01       0.58905E-08      -0.10440E+00       0.18408E+02      -0.10482E+00      -0.65611E+01
      0      1      -0.29171E-01       0.25100E-07      -0.22898E-01       0.44112E+02       0.70965E-01       0.12203E+02
      0      1      -0.40132E-01      -0.79875E-08       0.78894E-01       0.26052E+02       0.29915E-01      -0.21982E+02
      0      1       0.12147E-01       0.46867E-08       0.10382E+00       0.13736E+02       0.58707E-01       0.74309E+01
      0      1      -0.41421E-01       0.21578E-07       0.50535E-01      -0.30140E+02      -0.10320E+00       0.11513E+02
      0      1       0.27648E-01       0.16183E-07      -0.68129E-01      -0.35535E+02      -0.23380E-01       0.13962E+02
      0      1       0.18398E-01       0.17808E-07       0.36996E-01       0.26394E+02      -0.12173E+00      -0.19382E+02
      0      1       0.37302E-01       0.13852E-07      -0.79540E-01       0.32276E+02      -0.37729E-01      -0.14917E+02
      0      1      -0.30303E-01      -0.16889E-09      -0.83338E-01       0.84575E+01       0.49374E-01       0.30897E+02
      0      1      -0.39942E-01      -0.17285E-07      -0.20049E-01      -0.23257E+02       0.13605E-01      -0.22207E+02
      0      1       0.84622E-02      -0.24120E-07       0.46483E-01      -0.27721E+02      -0.34918E-01       0.41330E+02
