 Nseed      iq         dt[nsec]           dW[MeV]           x[cm]           x'[mrad]            y[cm]           y'[mrad]  
      0      1       0.14111E-01       0.12522E-07       0.94089E-01       0.88120E+01      -0.10603E+00      -0.17568E+02
      0      1      -0.21198E-01       0.20484E-07      -0.27405E-02       0.62183E+01       0.67187E-02       0.21229E+02
      0      1       0.40056E-01       0.95800E-08       0.52744E-01      -0.57390E+01       0.12118E+00      -0.10387E+02
      0      1      -0.25853E-01      -0.91639E-08      -0.16314E-01      -0.18865E+02       0.53148E-01       0.27473E+02
      0      1       0.99423E-02      -0.44210E-08      -0.31993E-01      -0.45606E+02       0.32857E-01      -0.10634E+02
      0      1       0.36904E-01       0.18186E-07       0.74653E-02      -0.25383E+02      -0.13477E-02       0.18141E+02
      0      1       0.97407E-02      -0.31728E-08       0.39585E-01      -0.49017E+02       0.23913E-03       0.40866E+01
      0      1      -0.14850E-01       0.10472E-07      -0.26883E-01      -0.19716E+02      -0.84161E-01      -0.36449E+02
      0      1       0.23547E-01       0.14298E-07      -0.85428E-02      -0.13362E+01       0.76343E-01      -0.19818E+02
      0      1       0.45446E-01       0.20808E-07      -0.38813E-01       0.36381E+02      -0.54850E-01       0.89697E+01
      0      1       0.32481E-01       0.17548E-07      -0.57320E-01      -0.28913E+02      -0.30945E-01       0.39828E+02
      0      1      -0.27738E-01       0.13155E-07      -0.67046E-01       0.17915E+02       0.11253E+00       0.17434E+02
      0      1       0.63847E-02      -0.19097E-07      -0.83735E-01       0.14096E+02      -0.11978E+00      -0.14760E+02
      0      1      -0.23665E-01       0.40312E-08       0.91546E-01       0.48744E+01       0.26326E-01       0.16938E+02
      0      1      -0.44633E-01      -0.24376E-07      -0.19534E-01      -0.30787E+02      -0.76228E-02       0.33406E+02
      0      1       0.28932E-01      -0.17668E-07       0.91467E-01       0.72452E+01       0.27362E-01       0.35497E+02
      0      1      -0.19847E-01       0.36268E-09      -0.10600E+00       0.25773E+02      -0.24732E-01       0.10654E+02
      0      1       0.92407E-03       0.22489E-07       0.58459E-01      -0.42706E+02       0.27971E-01      -0.65757E+01
      0      1      -0.35564E-01       0.15236E-07      -0.90054E-01       0.36545E+01      -0.49096E-01      -0.31736E+02
      0      1       0.35102E-01      -0.72591E-08      -0.75369E-01       0.27520E+02      -0.78476E-01      -0.20301E+02
      0      1       0.17246E-02       0.10797E-07      -0.27064E-01      -0.31440E+02       0.10602E+00      -0.17833E+02
      0      1       0.23335E-01       0.19910E-07      -0.89753E-01       0.21093E+02       0.56636E-01      -0.19242E+02
      0      1       0.26562E-01       0.70225E-08       0.46560E-01      -0.42063E+02       0.56260E-01      -0.88320E+01
      0      1       0.33650E-01      -0.15580E-07      -0.61749E-01      -0.23931E+02       0.85026E-01      -0.12513E+02
      0      1      -0.27883E-01      -0.20807E-07       0.14435E+00      -0.16621E+02       0.18002E-01       0.18752E+02
      0      1       0.40047E-01      -0.19933E-07      -0.46862E-01       0.19224E+02      -0.64921E-02       0.23829E+02
      0      1       0.33498E-01      -0.11021E-07      -0.51513E-02      -0.33138E+02      -0.21807E-01       0.33411E+02
      0      1       0.39197E-01      -0.11878E-07      -0.90716E-01      -0.30093E+02      -0.80402E-01      -0.13539E+02
      0      1      -0.27592E-01      -0.10047E-08       0.44482E-01       0.47131E+01      -0.96638E-01      -0.39165E+02
      0      1       0.39862E-01      -0.15103E-07       0.13692E+00      -0.11066E+02       0.54079E-02       0.23664E+02
      0      1      -0.39137E-01       0.15056E-07       0.45545E-01      -0.50620E+02       0.69912E-02      -0.10168E+02
      0      1       0.10923E-01      -0.10895E-07       0.24530E-01      -0.29469E+02      -0.13632E-01      -0.20190E+02
      0      1      -0.76109E-02      -0.24118E-07       0.79035E-01       0.33516E+02       0.71143E-01       0.57806E+01
      0      1       0.11182E-02       0.13733E-08       0.37344E-01      -0.30222E+02       0.66931E-01       0.31324E+01
      0      1       0.15034E-01      -0.24603E-07      -0.13362E+00      -0.22714E+01       0.24443E-02       0.41730E+01
      0      1       0.34668E-01       0.21696E-07       0.59403E-03      -0.10980E+02      -0.35983E-01      -0.26698E+02
      0      1      -0.29294E-03       0.15213E-07      -0.87731E-01      -0.26466E+01       0.11435E+00      -0.42846E+01
      0      1       0.38611E-01       0.14429E-07      -0.32664E-01      -0.18128E+02      -0.14862E+00       0.10684E+02
      0      1       0.81875E-02       0.90532E-08       0.79432E-01       0.30025E+02      -0.13250E-01       0.32587E+01
      0      1      -0.72241E-02       0.24774E-07      -0.64532E-01      -0.29019E+02      -0.35759E-01       0.28669E+01
      0      1      -0.31906E-02       0.24583E-09      -0.78128E-01       0.37348E+02      -0.55390E-01      -0.11112E+02
      0      1      -0.32600E-02       0.14606E-07       0.31704E-01      -0.13913E+02      -0.92846E-02      -0.39064E+02
      0      1      -0.35071E-01      -0.80485E-08       0.56588E-01       0.44964E+02      -0.95127E-02       0.19030E+02
      0      1      -0.17726E-01      -0.38140E-08      -0.78215E-01      -0.38825E+01      -0.95752E-01       0.26991E+02
      0      1      -0.17011E-01      -0.44103E-09       0.68142E-01       0.14292E+01      -0.61013E-01      -0.15292E+02
      0      1       0.31995E-01       0.12153E-07      -0.55650E-01      -0.21180E+02      -0.10788E+00      -0.28678E+02
      0      1       0.21779E-01       0.96189E-08      -0.13692E+00       0.19330E+02       0.47872E-02      -0.32632E+01
      0      1      -0.24271E-01      -0.45650E-08      -0.13102E+00       0.10875E+02       0.54034E-01      -0.15200E+02
      0      1      -0.44314E-01       0.18129E-08      -0.66308E-02       0.25712E+02      -0.95538E-01       0.17848E+01
      0      1       0.28735E-01      -0.21522E-07       0.93410E-01      -0.10988E+02      -0.11272E+00       0.48561E+01
      0      1       0.26142E-01       0.10512E-07      -0.44628E-01      -0.41834E+02      -0.10054E+00       0.89588E+00
      0      1       0.13772E-01       0.54070E-08      -0.99671E-01      -0.25844E+01      -0.88187E-01       0.38750E+01
      0      1      -0.15770E-01      -0.20203E-07       0.16964E-01      -0.87173E+01      -0.12621E+00      -0.77756E+01
      0      1       0.19792E-01      -0.45680E-08       0.60452E-01      -0.10298E+02      -0.12099E-01      -0.38394E+01
      0      1       0.33589E-01      -0.22115E-07      -0.51730E-01       0.11555E+02      -0.11106E-01      -0.32292E+01
      0      1      -0.22464E-01       0.96151E-08       0.64551E-01       0.27501E+02      -0.61926E-01      -0.96832E+01
      0      1       0.39632E-01      -0.24657E-07       0.11948E+00       0.61120E+01      -0.12852E-01       0.72078E+01
      0      1      -0.40353E-01       0.12227E-07      -0.77295E-01       0.29911E+02      -0.82464E-01       0.11367E+02
      0      1      -0.41235E-02      -0.17802E-08       0.79538E-01      -0.43195E+02       0.51849E-01      -0.14947E+02
      0      1       0.58999E-02      -0.13104E-07      -0.97861E-01       0.53437E+01      -0.17996E-01       0.15841E+02
      0      1      -0.38745E-01       0.94974E-08      -0.32206E-01      -0.13008E+02      -0.83586E-01      -0.42332E+02
      0      1       0.12865E-01      -0.89058E-08      -0.26515E-03      -0.38595E+02      -0.72328E-01       0.31781E+02
      0      1      -0.38004E-01       0.23524E-08       0.95017E-01      -0.27303E+02       0.11085E-02      -0.22273E+02
      0      1      -0.54417E-02       0.13933E-07      -0.13872E-01      -0.30754E+02      -0.56047E-01      -0.22933E+02
      0      1       0.20823E-01      -0.57983E-08      -0.11879E+00      -0.21349E+02       0.64069E-01      -0.22567E+01
      0      1       0.40241E-01       0.12232E-07       0.11745E-01       0.24515E+02      -0.10040E-01      -0.43505E+02
      0      1      -0.37024E-01      -0.20443E-07       0.98021E-01      -0.36246E+01      -0.11237E+00      -0.16823E+02
      0      1       0.28781E-01      -0.52938E-08       0.55923E-01      -0.70970E+01       0.98751E-01      -0.29765E+02
      0      1       0.39850E-01      -0.23739E-07      -0.28708E-01      -0.77391E+01       0.11016E+00      -0.63014E+01
      0      1       0.58964E-04      -0.99228E-08       0.41147E-01       0.22240E+02       0.14298E+00      -0.64632E+01
      0      1      -0.33624E-01      -0.10246E-08      -0.52848E-01      -0.18424E+02      -0.80717E-01       0.57787E+01
      0      1       0.20221E-01      -0.23940E-07       0.15692E-01      -0.15112E+02      -0.77806E-02       0.39456E+02
      0      1      -0.41289E-02      -0.16696E-08      -0.70986E-02      -0.35171E+02      -0.45238E-01      -0.10410E+02
      0      1      -0.28459E-01       0.45800E-08       0.18117E-01      -0.93129E+01      -0.10745E+00       0.29433E+02
      0      1       0.36718E-01       0.12230E-07      -0.13199E+00       0.85282E+01      -0.55323E-01       0.26160E+02
      0      1       0.77520E-02       0.17374E-07      -0.34687E-02       0.44181E+02      -0.89479E-01      -0.31781E+01
      0      1       0.28125E-01      -0.11817E-07       0.25404E-01      -0.30574E+02       0.37869E-01       0.21027E+02
      0      1      -0.15760E-01       0.21351E-07      -0.10954E+00       0.27020E+01       0.69293E-02      -0.23066E+02
      0      1       0.38470E-01       0.18585E-07       0.41601E-01       0.49408E+01       0.34522E-01      -0.33856E+02
      0      1       0.42157E-01       0.21912E-07       0.25862E-01      -0.22483E+02      -0.49401E-01       0.36365E+02
      0      1      -0.13887E-01      -0.12616E-07      -0.33616E-01      -0.11904E+02       0.13539E+00      -0.19232E+02
      0      1      -0.33149E-01       0.48406E-08       0.81892E-01       0.15656E+02       0.41071E-01       0.36380E+02
      0      1      -0.27962E-01       0.13607E-07       0.76860E-02      -0.12811E+02       0.12296E+00       0.13064E+02
      0      1       0.88783E-03      -0.11418E-07      -0.11898E+00       0.27943E-01       0.73331E-01       0.21191E+02
      0      1       0.26097E-01      -0.78153E-08       0.13603E+00       0.25706E+01       0.62361E-01       0.24057E+01
      0      1       0.24391E-01      -0.61194E-09       0.12035E+00      -0.44439E+01      -0.23122E-01       0.13061E+02
      0      1       0.99659E-02       0.12124E-07       0.66986E-01      -0.18970E+02       0.10210E+00       0.19278E+02
      0      1      -0.28309E-01      -0.23286E-07      -0.55633E-02      -0.35899E+01      -0.33559E-01      -0.23815E+02
      0      1      -0.22009E-01      -0.18729E-07       0.47596E-01      -0.25188E+02       0.11626E+00       0.18554E+02
      0      1       0.10932E-01       0.19757E-07       0.16038E-01       0.29500E+02      -0.99566E-01       0.27609E+02
      0      1      -0.16740E-01      -0.12407E-07      -0.47982E-01      -0.27284E+02      -0.52573E-01      -0.35165E+02
      0      1       0.24563E-01      -0.17551E-07       0.64538E-01      -0.46588E+02      -0.44086E-01      -0.10872E+02
      0      1       0.31132E-01      -0.23940E-08      -0.32380E-01       0.15018E+02      -0.72407E-01       0.36126E+02
      0      1       0.40485E-01      -0.20634E-08      -0.98461E-01      -0.12589E+02      -0.47292E-02      -0.52816E+01
      0      1       0.34881E-02      -0.24279E-07      -0.10769E+00       0.12250E+02      -0.51131E-01       0.27138E+02
      0      1      -0.37780E-01       0.38437E-08      -0.12975E+00      -0.11385E+02      -0.86796E-01       0.51626E+01
      0      1      -0.24060E-01      -0.19875E-07      -0.54572E-01       0.62438E+01      -0.44619E-01       0.46868E+01
      0      1      -0.16952E-01      -0.84211E-08       0.98077E-01      -0.22435E+02       0.56722E-01       0.20481E+02
      0      1       0.40829E-01       0.63668E-09      -0.21422E-01      -0.33990E+02       0.61825E-01       0.55259E+00
      0      1       0.15890E-01       0.24958E-07      -0.68818E-01      -0.41733E+01      -0.65404E-01      -0.17064E+02
      0      1       0.19216E-01       0.14902E-07       0.32502E-01       0.28888E+01       0.79310E-01       0.18100E+02
      0      1       0.19587E-01       0.12389E-07      -0.17231E-01      -0.35706E+02       0.35998E-01      -0.24488E+01
      0      1      -0.39592E-01      -0.11342E-07       0.63945E-02      -0.14278E+02      -0.48612E-01       0.46989E+01
      0      1      -0.35891E-01       0.21260E-07      -0.11505E-01      -0.14391E+02      -0.36558E-01      -0.21286E+02
      0      1       0.36074E-01       0.69493E-08      -0.92318E-02       0.34191E+02       0.38896E-01      -0.16937E+02
      0      1       0.18986E-01       0.54270E-08      -0.37757E-01       0.52031E+02       0.17063E-01      -0.10640E+02
      0      1       0.21653E-01       0.50627E-08      -0.97519E-01       0.30085E+02       0.10413E-01       0.18616E+02
      0      1      -0.20880E-01      -0.20221E-07       0.73383E-01      -0.20785E+02       0.89693E-01      -0.22908E+02
      0      1       0.26316E-01      -0.37378E-08       0.12329E+00      -0.76094E+01      -0.24733E-01       0.50083E+01
      0      1       0.69270E-02       0.26264E-08       0.22355E-01       0.31231E+02       0.37475E-01       0.38661E+02
      0      1       0.42521E-01       0.83993E-08      -0.75445E-01       0.43773E+02       0.28649E-01       0.73868E+01
      0      1       0.30735E-01       0.16367E-07      -0.32548E-02       0.18488E+02      -0.73189E-01      -0.67193E+01
      0      1       0.17169E-02      -0.10772E-07      -0.83039E-01       0.18445E+02       0.96927E-01      -0.64631E+01
      0      1       0.32385E-01      -0.85667E-08       0.15233E-01      -0.25052E+02      -0.55613E-02       0.74125E+01
      0      1      -0.38362E-01       0.23114E-07      -0.33059E-01      -0.67331E+01       0.83474E-01      -0.30524E+02
      0      1       0.15215E-01      -0.14292E-07      -0.76906E-01      -0.15121E+02      -0.13533E+00       0.19215E+01
      0      1      -0.50599E-02       0.14565E-07      -0.11833E+00      -0.33588E+02      -0.99920E-02       0.49994E+01
      0      1      -0.27321E-01      -0.16222E-07      -0.72531E-02      -0.10451E+02      -0.59623E-01      -0.21855E+02
      0      1       0.92852E-02       0.22599E-07      -0.10579E+00       0.20427E+02      -0.10102E+00       0.47084E+00
      0      1       0.35023E-01       0.19217E-07       0.89105E-01       0.20053E+02       0.30908E-01      -0.25513E+02
      0      1      -0.16696E-01      -0.87498E-08       0.29462E-01       0.11857E+01       0.19064E-01      -0.43734E+02
      0      1      -0.14873E-01       0.72353E-09      -0.44879E-01      -0.64661E+00       0.11924E+00       0.82435E+01
      0      1      -0.36700E-01       0.55601E-08      -0.13615E+00      -0.80575E+01       0.86259E-01      -0.98101E+01
      0      1       0.11901E-01      -0.18339E-08      -0.10044E+00       0.40522E+02       0.30475E-01      -0.92624E+00
      0      1       0.29873E-01       0.78249E-08      -0.40856E-02       0.38647E+02      -0.95885E-02       0.39331E+02
      0      1      -0.25390E-01      -0.15124E-07       0.51515E-01       0.90015E+01       0.10222E+00       0.28520E+02
      0      1       0.25103E-01      -0.23720E-07       0.86184E-01       0.15133E+02       0.47228E-01       0.30424E+02
      0      1       0.49221E-02       0.24163E-07      -0.37276E-01      -0.35349E+02       0.24115E-01      -0.15476E+02
      0      1      -0.44006E-01       0.25571E-07       0.11002E+00      -0.73056E+01      -0.68284E-01      -0.14744E+02
      0      1      -0.29083E-02      -0.12470E-07       0.36597E-01       0.18722E+02       0.33356E-01       0.11918E+01
      0      1       0.40454E-01       0.10986E-07      -0.32574E-02       0.37710E+01       0.15021E+00      -0.13679E+01
      0      1      -0.39328E-01       0.12931E-07      -0.11183E+00       0.24846E+01       0.63300E-01       0.29956E+02
      0      1       0.96957E-02      -0.16203E-07       0.45480E-01       0.32865E+02      -0.15222E-01      -0.22415E+02
      0      1      -0.49946E-02       0.12404E-07       0.86835E-01      -0.92403E+01      -0.12041E+00      -0.16033E+02
      0      1       0.22861E-01       0.25591E-07      -0.84098E-02      -0.35195E+02       0.66596E-01       0.17239E+02
      0      1      -0.26686E-01       0.32712E-08      -0.77209E-03       0.15152E+02       0.36881E-01       0.49936E+02
      0      1      -0.17683E-01      -0.10557E-07       0.19813E-01       0.33073E+02       0.87434E-01       0.10985E+02
      0      1      -0.13323E-01       0.82816E-08       0.22570E-01       0.79065E+01      -0.18763E-01      -0.48747E+02
      0      1       0.42067E-01       0.15591E-08       0.21555E-01      -0.30902E+01       0.11984E+00       0.11075E+02
      0      1       0.39161E-01       0.44567E-08       0.18787E-01      -0.37340E+02       0.11783E+00       0.46251E+01
      0      1      -0.89011E-02      -0.62838E-09       0.25959E-01      -0.38840E+02      -0.48075E-01       0.13330E+02
      0      1      -0.35611E-01      -0.14695E-07       0.12574E-01      -0.11120E+02      -0.84286E-01       0.39578E+02
      0      1      -0.38985E-01       0.80704E-08       0.40386E-01      -0.16020E+02      -0.61233E-01      -0.26213E+02
      0      1      -0.39138E-01       0.71437E-09       0.11773E+00      -0.35491E+01       0.18713E-01      -0.72607E+01
      0      1      -0.45293E-01       0.26015E-07      -0.11296E+00      -0.28401E+00       0.37483E-01      -0.28280E+02
      0      1      -0.16754E-01       0.13566E-07       0.14149E+00      -0.78999E+01       0.16531E-01       0.91837E+01
      0      1      -0.85440E-02       0.24408E-07      -0.13404E+00       0.16967E+02       0.30340E-01       0.19892E+02
      0      1       0.97656E-02      -0.25854E-07      -0.99729E-01       0.37618E+01       0.18451E-01      -0.28594E+02
      0      1       0.37194E-02      -0.23217E-08       0.51096E-01      -0.26023E+01       0.10424E-01      -0.35634E+02
      0      1      -0.13511E-01      -0.11372E-07      -0.44500E-01       0.29307E+01      -0.14835E+00      -0.18947E+02
      0      1      -0.18418E-02       0.16142E-07      -0.38504E-01      -0.12890E+02       0.14699E+00      -0.14059E+02
      0      1       0.12690E-01      -0.11714E-07       0.86818E-01       0.10134E+02       0.10853E+00       0.78680E+01
      0      1       0.12698E-01       0.43164E-08      -0.37515E-01      -0.40641E+02      -0.49452E-01      -0.23839E+02
      0      1       0.46325E-02       0.19010E-07       0.53148E-01       0.31164E+02       0.14549E-01       0.36197E+02
      0      1       0.38711E-01      -0.20887E-07       0.54282E-01       0.39130E+02      -0.41624E-01      -0.23393E+02
      0      1      -0.57881E-02      -0.12362E-07      -0.91750E-01      -0.37171E+02      -0.48928E-01       0.18893E+02
      0      1       0.15753E-01       0.11668E-07       0.50176E-01      -0.35224E+02      -0.30135E-01       0.12173E+02
      0      1       0.17143E-01       0.10677E-07      -0.26321E-01       0.13270E+02      -0.47708E-01      -0.48950E+02
      0      1      -0.34780E-01       0.75074E-08      -0.50797E-01       0.11614E+02      -0.70492E-01      -0.32663E+02
      0      1       0.73677E-02      -0.73360E-08       0.15549E-02       0.29780E+02       0.19501E-01      -0.41805E+02
      0      1       0.91427E-02       0.15762E-07      -0.47561E-01      -0.30326E+01       0.15409E-01      -0.38984E+02
      0      1       0.36648E-01       0.20756E-07       0.30549E-01      -0.32894E+02      -0.88230E-01      -0.17732E+02
      0      1      -0.24515E-01       0.13850E-07      -0.32936E-01       0.16838E+02      -0.11322E+00      -0.95311E+01
      0      1       0.34333E-01      -0.65540E-08       0.51334E-01      -0.53235E+01       0.34691E-01       0.20703E+02
      0      1      -0.13792E-01       0.11660E-07      -0.25353E-01      -0.18654E+02       0.31198E-01       0.45454E+02
      0      1      -0.12529E-01      -0.72420E-08      -0.15424E+00       0.31912E+01      -0.33158E-01      -0.67820E+01
      0      1       0.26410E-01       0.14637E-07      -0.26070E-01      -0.29901E+02      -0.10440E+00      -0.21304E+01
      0      1       0.45922E-02      -0.14953E-08       0.64303E-01      -0.24415E+02       0.55305E-01      -0.20191E+02
      0      1       0.30763E-01       0.21343E-07      -0.15796E-01      -0.13443E+02      -0.23048E-01      -0.17580E+02
      0      1       0.39496E-01      -0.19509E-07      -0.15971E+00      -0.11840E+02       0.20467E-02       0.23537E+01
      0      1       0.27538E-01       0.50376E-08       0.50855E-01      -0.16693E+02       0.49313E-01       0.26193E+02
      0      1       0.53026E-02       0.11534E-07      -0.39592E-01       0.11433E+02       0.13583E+00       0.11669E+02
      0      1       0.12994E-01       0.26187E-07      -0.21717E-01      -0.15898E+02       0.98459E-01       0.37623E+01
      0      1       0.28269E-01       0.73731E-08       0.32444E-01       0.11002E+02       0.10536E+00       0.26544E+02
      0      1       0.14957E-01       0.17821E-07       0.36309E-01      -0.38515E+02      -0.23025E-01       0.63681E+00
      0      1       0.10098E-01       0.25931E-07       0.12528E+00      -0.85613E+01       0.57333E-01      -0.11469E+02
      0      1       0.36526E-01      -0.42819E-08      -0.47545E-02      -0.35752E+02       0.46908E-01       0.19154E+02
      0      1      -0.24089E-01       0.13796E-07       0.68872E-01      -0.29577E+02      -0.10094E+00       0.11309E+02
      0      1      -0.33632E-01      -0.21997E-07      -0.12323E-01      -0.31885E+02       0.24985E-01      -0.41172E+02
      0      1       0.31849E-01      -0.23981E-07      -0.31174E-01      -0.18680E+02       0.68535E-01      -0.24758E+02
      0      1      -0.46518E-02       0.55553E-08      -0.12254E+00       0.26152E+01      -0.28806E-01       0.43372E+01
      0      1       0.41782E-01      -0.20082E-07       0.61764E-01      -0.45653E+01      -0.13491E+00       0.22121E+02
      0      1      -0.18003E-01       0.12416E-07      -0.66380E-01      -0.34303E+02      -0.18610E-01       0.29242E+02
      0      1      -0.41771E-01       0.14011E-07      -0.26282E-01       0.58934E+01      -0.16449E-01       0.13347E+01
      0      1       0.10553E-01      -0.25285E-08      -0.61966E-01      -0.15311E+02      -0.22145E-01       0.33330E+02
      0      1       0.35971E-01       0.11232E-07       0.10306E+00      -0.31575E+02      -0.34269E-01       0.22078E+01
      0      1      -0.33711E-01       0.85635E-08      -0.23204E-01       0.34981E+00      -0.58793E-01      -0.44013E+02
      0      1       0.15182E-01      -0.24156E-07       0.15755E-01       0.43916E+01       0.57672E-01      -0.11379E+01
      0      1       0.19229E-01      -0.21210E-07      -0.29975E-01       0.17278E+02       0.22971E-01       0.27967E+02
      0      1       0.13281E-01       0.68626E-08      -0.74479E-01       0.52552E+01      -0.13988E+00      -0.19724E+01
      0      1      -0.44239E-01      -0.68985E-08       0.30161E-01       0.20085E+02       0.14981E-01       0.76255E+01
      0      1      -0.19238E-01      -0.12896E-07       0.27150E-01      -0.41423E+02      -0.56722E-01      -0.18252E+02
      0      1      -0.93672E-02      -0.24541E-07      -0.30628E-01       0.35766E+02      -0.32863E-01      -0.22357E+02
      0      1      -0.15212E-01      -0.38427E-08       0.56216E-01      -0.34905E+02       0.45232E-02      -0.35397E+02
      0      1      -0.12425E-01      -0.48664E-08       0.17013E-02      -0.40337E+02      -0.84614E-01      -0.17291E+02
      0      1       0.22473E-01       0.20354E-07      -0.74964E-01      -0.41151E+02      -0.29401E-01       0.82727E+01
      0      1       0.39740E-01       0.11265E-07      -0.69836E-01      -0.29635E+02      -0.32486E-01      -0.22016E+02
      0      1       0.12839E-01       0.34085E-08       0.15410E+00      -0.76082E+01       0.31725E-01      -0.90251E+01
      0      1      -0.17987E-01       0.13216E-08       0.15407E-01      -0.50659E+02       0.32977E-01      -0.86763E+01
      0      1       0.37296E-01       0.13945E-07       0.86105E-01       0.20072E+02       0.16523E-01      -0.31141E+02
      0      1      -0.82056E-02      -0.25795E-07       0.59058E-01      -0.26759E+02       0.46038E-01       0.39017E+02
      0      1       0.22573E-01      -0.11119E-07       0.93100E-01       0.29806E+02      -0.22654E-01      -0.33440E+02
      0      1       0.30073E-01      -0.88924E-08      -0.46026E-01       0.25663E+02       0.98979E-01       0.23246E+02
      0      1      -0.31905E-01       0.82750E-08      -0.52738E-01       0.40812E+02      -0.41883E-01      -0.23816E+02
      0      1       0.11974E-01       0.17502E-07      -0.56875E-01       0.17607E+02      -0.49322E-01       0.36999E+02
      0      1       0.35556E-01       0.12925E-07       0.70066E-01      -0.19978E+02       0.32128E-01       0.22558E+02
      0      1      -0.33393E-01       0.24379E-07      -0.61161E-02       0.15672E+02      -0.14745E+00      -0.15452E+02
      0      1       0.23549E-01      -0.15810E-07       0.17063E-01      -0.13656E+02      -0.59000E-01       0.22007E+02
      0      1      -0.34266E-01       0.16376E-07      -0.46731E-01      -0.29217E+02       0.29346E-02      -0.31835E+02
      0      1      -0.25602E-01      -0.69764E-08      -0.86852E-01       0.22927E+02       0.78830E-01       0.12961E+01
      0      1       0.38253E-01      -0.22860E-07      -0.14398E-01       0.29555E+02       0.18555E-01      -0.29905E+01
      0      1      -0.27390E-02      -0.99854E-08      -0.10700E+00      -0.62470E+01      -0.11542E+00       0.64101E+01
      0      1       0.28151E-01       0.23645E-07      -0.69943E-01       0.40462E+02       0.48338E-01       0.13432E+02
      0      1      -0.30292E-01      -0.34307E-08      -0.92995E-01      -0.16713E+01      -0.12440E+00       0.16308E+02
      0      1       0.31735E-01      -0.19499E-07      -0.12255E-01       0.15851E+02      -0.10897E+00      -0.61166E+01
      0      1       0.14882E-01      -0.20321E-07      -0.40036E-01      -0.29229E+02       0.61771E-01       0.36913E+02
      0      1      -0.18699E-01       0.25093E-07       0.22509E-01       0.30987E+01      -0.26110E-01      -0.28477E+02
      0      1      -0.33308E-01       0.31828E-08      -0.85264E-02      -0.20396E+02       0.93845E-02       0.42373E+02
      0      1       0.27224E-01       0.26183E-07      -0.80501E-01      -0.89186E+01       0.71792E-01      -0.32248E+02
      0      1       0.34153E-02       0.10110E-07      -0.30909E-01       0.18819E+02      -0.83463E-01      -0.21469E+02
      0      1      -0.18621E-01      -0.11768E-07       0.69118E-01       0.11514E+02      -0.91321E-01       0.32129E+02
      0      1      -0.41460E-01       0.13573E-07       0.10447E-01      -0.17319E+02      -0.89513E-01       0.30287E+02
      0      1      -0.43663E-01       0.20399E-07       0.83361E-01       0.63391E+01       0.87594E-01       0.16565E+02
      0      1       0.10656E-01      -0.11998E-07       0.51034E-01      -0.18841E+02      -0.53817E-01       0.59342E+01
      0      1       0.38077E-01       0.22370E-07       0.16727E-01      -0.31189E+01       0.62220E-02       0.20962E+02
      0      1       0.22119E-01       0.26158E-07      -0.62917E-01       0.19999E+01      -0.92627E-03       0.41761E+02
      0      1       0.19411E-01      -0.16064E-08      -0.63656E-01      -0.19530E+02      -0.63532E-01       0.75705E+01
      0      1      -0.19419E-01      -0.25363E-07      -0.25985E-01       0.92613E+00      -0.49280E-01       0.49433E+02
      0      1       0.20113E-01      -0.16119E-07       0.12532E+00       0.45749E+01      -0.50519E-01       0.10961E+02
      0      1      -0.30286E-01       0.39099E-08      -0.75816E-01      -0.29482E+02       0.86150E-02      -0.39603E+02
      0      1      -0.31098E-01       0.76952E-08       0.23724E-01       0.19646E+02      -0.97961E-01       0.25936E+01
      0      1      -0.19847E-01       0.80009E-08       0.43645E-01      -0.77501E+01      -0.10706E+00      -0.12584E+02
      0      1      -0.31208E-01       0.10681E-08      -0.65138E-02       0.13745E+02      -0.11817E+00       0.20837E+01
      0      1      -0.43127E-01      -0.16395E-07      -0.43372E-01      -0.17823E+02      -0.13803E+00      -0.14600E+01
      0      1      -0.26464E-01      -0.80898E-08       0.87895E-01       0.31076E+02      -0.86202E-01      -0.98756E+01
      0      1       0.53254E-02       0.21097E-07      -0.15688E-01       0.33865E+02      -0.33275E-01       0.80662E+01
      0      1      -0.40814E-01      -0.79566E-08      -0.26004E-01       0.59532E+01      -0.69516E-02       0.93078E+01
      0      1      -0.53196E-02      -0.17789E-07       0.62919E-01       0.80130E+01       0.98996E-02       0.34276E+02
      0      1       0.41600E-01       0.12126E-07      -0.93351E-01       0.88086E+01       0.54579E-01       0.34319E+02
      0      1       0.35305E-02       0.16127E-07       0.74514E-01      -0.27774E+02      -0.46865E-01       0.29604E+01
      0      1      -0.49398E-02       0.15038E-07       0.49215E-01       0.32271E+02       0.50265E-01       0.17820E+02
      0      1       0.45768E-01      -0.21830E-07       0.51128E-02       0.39635E+02       0.83496E-01      -0.17559E+02
      0      1      -0.44086E-02      -0.16344E-07      -0.54024E-01      -0.36983E+02       0.69553E-01      -0.25196E+00
      0      1      -0.42464E-01       0.13538E-07      -0.34071E-01       0.30565E+00       0.51754E-01       0.79501E+01
      0      1      -0.38084E-01       0.16334E-07       0.96590E-01      -0.59928E+01       0.10634E-01       0.28353E+02
      0      1       0.63611E-02       0.15438E-07       0.11302E+00      -0.23389E+02       0.62390E-02       0.49803E+01
      0      1       0.38932E-02      -0.92972E-08      -0.55055E-01      -0.30434E+02       0.70541E-01      -0.29561E+02
      0      1      -0.32831E-01       0.26214E-07       0.30631E-01      -0.17555E+02       0.91562E-02      -0.12717E+02
      0      1       0.38771E-01      -0.21955E-07      -0.54661E-01      -0.47560E+02       0.43090E-01      -0.25335E+01
